duration,trust,placebo1,private,community,placebo2,coproduce,mc,sex,race,age,ideology,income,education,at,gw,gwh,rand,DV_DO,mcpass,atpass,mcatpass,trustprime,climatebelief,climatebelief_scale,white,black,hispanic,asian,other
145,71,40,72,100,100,30,4,0,white,50,2,4,2,80,1,1,Control,dv|placebo|placebo2|private|community,1,1,1,1,1,0.54212611,1,0,0,0,0
69,26,72,65,86,91,81,4,1,white,43,3,7,6,80,1,0,Control,dv|placebo|community|placebo2|private,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
205,95,86,84,86,86,88,1,0,black,30,2,4,6,75,1,1,Corrupt,dv|community|placebo|placebo2|private,1,0,0,0,1,0.54212611,0,1,0,0,0
259,93,97,98,98,100,97,2,0,black,40,5,5,5,80,1,1,Control,dv|placebo2|community|private|placebo,0,1,0,1,1,0.54212611,0,1,0,0,0
106,26,34,57,38,33,67,1,0,black,24,3,2,3,67,-1,-1,Corrupt,dv|placebo|private|community|placebo2,1,0,0,0,-1,-3.310841601,0,1,0,0,0
252,61,19,81,6,25,60,4,1,white,51,4,4,4,80,1,1,Control,dv|placebo|placebo2|private|community,1,1,1,1,1,0.54212611,1,0,0,0,0
329,61,50,49,65,100,70,4,1,white,35,1,1,3,80,1,1,Control,dv|placebo2|placebo|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
116,61,51,37,100,100,68,4,1,white,23,1,4,5,80,1,1,Control,dv|placebo2|community|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
183,51,79,74,77,84,76,2,1,white,35,3,2,2,80,-1,1,Control,dv|private|placebo|placebo2|community,0,1,0,1,0,-1.384357745,1,0,0,0,0
119,66,74,72,84,74,66,1,1,white,36,4,6,6,80,0,0,Control,dv|private|community|placebo2|placebo,0,1,0,1,0,-1.384357745,1,0,0,0,0
168,51,68,51,70,37,70,1,1,white,30,1,4,5,80,1,1,Control,dv|placebo|placebo2|community|private,0,1,0,1,1,0.54212611,1,0,0,0,0
241,15,50,80,95,80,0,1,0,white,28,3,4,3,80,0,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
157,94,100,60,71,100,65,2,1,white,65,2,4,5,80,NA,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,NA,NA,1,0,0,0,0
228,40,50,62,81,75,58,1,1,white,33,3,6,6,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
373,70,40,61,61,61,75,4,1,asian,42,3,5,3,80,1,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,1,0.54212611,0,0,0,1,0
358,72,71,61,81,91,82,4,0,asian,62,2,1,5,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,0,0,0,1,0
336,65,37,61,83,74,71,2,1,white,32,4,3,4,80,1,1,Control,dv|private|community|placebo2|placebo,0,1,0,1,1,0.54212611,1,0,0,0,0
176,80,50,81,81,87,82,2,1,white,28,2,4,6,80,1,1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
133,75,50,80,61,80,30,2,0,white,40,2,4,6,80,1,1,Honest,dv|private|placebo|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
103,64,52,65,49,9,41,2,0,white,46,4,7,8,80,-1,0,Honest,dv|community|private|placebo2|placebo,1,1,1,2,-0.5,-2.347599673,1,0,0,0,0
134,80,40,0,100,100,50,2,0,white,18,3,6,2,80,1,1,Honest,dv|placebo2|community|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
529,91,68,72,74,50,67,2,1,black,47,4,4,5,80,1,0,Honest,dv|placebo|community|private|placebo2,1,1,1,2,0.5,-0.421115818,0,1,0,0,0
175,30,39,83,100,91,93,1,1,white,56,1,3,4,80,1,1,Corrupt,dv|community|private|placebo2|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
217,85,81,51,51,81,51,2,1,white,63,2,2,2,80,1,1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
372,13,18,25,67,78,66,1,1,black,30,3,3,6,80,1,1,Corrupt,dv|placebo|placebo2|community|private,1,1,1,0,1,0.54212611,0,1,0,0,0
200,30,61,5,85,71,15,1,0,white,32,1,2,3,80,1,1,Corrupt,dv|community|placebo2|placebo|private,1,1,1,0,1,0.54212611,1,0,0,0,0
178,30,95,75,90,95,100,4,0,white,39,1,5,4,80,1,1,Control,dv|private|community|placebo2|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
79,76,89,80,76,68,71,1,0,black,28,2,6,4,80,-1,1,Control,dv|placebo2|placebo|community|private,0,1,0,1,0,-1.384357745,0,1,0,0,0
137,14,65,73,79,88,89,1,0,white,39,3,5,6,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,1,0,0,0,0
124,78,79,61,100,73,100,4,0,white,29,2,3,6,80,1,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
341,80,85,78,86,80,80,1,1,hispanic,29,1,2,5,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,0,0,1,0,0
99,50,50,50,100,100,50,4,1,asian,37,1,7,5,80,1,1,Control,dv|placebo|placebo2|private|community,1,1,1,1,1,0.54212611,0,0,0,1,0
118,40,65,60,82,61,74,4,0,asian,51,3,7,6,80,1,1,Control,dv|placebo2|private|community|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
221,11,68,42,50,66,28,1,1,white,49,3,4,1,80,0,1,Corrupt,dv|community|placebo2|placebo|private,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
114,21,36,37,55,83,76,1,1,white,21,2,2,5,70,1,1,Corrupt,dv|placebo|private|community|placebo2,1,0,0,0,1,0.54212611,1,0,0,0,0
142,70,59,50,72,30,59,2,1,white,40,3,4,5,80,0,0,Control,dv|placebo|placebo2|community|private,0,1,0,1,0,-1.384357745,1,0,0,0,0
694,80,51,82,86,89,82,2,0,white,50,3,7,6,80,1,1,Control,dv|placebo|private|community|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
109,87,0,63,77,0,51,2,1,white,36,5,2,6,80,-1,-1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,-1,-3.310841601,1,0,0,0,0
192,40,51,29,82,80,67,4,0,hispanic,24,2,4,3,80,1,1,Control,dv|placebo2|community|private|placebo,1,1,1,1,1,0.54212611,0,0,1,0,0
167,30,60,62,60,90,71,4,1,asian,42,3,5,6,80,1,1,Control,dv|community|placebo|private|placebo2,1,1,1,1,1,0.54212611,0,0,0,1,0
181,19,51,39,94,100,100,1,0,white,34,4,6,5,80,1,1,Corrupt,dv|community|placebo|placebo2|private,1,1,1,0,1,0.54212611,1,0,0,0,0
208,20,50,60,80,70,0,1,1,white,44,3,1,3,80,-1,-1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,-1,-3.310841601,1,0,0,0,0
189,40,72,30,92,80,60,1,0,hispanic,22,2,1,3,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,0,0,1,0,0
371,70,71,57,65,70,61,2,0,white,30,2,2,2,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
178,20,50,0,100,100,100,1,0,hispanic,33,1,1,5,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,0,0,1,0,0
248,18,100,36,90,100,84,1,1,white,49,2,6,6,80,1,1,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
70,58,49,50,70,59,65,4,0,white,34,1,1,3,80,1,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
402,71,59,28,80,100,58,4,1,white,31,1,3,5,80,1,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
173,80,45,20,75,95,85,2,0,white,33,2,4,5,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
138,15,24,95,95,80,71,1,0,white,20,3,7,3,80,1,1,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
532,10,100,100,80,100,100,1,0,asian,33,1,6,4,80,1,1,Corrupt,dv|community|placebo2|placebo|private,1,1,1,0,1,0.54212611,0,0,0,1,0
68,73,65,76,69,70,71,2,0,asian,37,4,6,5,80,1,0,Honest,dv|placebo2|placebo|private|community,1,1,1,2,0.5,-0.421115818,0,0,0,1,0
128,60,40,70,60,60,75,4,0,white,28,3,2,5,80,1,1,Control,dv|private|placebo2|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
111,75,57,83,76,60,90,4,0,white,45,4,5,5,80,0,0,Control,dv|placebo|community|private|placebo2,1,1,1,1,0,-1.384357745,1,0,0,0,0
135,20,40,70,90,100,70,1,1,hispanic,30,2,3,5,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,0,0,1,0,0
266,51,21,83,71,100,85,4,1,black,52,5,7,7,80,0,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,0.5,-0.421115818,0,1,0,0,0
1331,69,88,74,80,74,80,2,1,white,37,5,6,5,80,1,0,Honest,dv|private|community|placebo2|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
172,20,0,100,20,0,100,1,0,hispanic,60,4,6,3,80,1,0,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,0.5,-0.421115818,0,0,1,0,0
491,85,40,75,75,60,70,2,1,white,49,4,1,5,80,-1,-1,Honest,dv|placebo2|community|private|placebo,1,1,1,2,-1,-3.310841601,1,0,0,0,0
280,60,61,9,72,100,100,4,0,asian,26,2,1,6,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,0,0,0,1,0
175,45,30,51,70,40,70,2,0,white,21,3,1,5,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
340,60,30,85,65,90,90,4,0,white,60,4,1,5,80,1,0,Control,dv|placebo|placebo2|private|community,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
181,69,64,60,62,41,67,2,1,black,26,4,1,5,80,0,0,Honest,dv|placebo|private|community|placebo2,1,1,1,2,0,-1.384357745,0,1,0,0,0
181,15,55,25,100,90,73,1,0,white,53,2,6,6,80,1,1,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
282,26,30,48,9,81,87,4,1,white,28,2,3,NA,80,1,1,Control,dv|community|placebo|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
191,9,51,0,80,51,78,1,0,white,39,2,4,3,80,1,1,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
314,61,29,50,71,100,52,4,0,black,45,3,4,3,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,0,1,0,0,0
57,60,68,37,63,68,66,1,1,white,31,3,6,5,80,1,1,Control,dv|placebo2|placebo|community|private,0,1,0,1,1,0.54212611,1,0,0,0,0
113,75,53,59,55,91,51,2,1,white,49,3,5,5,80,1,0,Honest,dv|placebo2|private|community|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
195,71,9,9,100,10,100,4,0,white,56,5,5,5,80,-1,0,Control,dv|placebo2|placebo|private|community,1,1,1,1,-0.5,-2.347599673,1,0,0,0,0
174,29,30,38,71,70,60,1,1,white,40,2,6,5,80,1,1,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
130,86,11,80,86,71,25,2,0,white,39,4,7,5,80,1,0,Honest,dv|private|placebo2|placebo|community,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
136,53,40,40,56,72,51,2,1,black,33,2,3,3,80,1,1,Control,dv|placebo2|private|community|placebo,0,1,0,1,1,0.54212611,0,1,0,0,0
199,71,100,97,95,20,96,4,1,asian,30,1,4,6,80,1,1,Control,dv|placebo|placebo2|private|community,1,1,1,1,1,0.54212611,0,0,0,1,0
125,85,19,60,88,77,87,2,1,white,32,4,3,5,80,-1,-1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,-1,-3.310841601,1,0,0,0,0
161,29,51,78,80,80,52,1,1,white,42,2,4,5,80,1,1,Corrupt,dv|community|placebo2|placebo|private,1,1,1,0,1,0.54212611,1,0,0,0,0
177,90,50,40,100,100,100,2,1,white,31,1,1,4,80,1,1,Honest,dv|placebo|private|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
77,71,73,64,60,100,67,2,0,white,31,2,5,5,80,1,1,Corrupt,dv|placebo|community|private|placebo2,0,1,0,0,1,0.54212611,1,0,0,0,0
95,30,100,25,80,75,30,4,0,white,30,3,1,2,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
488,84,59,83,66,100,67,2,1,white,50,2,4,3,80,1,1,Honest,dv|private|placebo|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
210,75,80,40,91,100,83,2,1,black,27,2,2,3,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,0,1,0,0,0
115,86,50,80,81,92,88,4,0,asian,32,2,4,5,80,1,1,Control,dv|private|community|placebo2|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
93,18,61,16,86,100,76,2,0,black,33,1,3,5,80,1,1,Control,dv|placebo2|placebo|community|private,0,1,0,1,1,0.54212611,0,1,0,0,0
269,0,50,81,100,100,75,1,1,black,33,1,1,4,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,0,1,0,0,0
122,20,100,0,100,100,100,1,0,white,39,2,1,3,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,1,0,0,0,0
146,25,40,66,51,39,84,4,0,black,36,2,2,3,80,1,0,Control,dv|placebo2|private|community|placebo,1,1,1,1,0.5,-0.421115818,0,1,0,0,0
369,25,62,72,41,93,79,1,0,hispanic,27,2,5,4,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,0,0,1,0,0
141,6,9,82,91,100,82,1,0,white,58,2,1,5,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
658,22,64,83,83,94,51,1,0,white,29,3,2,2,80,0,0,Corrupt,dv|community|placebo2|placebo|private,1,1,1,0,0,-1.384357745,1,0,0,0,0
1178,76,83,51,82,100,100,2,1,white,37,3,1,2,80,1,1,Control,dv|private|placebo2|placebo|community,0,1,0,1,1,0.54212611,1,0,0,0,0
110,15,50,61,75,85,70,1,1,white,30,3,4,5,80,1,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
265,81,62,69,82,81,72,2,0,white,21,2,2,3,80,1,1,Honest,dv|private|placebo2|placebo|community,1,1,1,2,1,0.54212611,1,0,0,0,0
152,18,51,82,71,80,88,1,1,other,30,2,3,1,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,0,0,0,0,1
158,70,40,35,75,85,5,4,0,white,44,4,NA,3,80,0,0,Control,dv|placebo|private|community|placebo2,1,1,1,1,0,-1.384357745,1,0,0,0,0
149,70,70,0,50,100,100,2,0,white,24,1,6,3,80,1,1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
139,70,40,0,100,100,65,2,0,asian,29,2,1,2,80,1,0,Honest,dv|placebo2|placebo|private|community,1,1,1,2,0.5,-0.421115818,0,0,0,1,0
272,23,80,82,85,92,25,2,1,black,38,3,5,3,80,0,0,Honest,dv|private|placebo2|community|placebo,1,1,1,2,0,-1.384357745,0,1,0,0,0
83,76,76,70,76,62,78,1,0,black,25,4,1,5,75,-1,0,Honest,dv|placebo|private|placebo2|community,0,0,0,2,-0.5,-2.347599673,0,1,0,0,0
142,70,75,30,72,100,85,2,0,white,25,2,1,3,80,1,1,Honest,dv|community|placebo|placebo2|private,1,1,1,2,1,0.54212611,1,0,0,0,0
282,83,71,100,96,90,85,2,1,white,69,3,1,1,80,1,0,Honest,dv|placebo2|community|private|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
157,70,63,60,67,32,75,1,0,white,33,4,1,4,80,1,1,Control,dv|community|placebo|placebo2|private,0,1,0,1,1,0.54212611,1,0,0,0,0
90,82,75,72,75,79,76,4,1,white,46,5,4,6,80,1,1,Control,dv|community|private|placebo|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
335,95,20,100,100,65,85,2,1,white,66,3,4,3,80,1,1,Honest,dv|placebo|placebo2|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
64,76,100,75,65,94,74,1,1,white,25,1,5,5,80,1,1,Corrupt,dv|community|placebo|placebo2|private,1,1,1,0,1,0.54212611,1,0,0,0,0
58,72,72,60,32,66,69,1,1,white,27,1,5,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
126,83,41,37,68,100,88,2,0,white,27,3,3,5,80,1,1,Honest,dv|private|community|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
81,26,38,70,84,82,75,1,0,hispanic,28,3,6,5,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,0,0,1,0,0
252,9,50,50,100,100,100,1,1,white,43,3,6,6,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
292,26,42,80,70,90,60,4,1,black,25,3,3,5,80,0,0,Control,dv|placebo2|private|community|placebo,1,1,1,1,0,-1.384357745,0,1,0,0,0
237,87,50,70,63,90,75,2,0,white,75,3,2,4,80,1,1,Honest,dv|community|private|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
113,71,39,22,82,100,23,2,0,white,51,2,4,5,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
296,51,100,68,100,100,100,4,1,other,53,2,4,5,80,1,1,Control,dv|placebo2|placebo|community|private,1,1,1,1,1,0.54212611,0,0,0,0,1
103,28,75,50,85,69,52,1,1,white,33,4,6,6,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
194,20,5,28,70,80,80,4,1,other,22,3,2,5,80,1,1,Control,dv|placebo2|placebo|community|private,1,1,1,1,1,0.54212611,0,0,0,0,1
275,10,20,60,100,95,75,1,1,white,61,2,4,5,80,1,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
183,30,71,10,100,100,30,1,1,white,45,1,6,5,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
168,78,83,89,68,88,76,2,1,black,26,2,3,5,80,1,0,Honest,dv|placebo2|private|community|placebo,1,1,1,2,0.5,-0.421115818,0,1,0,0,0
237,69,82,71,100,100,100,4,1,black,50,2,1,3,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,0,1,0,0,0
215,51,51,51,51,51,51,1,1,asian,28,3,4,6,81,1,1,Corrupt,dv|placebo2|community|placebo|private,1,0,0,0,1,0.54212611,0,0,0,1,0
230,61,51,63,77,51,27,4,1,other,32,5,2,5,80,1,0,Honest,dv|placebo2|placebo|private|community,0,1,0,2,0.5,-0.421115818,0,0,0,0,1
299,100,75,59,64,78,64,2,1,asian,28,2,1,5,80,1,1,Honest,dv|private|community|placebo2|placebo,1,1,1,2,1,0.54212611,0,0,0,1,0
187,62,37,37,38,37,34,2,1,asian,29,2,2,5,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,0,0,0,1,0
992,73,68,81,76,89,74,1,1,white,28,4,5,5,80,1,1,Honest,dv|placebo|private|community|placebo2,0,1,0,2,1,0.54212611,1,0,0,0,0
319,15,40,50,50,85,85,1,0,white,67,1,4,6,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
233,70,40,80,80,75,100,4,0,white,27,3,6,5,80,1,0,Control,dv|private|placebo2|placebo|community,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
199,95,50,50,100,100,100,2,0,white,36,2,6,6,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
109,12,34,73,85,51,77,1,0,hispanic,35,4,5,5,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,0,0,1,0,0
438,10,30,39,80,92,75,1,1,white,53,2,6,3,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
221,65,98,56,88,98,80,1,1,white,40,2,2,2,80,1,1,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
149,45,47,51,52,89,52,1,1,white,42,3,3,5,80,1,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
203,15,30,70,75,40,100,4,0,white,41,4,5,3,80,1,0,Control,dv|placebo2|community|private|placebo,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
153,87,51,86,100,89,71,2,0,white,31,2,6,6,80,1,1,Honest,dv|placebo2|placebo|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
116,96,79,73,74,77,53,2,1,asian,29,2,5,7,80,1,1,Honest,dv|private|placebo2|placebo|community,1,1,1,2,1,0.54212611,0,0,0,1,0
260,50,10,90,100,55,50,4,1,hispanic,49,3,1,5,80,0,1,Control,dv|placebo|community|private|placebo2,1,1,1,1,0.5,-0.421115818,0,0,1,0,0
509,69,75,85,59,74,68,1,0,hispanic,32,2,5,7,80,1,1,Control,dv|placebo|placebo2|community|private,0,1,0,1,1,0.54212611,0,0,1,0,0
103,59,56,62,60,52,55,4,0,white,30,4,6,5,80,-1,-1,Corrupt,dv|community|private|placebo|placebo2,0,1,0,0,-1,-3.310841601,1,0,0,0,0
169,5,41,62,61,72,60,1,1,white,38,4,4,3,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
307,87,79,73,71,65,80,1,0,white,25,3,1,6,80,1,-1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,0,-1.384357745,1,0,0,0,0
308,51,19,73,72,81,87,1,1,white,54,2,2,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
273,10,20,76,100,100,72,1,1,white,31,3,4,4,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
127,89,60,19,70,85,88,2,0,white,33,4,5,5,80,1,0,Honest,dv|placebo2|community|private|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
126,83,78,77,77,97,84,2,1,white,31,1,4,6,80,1,1,Control,dv|placebo2|private|placebo|community,0,1,0,1,1,0.54212611,1,0,0,0,0
309,45,63,44,54,68,56,4,0,hispanic,21,3,3,3,80,0,1,Control,dv|community|private|placebo2|placebo,1,1,1,1,0.5,-0.421115818,0,0,1,0,0
218,70,50,19,82,100,81,4,1,white,23,2,5,2,80,1,1,Control,dv|placebo2|private|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
175,30,50,45,60,4,70,4,0,white,48,4,4,5,80,1,0,Control,dv|private|placebo2|placebo|community,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
213,15,50,85,76,60,21,1,1,white,34,4,3,5,80,1,0,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
216,40,50,41,39,70,30,2,0,white,20,3,2,2,80,1,1,Control,dv|community|placebo2|placebo|private,0,1,0,1,1,0.54212611,1,0,0,0,0
369,15,51,83,51,86,63,1,1,white,34,2,5,5,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
111,65,35,61,30,95,30,4,1,white,32,3,3,4,80,1,1,Control,dv|placebo2|placebo|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
181,82,100,51,51,82,10,2,1,white,65,4,2,4,80,-1,0,Honest,dv|community|placebo|placebo2|private,1,1,1,2,-0.5,-2.347599673,1,0,0,0,0
124,76,50,100,100,91,83,4,0,white,28,4,6,6,80,1,0,Control,dv|placebo2|placebo|private|community,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
339,80,50,100,100,90,90,4,1,white,60,3,3,2,80,1,1,Control,dv|placebo2|placebo|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
698,25,70,75,90,85,100,1,0,white,43,3,6,3,80,1,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
214,38,71,60,93,63,55,1,0,white,24,4,5,5,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
84,44,59,41,59,57,43,1,0,white,43,3,3,5,80,1,1,Control,dv|private|placebo|community|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
216,80,90,90,90,75,90,2,1,white,63,1,6,6,80,1,1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
167,66,52,5,100,100,100,4,1,white,29,1,3,3,80,1,1,Control,dv|private|placebo|placebo2|community,1,1,1,1,1,0.54212611,1,0,0,0,0
117,97,88,73,27,83,80,2,0,white,22,3,7,5,80,-1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,0,-1.384357745,1,0,0,0,0
157,11,50,50,92,99,73,1,1,white,44,3,6,5,80,1,0,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
292,65,73,57,60,69,72,1,0,white,36,1,7,5,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
295,54,53,68,66,53,65,2,1,other,32,3,5,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,0,1,0,0,1,0.54212611,0,0,0,0,1
83,64,65,69,68,69,65,2,1,white,31,2,4,6,63,1,1,Honest,dv|community|placebo|placebo2|private,1,0,0,2,1,0.54212611,1,0,0,0,0
354,50,51,51,51,51,51,1,1,black,38,1,4,6,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,0,1,0,0,0
353,30,50,100,100,50,100,1,0,black,54,2,7,5,80,1,1,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,1,0.54212611,0,1,0,0,0
131,32,54,34,52,52,42,1,1,asian,39,3,4,6,80,0,1,Corrupt,dv|placebo2|community|placebo|private,1,1,1,0,0.5,-0.421115818,0,0,0,1,0
403,25,70,0,100,100,100,2,0,white,29,1,4,5,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
243,77,90,83,82,91,88,2,1,hispanic,40,4,4,5,80,1,0,Control,dv|placebo|private|placebo2|community,0,1,0,1,0.5,-0.421115818,0,0,1,0,0
160,70,51,41,76,95,29,4,1,white,41,1,7,6,80,1,1,Control,dv|community|placebo2|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
289,0,9,29,71,20,72,1,1,white,64,4,5,3,80,0,0,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,0,-1.384357745,1,0,0,0,0
114,82,69,74,73,74,81,2,0,black,30,2,4,5,100,-1,0,Honest,dv|placebo2|private|placebo|community,1,0,0,2,-0.5,-2.347599673,0,1,0,0,0
