state,year,policy,fatalities,employment,rate,union,trtraut,pctttu,mlc,pctmlc,manuf,pctmanufacturing,ST,RTW,lr
MS,2001,-1.894355,111,1129.3,9.829098,5.5,222.1,19.66705,61.7,5.463562,197.6,17.49756,MS,1,2.285347
MS,2002,-1.937073,94,1128.2,8.331856,6.7,221.4,19.62418,62.7,5.557525,187.2,16.5928,MS,1,2.120086
MS,2003,-1.934625,102,1112.3,9.170188,5.1,218.8,19.67095,58.5,5.259372,176.7,15.886,MS,1,2.215958
MS,2004,-2.070405,88,1126.6,7.811113,4.9,219.7,19.50115,58.4,5.183739,180.2,15.99503,MS,1,2.055547
MS,2005,-2.095685,112,1136.9,9.85135,7.2,222.5,19.57076,60.6,5.330284,178.6,15.70938,MS,1,2.287608
MS,2006,-2.24533,96,1146.8,8.371119,5.8,226.3,19.73317,67.8,5.912103,175.4,15.29473,MS,1,2.124788
MS,2007,-2.253078,93,1155.7,8.047071,6.8,226.7,19.61582,67.7,5.857922,168.6,14.58856,MS,1,2.085308
MS,2008,-2.317217,80,1145.4,6.984459,5.3,224.1,19.56522,68,5.93679,158.3,13.8205,MS,1,1.943688
MS,2009,-2.377178,67,1092.1,6.134969,4.9,213.6,19.55865,58.6,5.365809,139.1,12.73693,MS,1,1.814005
MS,2010,-2.285846,68,1093.6,6.217996,4.5,213.8,19.55011,58.9,5.385881,135.8,12.4177,MS,1,1.827448
MS,2011,-2.290926,63,1092.4,5.767118,5,215.2,19.69974,57.3,5.245331,135.2,12.37642,MS,1,1.752173
MS,2012,-2.272933,63,1103.9,5.707039,4.3,215.5,19.5217,57.3,5.190688,137.6,12.4649,MS,1,1.7417
MS,2013,-2.469223,68,1111.1,6.120061,3.7,217.3,19.5572,61.4,5.526055,136.4,12.27612,MS,1,1.811572
MS,2014,-2.52545,75,1121,6.690455,3.8,220.9,19.70562,58.1,5.182872,139.4,12.43533,MS,1,1.900682
MS,2015,,77,1136.8,6.773399,5.5,226.1,19.88916,53.6,4.71499,142.2,12.5088,MS,1,1.913003
MS,2016,,71,1146.6,6.192221,6.622685,230.5,20.10291,50.2,4.378161,143.2,12.4891,MS,1,1.823294
MT,1990,0.275943,,296.8,,18.7,70.7,23.82076,18.5,6.233154,19.6,6.603774,MT,0,
MT,1991,0.3475126,,305.3,,17.8,72.6,23.77989,19.5,6.38716,19.2,6.288896,MT,0,
MT,1992,0.3438414,65,316.9,20.5112,19.4,73.9,23.31966,19.6,6.184916,20,6.311139,MT,0,3.020971
MT,1993,0.3594145,38,327.8,11.59243,19.3,76.2,23.24588,20.8,6.345333,20.7,6.314826,MT,0,2.450353
MT,1994,0.4107852,50,344.9,14.49696,19.2,79.6,23.07915,22.4,6.494636,20.6,5.972746,MT,0,2.673939
MT,1995,0.3386439,34,353.5,9.618105,16.1,82.7,23.39462,22.7,6.421499,21.4,6.053748,MT,0,2.263647
MT,1996,0.4039928,50,363.1,13.77031,16.2,82.9,22.83118,24.3,6.692371,22.2,6.114018,MT,0,2.622515
MT,1997,0.5815458,56,367,15.25886,14.5,83.4,22.7248,25.2,6.866485,22.1,6.021798,MT,0,2.72516
MT,1998,0.4031965,58,377.1,15.38054,14.4,85.1,22.56696,25.5,6.762132,22.3,5.913551,MT,0,2.733103
MT,1999,0.3674467,49,384.5,12.74382,15.9,86,22.36671,26.3,6.840052,22.6,5.877763,MT,0,2.545047
MT,2000,0.298465,42,392.5,10.70064,14.3,86.8,22.11465,26.3,6.700637,22.4,5.707006,MT,0,2.370303
MT,2001,0.2428343,58,390.9,14.83755,13.5,84.9,21.71911,27.5,7.035048,21.3,5.448964,MT,0,2.697161
MT,2002,0.2938116,51,395.2,12.90486,14.5,84.7,21.43219,28,7.08502,20.2,5.111336,MT,0,2.557604
MT,2003,0.233436,39,400.7,9.732967,14.5,84,20.96331,29.2,7.287247,18.6,4.641877,MT,0,2.275519
MT,2004,0.1410993,39,411.1,9.486743,12.2,85.4,20.77353,32.2,7.832644,19.3,4.694722,MT,0,2.249895
MT,2005,0.3624632,50,420.9,11.87931,11,87.2,20.71751,36.1,8.576859,19.7,4.680447,MT,0,2.474798
MT,2006,0.4345125,45,435,10.34483,12.7,88.8,20.41379,38.8,8.91954,20.2,4.643678,MT,0,2.336487
MT,2007,0.4043868,54,444.9,12.13756,13.7,91.6,20.5889,40.9,9.193077,20.3,4.562823,MT,0,2.496305
MT,2008,0.2439396,40,444.4,9.0009,12.3,91,20.47705,37.6,8.460846,20,4.50045,MT,0,2.197325
MT,2009,0.3315105,52,427.5,12.16374,14.4,86.8,20.30409,30.3,7.087719,17.3,4.046783,MT,0,2.49846
MT,2010,0.278672,36,429,8.391608,13.1,85.6,19.95338,29.9,6.969697,16.6,3.869464,MT,0,2.127232
MT,2011,0.29381,49,431.7,11.35048,13.2,86.6,20.06023,31.4,7.27357,16.9,3.914756,MT,0,2.42926
MT,2012,0.2970286,34,441.5,7.701019,14.3,89.1,20.1812,32.5,7.361269,17.7,4.00906,MT,0,2.041353
MT,2013,0.3020143,28,448.4,6.244425,13.3,91.6,20.42819,33.5,7.471008,18.4,4.103479,MT,0,1.831689
MT,2014,0.2668813,28,454.5,6.160616,12.8,93,20.46205,34.5,7.590759,19,4.180418,MT,0,1.818177
MT,2015,,36,461.6,7.79896,12.4,94.6,20.49393,34.5,7.474003,19.2,4.159445,MT,0,2.05399
MT,2016,,38,467.6,8.126604,11.87982,95.1,20.3379,33.9,7.249786,19.5,4.170231,MT,0,2.095143
NC,1990,-1.102399,,3120.9,,5.3,629,20.15444,174.3,5.584928,818.9,26.23923,NC,1,
NC,1991,-1.145102,,3078.8,,5.3,616.5,20.02403,154.5,5.018189,790.6,25.67884,NC,1,
NC,1992,-1.181183,169,3155.1,5.356407,4.9,620.7,19.67291,157.1,4.97924,806.8,25.5713,NC,1,1.678293
NC,1993,-1.234098,214,3259.9,6.564619,5.7,634.9,19.47606,167.5,5.138195,818.5,25.10813,NC,1,1.881694
NC,1994,-1.268058,226,3364.9,6.716396,5.2,649,19.28735,175.7,5.221552,827.6,24.59509,NC,1,1.904552
NC,1995,-1.445322,187,3451.3,5.418248,4.3,674.3,19.53757,185.2,5.366094,827.2,23.96778,NC,1,1.689773
NC,1996,-1.367902,191,3542,5.392434,4.2,691.8,19.53134,200.1,5.649351,805.2,22.73292,NC,1,1.684997
NC,1997,-1.401301,210,3655.2,5.74524,3.8,710.4,19.43533,214,5.854673,795.5,21.76352,NC,1,1.748372
NC,1998,-1.351322,228,3776.4,6.037496,4.3,721,19.09226,226.9,6.008368,795.7,21.07033,NC,1,1.797989
NC,1999,-1.333128,222,3859,5.752786,3.3,740.1,19.17854,235.3,6.097435,771.6,19.99482,NC,1,1.749684
NC,2000,-1.384604,234,3932.9,5.949808,3.7,753.5,19.15889,239.2,6.082026,754.5,19.18432,NC,1,1.783359
NC,2001,-1.392783,203,3884.3,5.226167,3.7,738.1,19.00214,236.4,6.086039,692.9,17.83848,NC,1,1.653678
NC,2002,-1.443449,169,3836.4,4.405171,3.5,726.6,18.93963,226.9,5.914399,639.4,16.66667,NC,1,1.482779
NC,2003,-1.465468,182,3770.5,4.826946,3.1,716.5,19.00278,215.7,5.720726,589.1,15.62392,NC,1,1.574214
NC,2004,-1.458314,183,3852.8,4.749793,2.8,729.4,18.93169,226.2,5.871055,578.2,15.00727,NC,1,1.558101
NC,2005,-1.477183,165,3919.2,4.210043,3,741.4,18.91713,239.8,6.118596,562.1,14.34221,NC,1,1.437473
NC,2006,-1.467437,168,4055.8,4.142216,3.3,763,18.81256,255.7,6.304552,553.3,13.64219,NC,1,1.421231
NC,2007,-1.440323,167,4149.8,4.024291,3,777.6,18.73825,261.7,6.306328,536.7,12.93315,NC,1,1.392349
NC,2008,-1.446426,161,4129.7,3.898588,3.5,767.2,18.57762,239.6,5.801874,514.1,12.44885,NC,1,1.360615
NC,2009,-1.463977,129,3875.3,3.328774,3.1,715.8,18.47083,193.1,4.98284,437.3,11.28429,NC,1,1.202604
NC,2010,-1.47211,139,3873.9,3.588115,3.2,715.4,18.46718,181.5,4.685201,432.7,11.16962,NC,1,1.277627
NC,2011,-1.519642,148,3925.4,3.770316,2.9,729.9,18.59428,179.7,4.577878,434.6,11.07148,NC,1,1.327159
NC,2012,-1.540203,146,3989.3,3.65979,2.9,743.4,18.63485,176.4,4.421828,440.9,11.05206,NC,1,1.297406
NC,2013,-1.606516,109,4061.6,2.683671,3,759.5,18.69953,179.1,4.409592,442.8,10.90211,NC,1,0.9871858
NC,2014,-1.618322,137,4150.4,3.300887,2,777.3,18.72832,185.8,4.476677,449.7,10.8351,NC,1,1.194191
NC,2015,,150,4251,3.528582,3.1,799.2,18.80028,196.3,4.617737,462.6,10.88214,NC,1,1.260896
NC,2016,,174,4352.5,3.997702,3.045092,817.5,18.78231,206.7,4.748995,464.6,10.67432,NC,1,1.38572
ND,1990,-0.9901665,,266.5,,12.3,64.9,24.35272,13.5,5.065666,15.6,5.853659,ND,1,
ND,1991,-1.001672,,271.2,,9.8,65.8,24.26254,14.1,5.199115,15.9,5.862832,ND,1,
ND,1992,-1.04953,20,277.6,7.204611,9.7,66.5,23.95533,14.3,5.151297,16.7,6.01585,ND,1,1.974721
ND,1993,-1.089758,30,285.2,10.51893,9.4,68.8,24.12342,14.7,5.154278,18,6.31136,ND,1,2.353177
ND,1994,-1.128133,21,295.9,7.096992,9.6,71.8,24.26495,15.4,5.204461,19.7,6.657655,ND,1,1.959671
ND,1995,-1.17176,28,303.3,9.231784,10.4,72,23.73887,16.8,5.53907,19.8,6.52819,ND,1,2.222652
ND,1996,-1.194684,23,310.9,7.397877,9.4,72.2,23.2229,18.9,6.079125,20.3,6.529431,ND,1,2.001193
ND,1997,-1.226962,35,315,11.11111,8.9,72.3,22.95238,19,6.031746,22.4,7.111111,ND,1,2.407946
ND,1998,-1.262404,24,318.5,7.535322,9.4,73.3,23.01413,18.8,5.902669,22.3,7.00157,ND,1,2.019602
ND,1999,-1.290647,22,324.8,6.773399,9.5,72.3,22.25985,20.9,6.434729,22.7,6.988916,ND,1,1.913003
ND,2000,-1.306804,34,329.3,10.32493,6.6,72,21.86456,18.8,5.70908,23.9,7.25782,ND,1,2.334562
ND,2001,-1.309001,25,328.3,7.614986,7.4,72,21.93116,18.9,5.75693,23.6,7.188547,ND,1,2.030118
ND,2002,-1.32214,25,330.1,7.573462,8.3,71.6,21.6904,18.1,5.483187,23.6,7.149349,ND,1,2.02465
ND,2003,-1.335197,26,334.5,7.772795,7.5,72.1,21.55456,19.7,5.889387,23.6,7.055306,ND,1,2.05063
ND,2004,-1.343247,24,339.6,7.067138,7.8,73,21.49588,20.9,6.154299,25,7.361602,ND,1,1.955456
ND,2005,-1.35739,22,346,6.358381,7.5,74.4,21.50289,21.8,6.300578,26,7.514451,ND,1,1.849774
ND,2006,-1.368066,31,352.9,8.784358,7,76.5,21.67753,23,6.517427,26.2,7.4242,ND,1,2.172973
ND,2007,-1.377853,25,358.4,6.975446,6.6,76.5,21.34487,24.2,6.752232,26,7.254464,ND,1,1.942396
ND,2008,-1.400458,28,367.8,7.612833,6.2,78.1,21.23437,28.2,7.667211,26.2,7.123436,ND,1,2.029835
ND,2009,-1.403595,25,366.1,6.828735,7,77.9,21.27834,28,7.648183,23.1,6.309752,ND,1,1.921139
ND,2010,-1.434684,30,376.8,7.961783,7.5,81.1,21.52336,32.7,8.678344,22.5,5.971338,ND,1,2.074653
ND,2011,-1.488247,44,399,11.02757,6.4,87.6,21.95489,42.8,10.72682,23.7,5.93985,ND,1,2.400398
ND,2012,-1.506965,65,431.5,15.06373,6.2,98,22.71147,56,12.97798,25.5,5.909617,ND,1,2.71229
ND,2013,-1.484262,56,445,12.58427,6.5,102.6,23.05618,60.1,13.50562,25.6,5.752809,ND,1,2.532448
ND,2014,-1.506384,38,463.8,8.193187,5.1,106.5,22.96248,66.6,14.35964,26.1,5.627426,ND,1,2.103303
ND,2015,,47,449.8,10.44909,5.6,103,22.89907,55.5,12.33882,25.4,5.646954,ND,1,2.346515
ND,2016,,28,435.1,6.435302,5.539531,95.9,22.04091,47.7,10.963,24.6,5.653872,ND,1,1.861799
NE,1990,-0.1405106,,733.9,,11.3,168.4,22.94591,29.1,3.965118,97.9,13.33969,NE,1,
NE,1991,-0.0387838,,745,,11,169.2,22.71141,29.4,3.946309,96.4,12.9396,NE,1,
NE,1992,-0.06374,43,752.3,5.715805,11,169.4,22.51761,30.3,4.027648,97.6,12.97355,NE,1,1.743235
NE,1993,-0.0495828,78,773.8,10.08012,11.1,173.4,22.40889,32.5,4.200052,101.1,13.06539,NE,1,2.310565
NE,1994,-0.0784195,83,801.5,10.35558,11,177.4,22.1335,35.2,4.391766,105.8,13.20025,NE,1,2.337526
NE,1995,-0.1210548,54,827.6,6.524891,9.4,179.6,21.70131,36.8,4.446592,110.7,13.37603,NE,1,1.875624
NE,1996,-0.1991936,56,840.8,6.660324,8.8,183.6,21.83635,38.1,4.531399,111.1,13.21361,NE,1,1.896168
NE,1997,-0.2199949,46,858.7,5.356935,9.6,187.7,21.85862,40,4.658204,112.3,13.07791,NE,1,1.678392
NE,1998,-0.2277222,56,882.2,6.347767,10.6,192.3,21.79778,42.7,4.840172,114.1,12.93357,NE,1,1.848103
NE,1999,-0.2454577,66,900.2,7.331704,8.9,197.3,21.91735,44.7,4.965563,112.8,12.53055,NE,1,1.992208
NE,2000,-0.3014854,59,915.9,6.441751,8.6,197.8,21.59624,44.8,4.891364,113.8,12.42494,NE,1,1.8628
NE,2001,-0.3495256,57,922.5,6.178862,8.1,197.7,21.43089,45.5,4.93225,110.1,11.93496,NE,1,1.821134
NE,2002,-0.2406799,83,909.9,9.121881,8.2,194.6,21.38696,45.7,5.02253,106.1,11.66062,NE,1,2.210676
NE,2003,-0.1122683,51,910.7,5.600088,8,193.8,21.28033,47.8,5.24871,101.8,11.17822,NE,1,1.722782
NE,2004,-0.1639001,46,924.9,4.973511,8.5,197.8,21.3861,48.5,5.24381,101.1,10.93091,NE,1,1.604126
NE,2005,-0.2050162,36,935.7,3.847387,8.4,200.1,21.38506,47.8,5.108475,101.6,10.85818,NE,1,1.347394
NE,2006,-0.3059048,57,946.2,6.024096,8.1,200.7,21.21116,47.7,5.041217,101.4,10.71655,NE,1,1.795768
NE,2007,-0.3372452,63,964.5,6.531882,7.9,205.2,21.27527,51.4,5.329186,101.4,10.51322,NE,1,1.876695
NE,2008,-0.4088415,53,968.7,5.47125,8.5,204.5,21.11077,49.6,5.120264,101.4,10.46764,NE,1,1.699507
NE,2009,-0.2311348,57,946.8,6.020279,9.3,196.7,20.77524,48,5.069708,92,9.716941,NE,1,1.795134
NE,2010,-0.271527,54,948.8,5.6914,9.4,195.8,20.63659,42.2,4.447723,92.1,9.706998,NE,1,1.738956
NE,2011,-0.3045459,39,953.1,4.091911,8.1,198.5,20.82678,40.8,4.280768,93.5,9.810093,NE,1,1.409012
NE,2012,-0.3040312,48,969.5,4.951005,6.1,198.9,20.51573,43.1,4.44559,95.2,9.819494,NE,1,1.599591
NE,2013,-0.217842,39,982.5,3.969466,7.4,201.7,20.52926,45.9,4.671756,96.4,9.811705,NE,1,1.378631
NE,2014,-0.2474982,55,992.7,5.540445,7.5,204.6,20.61046,47.6,4.795003,97.8,9.851919,NE,1,1.712075
NE,2015,,50,1009.2,4.954419,7.9,207.5,20.56084,50.3,4.984146,97.4,9.651209,NE,1,1.60028
NE,2016,,60,1013.6,5.919495,7.355014,204.4,20.16575,51.7,5.100631,96.8,9.550118,NE,1,1.778251
NH,1990,0.123685,,504.9,,11.6,108.8,21.54882,22.5,4.456328,98.1,19.42959,NH,0,
NH,1991,0.2198061,,479.1,,11.7,101.1,21.10207,17.3,3.610937,91.4,19.07744,NH,0,
NH,1992,0.2099359,10,485.8,2.05846,9.8,104,21.40799,16.8,3.458213,89.5,18.42322,NH,0,0.7219582
NH,1993,0.2314352,13,506.5,2.566634,8.4,109.2,21.55972,18.4,3.632774,91.4,18.04541,NH,0,0.9425952
NH,1994,0.3362277,14,527.4,2.654532,10.8,114,21.61547,18.6,3.526735,94.6,17.93705,NH,0,0.9762682
NH,1995,0.1334023,12,541.1,2.217705,12.7,117.6,21.73351,20,3.696174,97.3,17.98189,NH,0,0.7964728
NH,1996,0.1484755,11,555.2,1.981268,11.3,118.4,21.32565,21.3,3.836455,99.2,17.86744,NH,0,0.683737
NH,1997,-0.0441738,23,572.2,4.019574,10.3,121,21.14645,21.7,3.79238,102.7,17.94827,NH,0,1.391176
NH,1998,0.4674626,23,589.9,3.898966,11.1,127.3,21.57993,24.4,4.136294,103.5,17.54535,NH,0,1.360711
NH,1999,0.5277117,14,608.7,2.299984,10.8,134.4,22.07984,25,4.107113,101,16.59274,NH,0,0.832902
NH,2000,0.588537,13,622.5,2.088353,10.5,137,22.00803,26,4.176707,103.1,16.56225,NH,0,0.7363759
NH,2001,0.5130484,9,623.8,1.44277,9.7,137,21.96217,28.8,4.616864,95.7,15.34146,NH,0,0.366565
NH,2002,0.6262511,19,617.8,3.075429,9.9,138.5,22.41826,28.4,4.596957,84.4,13.66138,NH,0,1.123444
NH,2003,0.5842013,19,619.7,3.066,9.4,139.2,22.46248,30.3,4.889462,80,12.90947,NH,0,1.120374
NH,2004,0.5338123,15,628.7,2.385876,9.9,139.3,22.15683,30.5,4.85128,80.6,12.8201,NH,0,0.8695662
NH,2005,0.5457843,18,636.9,2.826189,10.4,141,22.13848,30.4,4.77312,80,12.56084,NH,0,1.038929
NH,2006,0.7310782,13,643.3,2.02083,10.2,141.6,22.0115,30.4,4.725634,78.3,12.17161,NH,0,0.7035084
NH,2007,0.8858289,14,647.6,2.161828,9.7,140.9,21.75726,28.3,4.369981,77.8,12.01359,NH,0,0.7709543
NH,2008,0.7274882,7,649.4,1.077918,10.6,139.7,21.51217,26.9,4.142285,75.9,11.68771,NH,0,0.0750315
NH,2009,0.7812142,6,623.7,0.962001,10.9,132.9,21.30832,23,3.68767,66.5,10.66218,NH,0,-0.0387398
NH,2010,0.7574084,6,623.9,0.9616926,10.2,133.1,21.33355,22.4,3.590319,65.9,10.56259,NH,0,-0.0390605
NH,2011,0.6318374,9,626,1.4377,11.2,133.8,21.3738,23,3.674121,66.7,10.65495,NH,0,0.3630444
NH,2012,0.6041374,14,634.6,2.206114,10.5,136.2,21.46234,23,3.62433,65.8,10.36874,NH,0,0.7912326
NH,2013,0.5635231,14,639,2.190923,9.6,136.6,21.37715,23.3,3.646322,66.1,10.34429,NH,0,0.784323
NH,2014,0.5563546,17,640.5,2.654176,10,130.4,20.35909,24.2,3.778298,66.4,10.3669,NH,0,0.9761344
NH,2015,,18,658.1,2.735147,9.7,138.3,21.01504,25.5,3.874791,67.4,10.2416,NH,0,1.006185
NH,2016,,22,670.3,3.282113,9.412625,140.5,20.96076,26.5,3.953454,68.1,10.15963,NH,0,1.188487
NJ,1990,1.732302,,3631.3,,24.3,833.9,22.96423,148.7,4.094952,524.7,14.44937,NJ,0,
NJ,1991,1.84765,,3481.1,,24.4,790.7,22.71408,122.5,3.519003,493.4,14.17368,NJ,0,
NJ,1992,2.160746,138,3460.9,3.987402,23.1,777.3,22.45948,112.7,3.256378,470.8,13.6034,NJ,0,1.38314
NJ,1993,2.331954,145,3491,4.153538,22.3,781.5,22.38614,118.6,3.397307,457.7,13.11086,NJ,0,1.42396
NJ,1994,2.218731,114,3569.3,3.193904,23.2,808.8,22.6599,126.6,3.546914,452.4,12.67475,NJ,0,1.161244
NJ,1995,2.266598,118,3601.7,3.276231,22.1,818.8,22.73371,126,3.498348,440.4,12.22756,NJ,0,1.186694
NJ,1996,2.040641,100,3646.5,2.742356,22,824.5,22.61072,128.7,3.529412,427.9,11.73454,NJ,0,1.008817
NJ,1997,1.969605,101,3723.5,2.712502,22,824.4,22.14046,135.5,3.639049,429.1,11.5241,NJ,0,0.9978714
NJ,1998,1.841349,103,3803.7,2.70789,22.2,848.4,22.3046,138.6,3.643821,424.5,11.16019,NJ,0,0.9961697
NJ,1999,1.969745,104,3914.9,2.656518,20.7,879.8,22.47312,146.1,3.731896,418.7,10.69504,NJ,0,0.977016
NJ,2000,2.076361,115,4000.3,2.874784,20.9,903,22.57331,150.4,3.759718,418.1,10.45172,NJ,0,1.055978
NJ,2001,2.089325,129,3988.4,3.23438,19.6,888.7,22.28212,161.8,4.056765,394.9,9.901214,NJ,0,1.173837
NJ,2002,2.091332,129,3968.8,3.250353,19.9,878.8,22.14271,163.9,4.129712,362.3,9.128704,NJ,0,1.178764
NJ,2003,2.076575,104,3981.8,2.611884,19.6,872.6,21.91471,163.5,4.106183,346.6,8.704606,NJ,0,0.9600719
NJ,2004,2.158162,129,4003.4,3.222261,19.8,874.4,21.84143,168.6,4.21142,335.7,8.385372,NJ,0,1.170083
NJ,2005,2.232224,112,4046.7,2.767687,20.5,878.4,21.70658,171.9,4.247906,326.4,8.065831,NJ,0,1.018012
NJ,2006,2.37367,88,4074.9,2.159562,20.2,872.9,21.42138,176,4.319124,319.6,7.843137,NJ,0,0.7699054
NJ,2007,2.600444,106,4081.1,2.597339,19.2,871.3,21.34964,175.4,4.297861,306.9,7.520031,NJ,0,0.9544874
NJ,2008,2.554253,92,4040.9,2.276721,18.4,859.3,21.26506,165.1,4.085723,294.5,7.287981,NJ,0,0.822736
NJ,2009,2.453429,99,3877.9,2.552928,19.3,811.9,20.93659,136.9,3.530261,256.1,6.60409,NJ,0,0.937241
NJ,2010,2.43668,81,3847.3,2.105373,17.1,810.5,21.06672,129.6,3.368596,251.7,6.542251,NJ,0,0.7444925
NJ,2011,2.295956,99,3847.5,2.573099,16.2,815.8,21.20338,133.1,3.459389,246.2,6.398961,NJ,0,0.9451112
NJ,2012,2.245013,92,3894.8,2.362124,16.1,819.7,21.04601,130,3.337784,240.2,6.167197,NJ,0,0.8595612
NJ,2013,2.313947,102,3946.7,2.584438,16,828.7,20.99729,139.8,3.5422,238.4,6.04049,NJ,0,0.949508
NJ,2014,2.514884,87,3976.8,2.187689,16.5,840.4,21.13257,144.5,3.633575,238.8,6.004828,NJ,0,0.7828456
NJ,2015,,97,4024.7,2.410118,15.4,857.6,21.30842,150.6,3.741894,239.1,5.940815,NJ,0,0.8796756
NJ,2016,,101,4091.3,2.468653,16.07543,869.3,21.24753,154.3,3.771417,243,5.939433,NJ,0,0.9036726
NM,1990,-0.0112295,,581.7,,7.1,117.6,20.21661,46.6,8.011003,38.1,6.549768,NM,0,
NM,1991,-0.0286151,,587.3,,9,114.7,19.53005,45.7,7.781373,37.1,6.317044,NM,0,
NM,1992,-0.0397874,35,603.7,5.797582,9,118.8,19.67865,47.1,7.801888,37.3,6.178566,NM,0,1.757441
NM,1993,-0.0370772,55,627.6,8.763544,8.1,122.4,19.50287,52.9,8.428936,39.3,6.26195,NM,0,2.1706
NM,1994,-0.0056238,54,660.5,8.175625,9.4,126.6,19.1673,58.3,8.826647,42.3,6.404239,NM,0,2.101157
NM,1995,0.0543389,58,683.9,8.480772,9.5,132.1,19.31569,61.1,8.934054,41.9,6.126626,NM,0,2.137801
NM,1996,0.0219267,60,694.3,8.641797,8.6,133.5,19.228,58.3,8.396947,42.5,6.121273,NM,0,2.15661
NM,1997,0.0941175,50,710.6,7.036307,8.6,134,18.8573,59.1,8.316916,43.1,6.065297,NM,0,1.951084
NM,1998,0.3456358,48,720.5,6.66204,9.7,135.7,18.83414,57.9,8.036086,42.4,5.884802,NM,0,1.896426
NM,1999,0.2650447,39,732.9,5.321326,10.1,136,18.55642,56.8,7.750034,41.4,5.648792,NM,0,1.671723
NM,2000,0.1279546,35,747.8,4.680396,8.3,137.8,18.42739,60.7,8.117144,42,5.616475,NM,0,1.543383
NM,2001,0.152713,59,758.6,7.777485,8.1,135.4,17.84867,63.6,8.383865,40.1,5.286053,NM,0,2.051233
NM,2002,0.211101,63,767.9,8.204193,7,135.6,17.65855,58.9,7.670269,38.5,5.013674,NM,0,2.104645
NM,2003,0.5548007,46,777.1,5.919444,7.9,135.5,17.43662,61.6,7.926908,36.4,4.684082,NM,0,1.778243
NM,2004,0.7208573,57,791.4,7.202426,6.8,137.4,17.36164,66,8.339651,36,4.548901,NM,0,1.974418
NM,2005,0.774891,44,811.8,5.420054,8.2,140.5,17.30722,72.4,8.918453,35.9,4.422272,NM,0,1.690106
NM,2006,0.6313363,59,834.3,7.071797,8,142.4,17.0682,78,9.349155,38,4.554717,NM,0,1.956115
NM,2007,0.8622424,52,844.3,6.158948,7.7,144.7,17.13846,79.1,9.368708,36.7,4.346796,NM,0,1.817906
NM,2008,0.8342935,31,848.2,3.654799,7.3,144.1,16.98892,78.8,9.290261,35.4,4.173544,NM,0,1.296041
NM,2009,0.9937962,42,809.9,5.185825,6.7,134.7,16.63168,64,7.90221,29.5,3.642425,NM,0,1.645929
NM,2010,0.931859,38,804.2,4.725193,7.4,133.3,16.57548,62,7.709525,29.1,3.618503,NM,0,1.552908
NM,2011,1.180513,52,802.9,6.476522,6.8,133.3,16.60232,64.3,8.00847,29.7,3.699091,NM,0,1.868184
NM,2012,1.144351,39,802.4,4.860419,6.5,134.9,16.81206,65.1,8.11316,29.7,3.701396,NM,0,1.581125
NM,2013,1.191973,54,811.9,6.651065,6.2,137.4,16.92327,68.9,8.486267,29.2,3.596502,NM,0,1.894777
NM,2014,1.216647,53,822.9,6.440637,5.8,138.5,16.83072,71,8.628023,28,3.402601,NM,0,1.862627
NM,2015,,35,829.3,4.220427,6.3,139.9,16.86965,68.6,8.272037,27.6,3.328108,NM,0,1.439936
NM,2016,,41,830.4,4.937379,6.28583,138.9,16.72688,61.7,7.430154,26.4,3.179191,NM,0,1.596835
NV,1990,-0.6104237,,626.5,,16.5,112.3,17.92498,63.2,10.08779,24,3.830806,NV,0,
NV,1991,-0.608883,,627.4,,18.4,115.3,18.37743,53.4,8.511316,24.8,3.952821,NV,0,
NV,1992,-0.608232,49,640.9,7.645499,19,116.3,18.14636,53.8,8.394445,26.4,4.119207,NV,0,2.034117
NV,1993,-0.4236148,38,672.7,5.648878,17.8,118,17.54125,62.8,9.335514,29.8,4.429909,NV,0,1.731457
NV,1994,-0.4413612,41,746.8,5.490091,18.5,129.9,17.39421,71.2,9.534012,33.3,4.459025,NV,0,1.702945
NV,1995,-0.5395502,51,791.1,6.44672,20.3,138.9,17.55783,80,10.1125,35.8,4.525344,NV,0,1.863571
NV,1996,-0.535453,52,848.4,6.129184,20.5,148.6,17.51532,95.7,11.28006,38.2,4.502593,NV,0,1.813062
NV,1997,-0.5957326,55,892.7,6.161084,19.4,157.1,17.5983,100.2,11.22438,39.7,4.447183,NV,0,1.818253
NV,1998,-0.5716292,60,931.7,6.439841,17.2,165.8,17.79543,102.8,11.03359,40.9,4.389825,NV,0,1.862504
NV,1999,-0.2729464,58,987,5.876393,19.7,175.6,17.79129,100.4,10.17224,40.9,4.14387,NV,0,1.770943
NV,2000,-0.3212346,51,1038.1,4.912821,17.3,186.7,17.98478,100.7,9.700415,42.9,4.13255,NV,0,1.591848
NV,2001,-0.2301217,40,1056.2,3.787162,16.9,191.7,18.14997,101.5,9.609922,44.1,4.175345,NV,0,1.331617
NV,2002,-0.3019706,47,1055.9,4.451179,15.4,191.4,18.12672,102.1,9.669477,43,4.072355,NV,0,1.493169
NV,2003,-0.3713306,52,1092.4,4.760161,14.4,196.1,17.9513,109.5,10.0238,43.8,4.009521,NV,0,1.560282
NV,2004,-0.445043,61,1160.6,5.255902,12.5,206,17.74944,130.1,11.20972,46.4,3.997932,NV,0,1.659352
NV,2005,-0.4955704,57,1232.2,4.625873,13.9,216.5,17.5702,147.6,11.97857,47.9,3.887356,NV,0,1.531665
