"","ward_code","count","trnt","full","loc","year","treat","ward"
"2585","E05000616",5,0.4,"Wandsworth graveney","Wandsworth",2018,0,NA
"2586","E05000616",5,0.632,"Wandsworth graveney","Wandsworth",2010,0,"graveney"
"2587","E05000616",5,0.382,"Wandsworth graveney","Wandsworth",2006,0,"graveney"
"2588","E05000616",5,0.3,"Wandsworth graveney","Wandsworth",2002,0,"graveney"
"2589","E05000617",5,0.3493,"Wandsworth latchmere","Wandsworth",2014,0,NA
"2590","E05000617",5,0.37,"Wandsworth latchmere","Wandsworth",2018,0,NA
"2591","E05000617",5,0.576,"Wandsworth latchmere","Wandsworth",2010,0,"latchmere"
"2592","E05000617",5,0.38,"Wandsworth latchmere","Wandsworth",2006,0,"latchmere"
"2593","E05000617",5,0.259,"Wandsworth latchmere","Wandsworth",2002,0,"latchmere"
"2594","E05000618",5,0.3641,"Wandsworth nightingale","Wandsworth",2014,0,NA
"2595","E05000618",5,0.5,"Wandsworth nightingale","Wandsworth",2018,0,NA
"2596","E05000618",5,0.688,"Wandsworth nightingale","Wandsworth",2010,0,"nightingale"
"2597","E05000618",5,0.322,"Wandsworth nightingale","Wandsworth",2006,0,"nightingale"
"2598","E05000618",5,0.316,"Wandsworth nightingale","Wandsworth",2002,0,"nightingale"
"2599","E05000619",5,0.3331,"Wandsworth northcote","Wandsworth",2014,0,NA
"2600","E05000619",5,0.43,"Wandsworth northcote","Wandsworth",2018,0,NA
"2601","E05000619",5,0.666,"Wandsworth northcote","Wandsworth",2010,0,"northcote"
"2602","E05000619",5,0.329,"Wandsworth northcote","Wandsworth",2006,0,"northcote"
"2603","E05000619",5,0.283,"Wandsworth northcote","Wandsworth",2002,0,"northcote"
"2604","E05000620",5,0.3579,"Wandsworth queenstown","Wandsworth",2014,0,NA
"2605","E05000620",5,0.38,"Wandsworth queenstown","Wandsworth",2018,0,NA
"2606","E05000620",5,0.564,"Wandsworth queenstown","Wandsworth",2010,0,"queenstown"
"2607","E05000620",5,0.347,"Wandsworth queenstown","Wandsworth",2006,0,"queenstown"
"2608","E05000620",5,0.282,"Wandsworth queenstown","Wandsworth",2002,0,"queenstown"
"2609","E05000621",4,0.3501,"Wandsworth roehamptonandputneyheath","Wandsworth",2014,0,NA
"2610","E05000621",4,0.36,"Wandsworth roehamptonandputneyheath","Wandsworth",2018,0,NA
"2611","E05000621",4,0.504,"Wandsworth roehamptonandputneyheath","Wandsworth",2010,0,"roehamptonandputneyheath"
"2612","E05000621",4,0.324,"Wandsworth roehamptonandputneyheath","Wandsworth",2006,0,"roehamptonandputneyheath"
"2613","E05000622",5,0.3355,"Wandsworth stmaryspark","Wandsworth",2014,0,NA
"2614","E05000622",5,0.44,"Wandsworth stmaryspark","Wandsworth",2018,0,NA
"2615","E05000622",5,0.585,"Wandsworth stmaryspark","Wandsworth",2010,0,"stmaryspark"
"2616","E05000622",5,0.301,"Wandsworth stmaryspark","Wandsworth",2006,0,"stmaryspark"
"2617","E05000622",5,0.263,"Wandsworth stmaryspark","Wandsworth",2002,0,"stmaryspark"
"2618","E05000623",5,0.3303,"Wandsworth shaftesbury","Wandsworth",2014,0,NA
"2619","E05000623",5,0.43,"Wandsworth shaftesbury","Wandsworth",2018,0,NA
"2620","E05000623",5,0.627,"Wandsworth shaftesbury","Wandsworth",2010,0,"shaftesbury"
"2621","E05000623",5,0.309,"Wandsworth shaftesbury","Wandsworth",2006,0,"shaftesbury"
"2622","E05000623",5,0.266,"Wandsworth shaftesbury","Wandsworth",2002,0,"shaftesbury"
"2623","E05000624",5,0.3966,"Wandsworth southfields","Wandsworth",2014,0,NA
"2624","E05000624",5,0.49,"Wandsworth southfields","Wandsworth",2018,0,NA
"2625","E05000624",5,0.651,"Wandsworth southfields","Wandsworth",2010,0,"southfields"
"2626","E05000624",5,0.359,"Wandsworth southfields","Wandsworth",2006,0,"southfields"
"2627","E05000624",5,0.318,"Wandsworth southfields","Wandsworth",2002,0,"southfields"
"2628","E05000625",5,0.3752,"Wandsworth thamesfield","Wandsworth",2014,0,NA
"2629","E05000625",5,0.43,"Wandsworth thamesfield","Wandsworth",2018,0,NA
"2630","E05000625",5,0.675,"Wandsworth thamesfield","Wandsworth",2010,0,"thamesfield"
"2631","E05000625",5,0.349,"Wandsworth thamesfield","Wandsworth",2006,0,"thamesfield"
"2632","E05000625",5,0.318,"Wandsworth thamesfield","Wandsworth",2002,0,"thamesfield"
"2633","E05000626",5,0.4159,"Wandsworth tooting","Wandsworth",2014,0,NA
"2634","E05000626",5,0.39,"Wandsworth tooting","Wandsworth",2018,0,NA
"2635","E05000626",5,0.626,"Wandsworth tooting","Wandsworth",2010,0,"tooting"
"2636","E05000626",5,0.37,"Wandsworth tooting","Wandsworth",2006,0,"tooting"
"2637","E05000626",5,0.265,"Wandsworth tooting","Wandsworth",2002,0,"tooting"
"2638","E05000627",5,0.3915,"Wandsworth wandsworthcommon","Wandsworth",2014,0,NA
"2639","E05000627",5,0.48,"Wandsworth wandsworthcommon","Wandsworth",2018,0,NA
"2640","E05000627",5,0.698,"Wandsworth wandsworthcommon","Wandsworth",2010,0,"wandsworthcommon"
"2641","E05000627",5,0.376,"Wandsworth wandsworthcommon","Wandsworth",2006,0,"wandsworthcommon"
"2642","E05000627",5,0.315,"Wandsworth wandsworthcommon","Wandsworth",2002,0,"wandsworthcommon"
"2643","E05000628",5,0.3741,"Wandsworth westhill","Wandsworth",2014,0,NA
"2644","E05000628",5,0.51,"Wandsworth westhill","Wandsworth",2018,0,NA
"2645","E05000628",5,0.561,"Wandsworth westhill","Wandsworth",2010,0,"westhill"
"2646","E05000628",5,0.301,"Wandsworth westhill","Wandsworth",2006,0,"westhill"
"2647","E05000628",5,0.328,"Wandsworth westhill","Wandsworth",2002,0,"westhill"
"2648","E05000629",5,0.376,"Wandsworth westputney","Wandsworth",2014,0,NA
"2649","E05000629",5,0.44,"Wandsworth westputney","Wandsworth",2018,0,NA
"2650","E05000629",5,0.623,"Wandsworth westputney","Wandsworth",2010,0,"westputney"
"2651","E05000629",5,0.345,"Wandsworth westputney","Wandsworth",2006,0,"westputney"
"2652","E05000629",5,0.315,"Wandsworth westputney","Wandsworth",2002,0,"westputney"
"2653","E05000630",5,0.3089,"Westminster abbeyroad","Westminster",2014,0,NA
"2654","E05000630",5,0.37,"Westminster abbeyroad","Westminster",2018,0,NA
"2655","E05000630",5,0.562,"Westminster abbeyroad","Westminster",2010,0,"abbeyroad"
"2656","E05000630",5,0.309,"Westminster abbeyroad","Westminster",2006,0,"abbeyroad"
"2657","E05000630",5,0.277,"Westminster abbeyroad","Westminster",2002,0,"abbeyroad"
"2658","E05000631",5,0.3044,"Westminster bayswater","Westminster",2014,0,NA
"2659","E05000631",5,0.4,"Westminster bayswater","Westminster",2018,0,NA
"2660","E05000631",5,0.533,"Westminster bayswater","Westminster",2010,0,"bayswater"
"2661","E05000631",5,0.306,"Westminster bayswater","Westminster",2006,0,"bayswater"
"2662","E05000631",5,0.256,"Westminster bayswater","Westminster",2002,0,"bayswater"
"2663","E05000632",5,0.2944,"Westminster bryanstonanddorsetsquare","Westminster",2014,0,NA
"2664","E05000632",5,0.33,"Westminster bryanstondorsetsquare","Westminster",2018,0,NA
"2665","E05000632",5,0.487,"Westminster bryanstonanddorsetsquare","Westminster",2010,0,"bryanstonanddorsetsquare"
"2666","E05000632",5,0.272,"Westminster bryanstonanddorsetsquare","Westminster",2006,0,"bryanstonanddorsetsquare"
"2667","E05000632",5,0.244,"Westminster bryanstonanddorsetsquare","Westminster",2002,0,"bryanstonanddorsetsquare"
"2668","E05000633",5,0.4182,"Westminster churchill","Westminster",2014,0,NA
"2669","E05000633",5,0.46,"Westminster churchill","Westminster",2018,0,NA
"2670","E05000633",5,0.568,"Westminster churchill","Westminster",2010,0,"churchill"
"2671","E05000633",5,0.387,"Westminster churchill","Westminster",2006,0,"churchill"
"2672","E05000633",5,0.362,"Westminster churchill","Westminster",2002,0,"churchill"
"2673","E05000634",5,0.3477,"Westminster churchstreet","Westminster",2014,0,NA
"2674","E05000634",5,0.34,"Westminster churchstreet","Westminster",2018,0,NA
"2675","E05000634",5,0.561,"Westminster churchstreet","Westminster",2010,0,"churchstreet"
"2676","E05000634",5,0.346,"Westminster churchstreet","Westminster",2006,0,"churchstreet"
"2677","E05000634",5,0.257,"Westminster churchstreet","Westminster",2002,0,"churchstreet"
"2678","E05000635",5,0.3288,"Westminster harrowroad","Westminster",2014,0,NA
"2679","E05000635",5,0.34,"Westminster harrowroad","Westminster",2018,0,NA
"2680","E05000635",5,0.58,"Westminster harrowroad","Westminster",2010,0,"harrowroad"
"2681","E05000635",5,0.26,"Westminster harrowroad","Westminster",2006,0,"harrowroad"
"2682","E05000635",5,0.25,"Westminster harrowroad","Westminster",2002,0,"harrowroad"
"2683","E05000636",5,0.266,"Westminster hydepark","Westminster",2014,0,NA
"2684","E05000636",5,0.31,"Westminster hydepark","Westminster",2018,0,NA
"2685","E05000636",5,0.455,"Westminster hydepark","Westminster",2010,0,"hydepark"
"2686","E05000636",5,0.265,"Westminster hydepark","Westminster",2006,0,"hydepark"
"2687","E05000636",5,0.24,"Westminster hydepark","Westminster",2002,0,"hydepark"
"2688","E05000637",5,0.2629,"Westminster knightsbridgeandbelgravia","Westminster",2014,0,NA
"2689","E05000637",5,0.35,"Westminster knightsbridgeandbelgravia","Westminster",2018,0,NA
"2690","E05000637",5,0.427,"Westminster knightsbridgeandbelgravia","Westminster",2010,0,"knightsbridgeandbelgravia"
"2691","E05000637",5,0.252,"Westminster knightsbridgeandbelgravia","Westminster",2006,0,"knightsbridgeandbelgravia"
"2692","E05000637",5,0.222,"Westminster knightsbridgeandbelgravia","Westminster",2002,0,"knightsbridgeandbelgravia"
"2693","E05000638",5,0.2903,"Westminster lancastergate","Westminster",2014,0,NA
"2694","E05000638",5,0.38,"Westminster lancastergate","Westminster",2018,0,NA
"2695","E05000638",5,0.498,"Westminster lancastergate","Westminster",2010,0,"lancastergate"
"2696","E05000638",5,0.244,"Westminster lancastergate","Westminster",2006,0,"lancastergate"
"2697","E05000638",5,0.249,"Westminster lancastergate","Westminster",2002,0,"lancastergate"
"2698","E05000639",5,0.3252,"Westminster littlevenice","Westminster",2014,0,NA
"2699","E05000639",5,0.44,"Westminster littlevenice","Westminster",2018,0,NA
"2700","E05000639",5,0.576,"Westminster littlevenice","Westminster",2010,0,"littlevenice"
"2701","E05000639",5,0.291,"Westminster littlevenice","Westminster",2006,0,"littlevenice"
"2702","E05000639",5,0.277,"Westminster littlevenice","Westminster",2002,0,"littlevenice"
"2703","E05000640",5,0.358,"Westminster maidavale","Westminster",2014,0,NA
"2704","E05000640",5,0.41,"Westminster maidavale","Westminster",2018,0,NA
"2705","E05000640",5,0.578,"Westminster maidavale","Westminster",2010,0,"maidavale"
"2706","E05000640",5,0.332,"Westminster maidavale","Westminster",2006,0,"maidavale"
"2707","E05000640",5,0.326,"Westminster maidavale","Westminster",2002,0,"maidavale"
"2708","E05000641",5,0.2882,"Westminster marylebonehighstreet","Westminster",2014,0,NA
"2709","E05000641",5,0.35,"Westminster marylebonehighstreet","Westminster",2018,0,NA
"2710","E05000641",5,0.483,"Westminster marylebonehighstreet","Westminster",2010,0,"marylebonehighstreet"
"2711","E05000641",5,0.285,"Westminster marylebonehighstreet","Westminster",2006,0,"marylebonehighstreet"
"2712","E05000641",5,0.281,"Westminster marylebonehighstreet","Westminster",2002,0,"marylebonehighstreet"
"2713","E05000642",5,0.3539,"Westminster queenspark","Westminster",2014,0,NA
"2714","E05000642",5,0.36,"Westminster queenspark","Westminster",2018,0,NA
"2715","E05000642",5,0.588,"Westminster queenspark","Westminster",2010,0,"queenspark"
"2716","E05000642",5,0.294,"Westminster queenspark","Westminster",2006,0,"queenspark"
"2717","E05000642",5,0.263,"Westminster queenspark","Westminster",2002,0,"queenspark"
"2718","E05000643",5,0.3116,"Westminster regentspark","Westminster",2014,0,NA
"2719","E05000643",5,0.4,"Westminster regentspark","Westminster",2018,0,NA
"2720","E05000643",5,0.508,"Westminster regentspark","Westminster",2010,0,"regentspark"
"2721","E05000643",5,0.298,"Westminster regentspark","Westminster",2006,0,"regentspark"
"2722","E05000643",5,0.279,"Westminster regentspark","Westminster",2002,0,"regentspark"
"2723","E05000644",5,0.2955,"Westminster stjamess","Westminster",2014,0,NA
"2724","E05000644",5,0.37,"Westminster stjamesspark","Westminster",2018,0,NA
"2725","E05000644",5,0.494,"Westminster stjamess","Westminster",2010,0,"stjamess"
"2726","E05000644",5,0.298,"Westminster stjamess","Westminster",2006,0,"stjamess"
"2727","E05000644",5,0.264,"Westminster stjamess","Westminster",2002,0,"stjamess"
"2728","E05000645",5,0.3736,"Westminster tachbrook","Westminster",2014,0,NA
"2729","E05000645",5,0.47,"Westminster tachbrook","Westminster",2018,0,NA
"2730","E05000645",5,0.588,"Westminster tachbrook","Westminster",2010,0,"tachbrook"
"2731","E05000645",5,0.365,"Westminster tachbrook","Westminster",2006,0,"tachbrook"
"2732","E05000645",5,0.373,"Westminster tachbrook","Westminster",2002,0,"tachbrook"
"2733","E05000646",5,0.3652,"Westminster vincentsquare","Westminster",2014,0,NA
"2734","E05000646",5,0.45,"Westminster vincentsquare","Westminster",2018,0,NA
"2735","E05000646",5,0.557,"Westminster vincentsquare","Westminster",2010,0,"vincentsquare"
"2736","E05000646",5,0.352,"Westminster vincentsquare","Westminster",2006,0,"vincentsquare"
"2737","E05000646",5,0.33,"Westminster vincentsquare","Westminster",2002,0,"vincentsquare"
"2738","E05000647",5,0.3536,"Westminster warwick","Westminster",2014,0,NA
"2739","E05000647",5,0.41,"Westminster warwick","Westminster",2018,0,NA
"2740","E05000647",5,0.562,"Westminster warwick","Westminster",2010,0,"warwick"
"2741","E05000647",5,0.326,"Westminster warwick","Westminster",2006,0,"warwick"
"2742","E05000647",5,0.285,"Westminster warwick","Westminster",2002,0,"warwick"
"2743","E05000648",5,0.3208,"Westminster westbourne","Westminster",2014,0,NA
"2744","E05000648",5,0.31,"Westminster westbourne","Westminster",2018,0,NA
"2745","E05000648",5,0.53,"Westminster westbourne","Westminster",2010,0,"westbourne"
"2746","E05000648",5,0.243,"Westminster westbourne","Westminster",2006,0,"westbourne"
"2747","E05000648",5,0.229,"Westminster westbourne","Westminster",2002,0,"westbourne"
"2748","E05000649",5,0.299,"Westminster westend","Westminster",2014,0,NA
"2749","E05000649",5,0.38,"Westminster westend","Westminster",2018,0,NA
"2750","E05000649",5,0.497,"Westminster westend","Westminster",2010,0,"westend"
"2751","E05000649",5,0.258,"Westminster westend","Westminster",2006,0,"westend"
"2752","E05000649",5,0.234,"Westminster westend","Westminster",2002,0,"westend"
"2753","E05009317",2,0.4763,"Tower Hamlets bethnalgreen","Tower Hamlets",2014,0,NA
"2754","E05009317",2,0.42,"Tower Hamlets bethnalgreen","Tower Hamlets",2018,0,NA
"2755","E05009318",5,0.3164,"Tower Hamlets blackwallcubitttown","Tower Hamlets",2014,0,NA
"2756","E05009318",5,0.34,"Tower Hamlets blackwallandcubitttown","Tower Hamlets",2018,0,NA
"2757","E05009318",5,0.557,"Tower Hamlets blackwallandcubitttown","Tower Hamlets",2010,0,"blackwallandcubitttown"
"2758","E05009318",5,0.329,"Tower Hamlets blackwallandcubitttown","Tower Hamlets",2006,0,"blackwallandcubitttown"
"2759","E05009318",5,0.215,"Tower Hamlets blackwallandcubitttown","Tower Hamlets",2002,0,"blackwallandcubitttown"
"2760","E05009319",5,0.4586,"Tower Hamlets boweast","Tower Hamlets",2014,0,NA
"2761","E05009319",5,0.38,"Tower Hamlets boweast","Tower Hamlets",2018,0,NA
"2762","E05009319",5,0.586,"Tower Hamlets boweast","Tower Hamlets",2010,0,"boweast"
"2763","E05009319",5,0.376,"Tower Hamlets boweast","Tower Hamlets",2006,0,"boweast"
"2764","E05009319",5,0.29,"Tower Hamlets boweast","Tower Hamlets",2002,0,"boweast"
"2765","E05009320",5,0.5233,"Tower Hamlets bowwest","Tower Hamlets",2014,0,NA
"2766","E05009320",5,0.43,"Tower Hamlets bowwest","Tower Hamlets",2018,0,NA
"2767","E05009320",5,0.653,"Tower Hamlets bowwest","Tower Hamlets",2010,0,"bowwest"
"2768","E05009320",5,0.452,"Tower Hamlets bowwest","Tower Hamlets",2006,0,"bowwest"
"2769","E05009320",5,0.345,"Tower Hamlets bowwest","Tower Hamlets",2002,0,"bowwest"
"2770","E05009321",2,0.5193,"Tower Hamlets bromleynorth","Tower Hamlets",2014,0,NA
"2771","E05009321",2,0.45,"Tower Hamlets bromleynorth","Tower Hamlets",2018,0,NA
"2772","E05009322",2,0.4944,"Tower Hamlets bromleysouth","Tower Hamlets",2014,0,NA
"2773","E05009322",2,0.45,"Tower Hamlets bromleysouth","Tower Hamlets",2018,0,NA
"2774","E05009323",2,0.3653,"Tower Hamlets canarywharf","Tower Hamlets",2014,0,NA
"2775","E05009323",2,0.34,"Tower Hamlets canarywharf","Tower Hamlets",2018,0,NA
"2776","E05009324",2,0.4329,"Tower Hamlets islandgardens","Tower Hamlets",2014,0,NA
"2777","E05009324",2,0.41,"Tower Hamlets islandgardens","Tower Hamlets",2018,0,NA
"2778","E05009325",2,0.5129,"Tower Hamlets lansbury","Tower Hamlets",2014,0,NA
"2779","E05009325",2,0.41,"Tower Hamlets lansbury","Tower Hamlets",2018,0,NA
"2780","E05009326",5,0.4826,"Tower Hamlets limehouse","Tower Hamlets",2014,0,NA
"2781","E05009326",5,0.44,"Tower Hamlets limehouse","Tower Hamlets",2018,0,NA
"2782","E05009326",5,0.618,"Tower Hamlets limehouse","Tower Hamlets",2010,0,"limehouse"
"2783","E05009326",5,0.43,"Tower Hamlets limehouse","Tower Hamlets",2006,0,"limehouse"
"2784","E05009326",5,0.263,"Tower Hamlets limehouse","Tower Hamlets",2002,0,"limehouse"
"2785","E05009327",2,0.4958,"Tower Hamlets mileend","Tower Hamlets",2014,0,NA
"2786","E05009327",2,0.41,"Tower Hamlets mileend","Tower Hamlets",2018,0,NA
"2787","E05009328",2,0.4964,"Tower Hamlets poplar","Tower Hamlets",2014,0,NA
"2788","E05009328",2,0.46,"Tower Hamlets poplar","Tower Hamlets",2018,0,NA
"2789","E05009329",2,0.5578,"Tower Hamlets stdunstans","Tower Hamlets",2014,0,NA
"2790","E05009329",2,0.49,"Tower Hamlets stdunstans","Tower Hamlets",2018,0,NA
"2791","E05009330",3,0.4628,"Tower Hamlets stkatharineswapping","Tower Hamlets",2014,0,NA
"2792","E05009330",3,0.43,"Tower Hamlets stkatharinesandwapping","Tower Hamlets",2018,0,NA
"2793","E05009330",3,0.298,"Tower Hamlets stkatharinesandwapping","Tower Hamlets",2002,0,"stkatharinesandwapping"
"2794","E05009331",2,0.469,"Tower Hamlets stpeters","Tower Hamlets",2014,0,NA
"2795","E05009331",2,0.43,"Tower Hamlets stpeters","Tower Hamlets",2018,0,NA
"2796","E05009332",5,0.5523,"Tower Hamlets shadwell","Tower Hamlets",2014,0,NA
"2797","E05009332",5,0.5,"Tower Hamlets shadwell","Tower Hamlets",2018,0,NA
"2798","E05009332",5,0.654,"Tower Hamlets shadwell","Tower Hamlets",2010,0,"shadwell"
"2799","E05009332",5,0.462,"Tower Hamlets shadwell","Tower Hamlets",2006,0,"shadwell"
"2800","E05009332",5,0.275,"Tower Hamlets shadwell","Tower Hamlets",2002,0,"shadwell"
"2801","E05009333",3,0.4369,"Tower Hamlets spitalfieldsbanglatown","Tower Hamlets",2014,0,NA
"2802","E05009333",3,0.4,"Tower Hamlets spitalfieldsandbanglatown","Tower Hamlets",2018,0,NA
"2803","E05009333",3,0.316,"Tower Hamlets spitalfieldsandbanglatown","Tower Hamlets",2002,0,"spitalfieldsandbanglatown"
"2804","E05009334",2,0.549,"Tower Hamlets stepneygreen","Tower Hamlets",2014,0,NA
"2805","E05009334",2,0.48,"Tower Hamlets stepneygreen","Tower Hamlets",2018,0,NA
"2806","E05009335",5,0.4622,"Tower Hamlets weavers","Tower Hamlets",2014,0,NA
"2807","E05009335",5,0.41,"Tower Hamlets weavers","Tower Hamlets",2018,0,NA
"2808","E05009335",5,0.62,"Tower Hamlets weavers","Tower Hamlets",2010,0,"weavers"
"2809","E05009335",5,0.418,"Tower Hamlets weavers","Tower Hamlets",2006,0,"weavers"
"2810","E05009335",5,0.359,"Tower Hamlets weavers","Tower Hamlets",2002,0,"weavers"
"2811","E05009336",5,0.4237,"Tower Hamlets whitechapel","Tower Hamlets",2014,0,NA
"2812","E05009336",5,0.39,"Tower Hamlets whitechapel","Tower Hamlets",2018,0,NA
"2813","E05009336",5,0.583,"Tower Hamlets whitechapel","Tower Hamlets",2010,0,"whitechapel"
"2814","E05009336",5,0.399,"Tower Hamlets whitechapel","Tower Hamlets",2006,0,"whitechapel"
"2815","E05009336",5,0.334,"Tower Hamlets whitechapel","Tower Hamlets",2002,0,"whitechapel"
"2816","E05009367",5,0.4036,"Hackney brownswood","Hackney",2014,0,NA
"2817","E05009367",5,0.39,"Hackney brownswood","Hackney",2018,0,NA
"2818","E05009367",5,0.596,"Hackney brownswood","Hackney",2010,0,"brownswood"
"2819","E05009367",5,0.315,"Hackney brownswood","Hackney",2006,0,"brownswood"
"2820","E05009367",5,0.265,"Hackney brownswood","Hackney",2002,0,"brownswood"
"2821","E05009368",5,0.4932,"Hackney cazenove","Hackney",2014,0,NA
"2822","E05009368",5,0.48,"Hackney cazenove","Hackney",2018,0,NA
"2823","E05009368",5,0.607,"Hackney cazenove","Hackney",2010,0,"cazenove"
"2824","E05009368",5,0.399,"Hackney cazenove","Hackney",2006,0,"cazenove"
"2825","E05009368",5,0.359,"Hackney cazenove","Hackney",2002,0,"cazenove"
"2826","E05009369",5,0.4515,"Hackney clissold","Hackney",2014,0,NA
"2827","E05009369",5,0.39,"Hackney clissold","Hackney",2018,0,NA
"2828","E05009369",5,0.654,"Hackney clissold","Hackney",2010,0,"clissold"
"2829","E05009369",5,0.408,"Hackney clissold","Hackney",2006,0,"clissold"
"2830","E05009369",5,0.298,"Hackney clissold","Hackney",2002,0,"clissold"
"2831","E05009370",5,0.3547,"Hackney dalston","Hackney",2014,0,NA
"2832","E05009370",5,0.37,"Hackney dalston","Hackney",2018,0,NA
"2833","E05009370",5,0.573,"Hackney dalston","Hackney",2010,0,"dalston"
"2834","E05009370",5,0.328,"Hackney dalston","Hackney",2006,0,"dalston"
"2835","E05009370",5,0.285,"Hackney dalston","Hackney",2002,0,"dalston"
"2836","E05009371",5,0.3865,"Hackney debeauvoir","Hackney",2014,0,NA
"2837","E05009371",5,0.35,"Hackney debeauvoir","Hackney",2018,0,NA
"2838","E05009371",5,0.574,"Hackney debeauvoir","Hackney",2010,0,"debeauvoir"
"2839","E05009371",5,0.301,"Hackney debeauvoir","Hackney",2006,0,"debeauvoir"
"2840","E05009371",5,0.273,"Hackney debeauvoir","Hackney",2002,0,"debeauvoir"
"2841","E05009372",5,0.3787,"Hackney hackneycentral","Hackney",2014,0,NA
"2842","E05009372",5,0.35,"Hackney hackneycentral","Hackney",2018,0,NA
"2843","E05009372",5,0.586,"Hackney hackneycentral","Hackney",2010,0,"hackneycentral"
"2844","E05009372",5,0.328,"Hackney hackneycentral","Hackney",2006,0,"hackneycentral"
"2845","E05009372",5,0.301,"Hackney hackneycentral","Hackney",2002,0,"hackneycentral"
"2846","E05009373",5,0.3984,"Hackney hackneydowns","Hackney",2014,0,NA
"2847","E05009373",5,0.4,"Hackney hackneydowns","Hackney",2018,0,NA
"2848","E05009373",5,0.576,"Hackney hackneydowns","Hackney",2010,0,"hackneydowns"
"2849","E05009373",5,0.304,"Hackney hackneydowns","Hackney",2006,0,"hackneydowns"
"2850","E05009373",5,0.274,"Hackney hackneydowns","Hackney",2002,0,"hackneydowns"
"2851","E05009374",2,0.3258,"Hackney hackneywick","Hackney",2014,0,NA
"2852","E05009374",2,0.31,"Hackney hackneywick","Hackney",2018,0,NA
"2853","E05009375",5,0.3491,"Hackney haggerston","Hackney",2014,0,NA
"2854","E05009375",5,0.33,"Hackney haggerston","Hackney",2018,0,NA
"2855","E05009375",5,0.541,"Hackney haggerston","Hackney",2010,0,"haggerston"
"2856","E05009375",5,0.316,"Hackney haggerston","Hackney",2006,0,"haggerston"
"2857","E05009375",5,0.299,"Hackney haggerston","Hackney",2002,0,"haggerston"
"2858","E05009376",2,0.3749,"Hackney homerton","Hackney",2014,0,NA
"2859","E05009376",2,0.34,"Hackney homerton","Hackney",2018,0,NA
"2860","E05009377",2,0.3115,"Hackney hoxtoneastshoreditch","Hackney",2014,0,NA
"2861","E05009377",2,0.29,"Hackney hoxtoneastshoreditch","Hackney",2018,0,NA
"2862","E05009378",2,0.3356,"Hackney hoxtonwest","Hackney",2014,0,NA
"2863","E05009378",2,0.3,"Hackney hoxtonwest","Hackney",2018,0,NA
"2864","E05009379",5,0.3959,"Hackney kingspark","Hackney",2014,0,NA
"2865","E05009379",5,0.35,"Hackney kingspark","Hackney",2018,0,NA
"2866","E05009379",5,0.576,"Hackney kingspark","Hackney",2010,0,"kingspark"
"2867","E05009379",5,0.323,"Hackney kingspark","Hackney",2006,0,"kingspark"
"2868","E05009379",5,0.3,"Hackney kingspark","Hackney",2002,0,"kingspark"
"2869","E05009380",5,0.3948,"Hackney leabridge","Hackney",2014,0,NA
"2870","E05009380",5,0.36,"Hackney leabridge","Hackney",2018,0,NA
"2871","E05009380",5,0.554,"Hackney leabridge","Hackney",2010,0,"leabridge"
"2872","E05009380",5,0.388,"Hackney leabridge","Hackney",2006,0,"leabridge"
"2873","E05009380",5,0.281,"Hackney leabridge","Hackney",2002,0,"leabridge"
"2874","E05009381",2,0.4064,"Hackney londonfields","Hackney",2014,0,NA
"2875","E05009381",2,0.37,"Hackney londonfields","Hackney",2018,0,NA
"2876","E05009382",2,0.3933,"Hackney shacklewell","Hackney",2014,0,NA
"2877","E05009382",2,0.36,"Hackney shacklewell","Hackney",2018,0,NA
"2878","E05009383",5,0.4682,"Hackney springfield","Hackney",2014,0,NA
"2879","E05009383",5,0.46,"Hackney springfield","Hackney",2018,0,NA
"2880","E05009383",5,0.568,"Hackney springfield","Hackney",2010,0,"springfield"
"2881","E05009383",5,0.31,"Hackney springfield","Hackney",2006,0,"springfield"
"2882","E05009383",5,0.353,"Hackney springfield","Hackney",2002,0,"springfield"
"2883","E05009384",2,0.4043,"Hackney stamfordhillwest","Hackney",2014,0,NA
"2884","E05009384",2,0.5,"Hackney stamfordhillwest","Hackney",2018,0,NA
"2885","E05009385",2,0.4385,"Hackney stokenewington","Hackney",2014,0,NA
"2886","E05009385",2,0.4,"Hackney stokenewington","Hackney",2018,0,NA
"2887","E05009386",5,0.3798,"Hackney victoria","Hackney",2014,0,NA
"2888","E05009386",5,0.35,"Hackney victoria","Hackney",2018,0,NA
"2889","E05009386",5,0.572,"Hackney victoria","Hackney",2010,0,"victoria"
"2890","E05009386",5,0.34,"Hackney victoria","Hackney",2006,0,"victoria"
"2891","E05009386",5,0.314,"Hackney victoria","Hackney",2002,0,"victoria"
"2892","E05009387",2,0.4075,"Hackney woodberrydown","Hackney",2014,0,NA
"2893","E05009387",2,0.35,"Hackney woodberrydown","Hackney",2018,0,NA
"2894","E05009388",5,0.3016,"Kensington and Chelsea abingdon","Kensington and Chelsea",2014,0,NA
"2895","E05009388",5,0.41,"Kensington and Chelsea abingdon","Kensington and Chelsea",2018,0,NA
"2896","E05009388",5,0.488,"Kensington and Chelsea abingdon","Kensington and Chelsea",2010,0,"abingdon"
"2897","E05009388",5,0.257,"Kensington and Chelsea abingdon","Kensington and Chelsea",2006,0,"abingdon"
"2898","E05009388",5,0.267,"Kensington and Chelsea abingdon","Kensington and Chelsea",2002,0,"abingdon"
