Outcome,Nuclear,Wind,Dist_nuclear,Dist_wind,Region,Urban_rural,Health,Job,Landscape,Supply,Trust_reg,Trust_health,Trust_plant,Env,Gender,Age,Income,Education,Race,Religion,PID,AC1,AC2,AC3,AC
-66,17,83,157.732167522325,38.2590054495107,Western,0,4,4,2,4,2,3,2,2,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Independent,1,1,1,1
-20,40,60,164.321590680486,71.3009667734846,Western,0,3,3,3,3,1,3,2,2,Female,After 1996,"$105,000 to $159,999",College (no degree),Caucasian,Not religious,Independent,1,2,1,2
0,50,50,44.6789916092998,33.7247912241489,Eastern,1,3,4,2,4,2,3,3,2,Female,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Not religious,Republican,1,2,2,3
-14,43,57,160.192906520265,72.3130435127626,Western,0,3,3,4,4,4,4,3,2,Female,1946 to 1964,"Less than $40,000",Grad school,Caucasian,Other faiths,Independent,1,1,1,1
20,60,40,131.396523285318,40.9665452600517,Eastern,0,4,2,3,4,3,3,2,2,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Other faiths,Republican,1,2,1,2
36,68,32,150.41290729746,44.129801288154,Western,0,4,3,3,4,3,2,3,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Muslim,Democrat,1,1,1,1
-100,0,100,165.749189574095,67.6459974503873,Western,0,4,3,2,3,1,4,1,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-40,30,70,170.599422398378,58.5619110073883,Western,0,4,4,4,2,2,4,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other faiths,Democrat,1,3,2,2
100,100,0,170.599422398378,58.5619110073883,Western,0,1,4,1,4,3,2,3,1,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Catholic,Republican,1,2,2,3
32,66,34,116.099129385826,34.9453197325469,Eastern,0,4,3,3,3,2,3,3,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Democrat,1,1,1,1
40,70,30,145.6276234501,25.1827539104539,Western,0,4,4,1,4,3,3,3,2,Female,Before 1946,"Less than $40,000",4 yrs college,Caucasian,Protestant,Independent,1,3,2,2
22,61,39,157.732167522325,38.2590054495107,Western,0,3,2,2,4,1,1,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Republican,2,2,2,2
12,56,44,166.946951734315,84.2104814665944,Western,0,4,4,2,4,2,3,2,1,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Independent,1,2,1,2
-40,30,70,142.565238418352,45.6026940256011,Western,0,4,4,3,4,3,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Asian,Other faiths,Democrat,1,2,2,3
28,64,36,171.654313946589,34.333001348583,Western,1,3,3,2,4,2,2,2,2,Female,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
36,68,32,166.946951734315,84.2104814665944,Western,0,4,3,1,4,2,2,1,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Latin or Hispanic,Not religious,Democrat,1,2,2,3
-100,0,100,134.671749378053,56.2286105467661,Eastern,0,4,3,2,3,1,1,2,1,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
44,72,28,151.287328900692,69.5042526853478,Western,0,3,4,2,4,3,3,2,1,Male,Before 1946,"$105,000 to $159,999",Grad school,Caucasian,Protestant,Republican,1,1,1,1
-62,19,81,181.878227417958,37.7881283052653,Eastern,0,4,4,2,4,3,3,3,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Asian,Catholic,Democrat,1,2,2,3
-50,25,75,129.39490407189,36.0274026540904,Eastern,0,4,4,3,4,3,3,3,2,Female,After 1996,"$70,000 to $104,999",College (no degree),Caucasian,Catholic,Democrat,1,1,2,2
-80,10,90,143.48800554768,52.4122892319394,Western,0,4,2,1,4,2,3,2,2,Male,1946 to 1964,"$160,000 or higher",Grad school,Caucasian,Not religious,Independent,1,2,2,3
-60,20,80,134.980538592019,53.733764308168,Western,1,4,2,3,3,2,2,2,2,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Asian,Buddhist,Democrat,1,2,2,3
-40,30,70,153.084860086042,62.2544198030429,Western,0,3,3,2,4,3,3,2,2,Female,After 1996,"Less than $40,000",High,African-American,Not religious,Democrat,1,1,2,2
0,50,50,121.253291742287,33.5374845659155,Eastern,0,4,4,4,4,3,3,3,1,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Democrat,1,2,1,2
-60,20,80,163.01741296368,69.1424612878211,Western,0,3,4,2,4,2,3,2,2,Female,1965 to 1996,"$160,000 or higher",Grad school,Asian,Hindu,Democrat,1,2,2,3
-100,0,100,157.74839161027,32.5960297543833,Western,0,3,1,4,4,3,3,3,2,Female,After 1996,"Less than $40,000",High,Native American,Other Christians,Democrat,1,2,2,3
80,90,10,168.137850229831,79.7622835455743,Western,0,1,3,1,4,3,2,3,1,Male,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Protestant,Independent,1,2,3,2
20,60,40,122.13636993205,32.4261357605313,Eastern,0,2,3,2,4,2,2,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Asian,Protestant,Republican,1,2,2,3
-50,25,75,162.161602409533,65.2356149962335,Western,0,4,2,1,3,3,3,2,2,Male,1965 to 1996,"$105,000 to $159,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-96,2,98,66.3204971357749,34.0836477238813,Eastern,0,4,3,1,3,1,2,2,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Other faiths,Independent,1,2,2,3
40,70,30,168.286963681735,72.9774256047688,Western,0,3,4,1,4,2,3,3,1,Male,1946 to 1964,"$40,000 to $69,999",High,Caucasian,Not religious,Democrat,1,2,2,3
-30,35,65,157.786627636453,39.3788074095771,Western,1,3,4,4,3,4,4,2,1,Female,After 1996,"$40,000 to $69,999",Grad school,Latin or Hispanic,Protestant,Independent,1,1,1,1
-80,10,90,79.1058979183621,26.4165604622724,Eastern,0,4,4,2,4,1,2,1,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Not religious,Independent,1,2,2,3
0,50,50,109.082894275142,4.1047659849175,Eastern,1,4,4,4,4,4,4,4,2,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Democrat,3,2,2,2
-100,0,100,191.156423882729,112.106375692073,Western,0,4,4,1,2,2,4,1,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Latin or Hispanic,Other Christians,Independent,1,2,2,3
-10,45,55,175.296964883511,94.3372300129595,Western,0,4,4,4,4,4,3,4,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Catholic,Democrat,1,2,2,3
-40,30,70,193.174432349798,58.8771586444465,Western,1,4,2,2,4,3,4,3,2,Female,1965 to 1996,"$105,000 to $159,999",College (no degree),Asian,Not religious,Independent,1,2,2,3
-100,0,100,22.0203157405858,6.61761714204683,Eastern,0,4,4,3,2,3,3,2,1,Male,After 1996,"$40,000 to $69,999",High,Asian,Other faiths,Independent,1,2,1,2
32,66,34,171.87388694795,85.18710343741,Western,0,4,4,3,4,2,2,4,1,Male,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Other Christians,Democrat,1,2,2,3
-90,5,95,150.103353404061,49.9400598747611,Western,0,4,4,2,4,2,3,2,2,Male,1946 to 1964,"$105,000 to $159,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
20,60,40,168.286963681735,72.9774256047688,Western,0,4,3,1,4,2,2,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Catholic,Independent,1,2,3,2
80,90,10,178.430902878726,72.4405380248162,Western,0,4,2,4,4,3,1,3,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
92,96,4,196.443501388515,117.87922854012,Western,0,3,4,2,4,2,1,3,1,Female,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Independent,1,2,2,3
-62,19,81,108.824148216664,26.8873504915311,Eastern,0,4,4,3,4,2,2,2,1,Female,1946 to 1964,"Less than $40,000",Grad school,Caucasian,Protestant,Democrat,1,3,1,1
-100,0,100,152.704350550552,44.2727340258406,Western,0,4,4,1,2,2,4,2,2,Female,1965 to 1996,"$105,000 to $159,999",Grad school,Native American,Not religious,Democrat,1,1,1,1
-36,32,68,150.41290729746,44.129801288154,Western,0,2,3,2,3,2,2,2,1,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Asian,Protestant,Democrat,1,3,1,1
30,65,35,154.255458780208,56.6645469502323,Western,0,4,3,4,3,3,3,2,2,Female,After 1996,"$70,000 to $104,999",College (no degree),Asian,Not religious,Independent,1,2,2,3
100,100,0,163.01741296368,69.1424612878211,Western,0,2,1,2,4,2,2,2,2,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Independent,1,2,2,3
-60,20,80,56.5926436267736,28.6802675422737,Eastern,0,3,2,2,4,3,2,4,1,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
-14,43,57,104.481272438878,29.339058808783,Eastern,0,4,4,3,4,4,4,2,1,Female,1946 to 1964,"$70,000 to $104,999",Grad school,Latin or Hispanic,Catholic,Democrat,1,1,2,2
-38,31,69,215.574570131122,137.155601704645,Western,0,2,4,1,4,2,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Latin or Hispanic,Other Christians,Democrat,1,2,2,3
-100,0,100,197.919994681895,98.0897202600745,Western,0,4,2,1,2,1,2,1,2,Female,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
-40,30,70,153.062524273053,48.4093804804512,Western,0,4,3,1,3,4,3,2,2,Male,1965 to 1996,"$40,000 to $69,999",High,African-American,Other faiths,Democrat,1,2,2,3
-84,8,92,168.286963681735,72.9774256047688,Western,0,4,4,4,4,1,1,1,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Republican,3,3,2,1
-100,0,100,165.058375581814,69.443333185273,Western,0,1,1,1,1,1,3,1,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Latin or Hispanic,Not religious,Democrat,1,2,2,3
-54,23,77,168.132919855636,25.7583178104708,Eastern,0,4,1,1,4,2,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
2,51,49,171.356298832742,53.8468166648158,Western,0,3,3,2,4,1,1,1,1,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Latin or Hispanic,Other faiths,Independent,1,2,2,3
0,50,50,197.420821634689,118.062542780703,Western,0,4,4,4,4,2,4,2,2,Female,After 1996,"$40,000 to $69,999",High,Caucasian,Catholic,Independent,1,3,1,1
-40,30,70,148.052213610743,55.208431780873,Western,0,4,4,2,3,2,2,2,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,1,2,2
-100,0,100,196.55888186935,34.6714756584268,Western,0,4,2,2,4,2,2,1,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Independent,1,2,2,3
20,60,40,175.101052683325,43.0797997109575,Western,0,3,2,1,4,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-100,0,100,166.575196828744,74.1505226503211,Western,0,1,4,2,4,2,3,2,1,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Democrat,1,2,2,3
-40,30,70,170.599422398378,58.5619110073883,Western,0,4,3,1,4,4,3,3,2,Male,1946 to 1964,"$105,000 to $159,999",Grad school,Caucasian,Protestant,Republican,1,1,2,2
-40,30,70,46.0736839547976,43.6359724175005,Eastern,0,3,3,3,3,3,3,2,2,Female,After 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Republican,1,2,2,3
-60,20,80,169.467420846471,68.1438401109752,Western,0,4,2,1,4,2,3,1,2,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-20,40,60,126.536463880416,36.054377487275,Eastern,0,3,3,3,3,3,2,3,2,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Catholic,Democrat,3,1,1,0
34,67,33,55.7344895323095,23.5739287707253,Eastern,0,4,4,4,4,4,4,4,2,Male,After 1996,"$70,000 to $104,999",High,Caucasian,Other Christians,Republican,1,2,3,2
-40,30,70,169.612852937177,79.2439173987583,Western,0,4,3,1,4,2,3,1,2,Female,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
-40,30,70,157.74839161027,32.5960297543833,Western,0,4,4,4,4,2,2,1,2,Female,1965 to 1996,"Less than $40,000",High,Asian,Other Christians,Democrat,1,2,2,3
12,56,44,160.579840617163,62.5334858663386,Western,0,4,4,4,4,4,4,4,2,Female,1965 to 1996,"$40,000 to $69,999",High (incomplete),Caucasian,Other Christians,Democrat,2,1,2,1
90,95,5,161.937904131718,63.8859554462273,Western,0,3,4,3,4,3,3,3,1,Female,1946 to 1964,"$105,000 to $159,999",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
-60,20,80,161.483195171359,63.3863806645429,Western,0,3,2,2,4,1,2,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Asian,Not religious,Democrat,1,2,2,3
-8,46,54,218.663859974733,142.065296751846,Western,1,3,3,4,2,4,4,4,2,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,120.369627450912,33.3898486810938,Eastern,1,4,4,2,4,3,4,3,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Democrat,1,2,2,3
-70,15,85,104.481272438878,29.339058808783,Eastern,0,4,4,4,4,1,2,2,2,Female,1965 to 1996,"Less than $40,000",4 yrs college,African-American,Not religious,Democrat,2,1,3,0
68,84,16,18.8511911433631,10.25140513964,Eastern,0,4,4,3,4,3,2,3,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Independent,1,1,2,2
64,82,18,133.903805320553,36.6684918472073,Eastern,1,1,2,1,4,2,1,3,1,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Other/Unknown,Catholic,Independent,1,1,2,2
36,68,32,146.547855598347,33.1753731497142,Western,0,2,2,2,4,4,4,2,2,Male,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Independent,1,1,1,1
-20,40,60,168.286963681735,72.9774256047688,Western,0,4,4,2,4,2,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Not religious,Democrat,1,2,2,3
22,61,39,67.4589982772806,38.7904948771705,Eastern,0,2,2,3,4,3,2,2,2,Female,After 1996,"$70,000 to $104,999",4 yrs college,African-American,Orthodox,Republican,1,1,1,1
-80,10,90,154.612765852599,35.9795353383299,Western,0,3,3,3,3,2,3,2,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Latin or Hispanic,Protestant,Democrat,1,2,2,3
0,50,50,156.902094596001,55.7683283740268,Western,0,4,4,2,4,3,3,3,2,Female,1965 to 1996,"$105,000 to $159,999",High,Caucasian,Not religious,Democrat,1,2,2,3
-70,15,85,164.481551425419,68.0467993952303,Western,0,4,4,2,4,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
32,66,34,143.669368363625,60.3692218463597,Eastern,1,1,3,3,4,2,3,2,1,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
-70,15,85,172.447399246593,91.4580506505026,Western,0,1,4,1,4,2,1,3,1,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-40,30,70,208.511447530486,124.754612935818,Western,0,2,3,2,4,1,4,2,2,Female,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Protestant,Independent,1,2,2,3
0,50,50,187.094460162654,85.0616125216115,Western,1,4,4,4,2,3,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-100,0,100,200.577345393561,111.977072143843,Western,0,3,3,2,3,1,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Independent,3,3,3,0
-38,31,69,141.768697953876,31.1064305901828,Western,0,4,2,2,4,3,1,3,2,Male,1965 to 1996,"$105,000 to $159,999",High,Caucasian,Not religious,Republican,1,2,2,3
0,50,50,112.823222840499,36.9764543520882,Eastern,1,4,4,3,4,2,2,4,1,Male,After 1996,"Less than $40,000",High,Caucasian,Not religious,Republican,1,1,2,2
12,56,44,56.5926436267736,28.6802675422737,Eastern,0,2,4,4,4,2,4,1,2,Female,1965 to 1996,"Less than $40,000",High (incomplete),Latin or Hispanic,Not religious,Independent,1,3,1,1
-100,0,100,151.071508537351,26.7657896185488,Western,0,4,4,1,4,2,3,1,1,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,3,1,1
-50,25,75,178.273244689419,29.378720306096,Eastern,0,4,2,2,2,1,3,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Protestant,Democrat,1,2,2,3
-70,15,85,149.65112005588,59.1585823460955,Western,0,3,3,1,4,2,4,2,1,Female,After 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Democrat,1,2,2,3
-50,25,75,153.062524273053,48.4093804804512,Western,0,4,3,3,4,2,2,2,1,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Asian,Buddhist,Democrat,1,2,2,3
100,100,0,200.577345393561,111.977072143843,Western,0,2,1,2,4,2,2,2,1,Male,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Other faiths,Republican,1,2,2,3
0,50,50,172.447399246593,91.4580506505026,Western,0,2,4,1,4,3,4,3,1,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Democrat,1,1,2,2
-50,25,75,155.950616358838,35.5155467659989,Western,0,4,3,2,3,2,2,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Independent,1,2,2,3
2,51,49,145.939131417392,64.195847849435,Western,1,3,2,1,3,2,3,2,2,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Caucasian,Catholic,Democrat,1,2,2,3
26,63,37,157.398910862361,59.550876743526,Western,0,4,4,3,4,2,3,1,2,Female,After 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Democrat,1,1,1,1
-60,20,80,181.878227417958,37.7881283052653,Eastern,0,4,4,2,4,3,4,1,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Catholic,Democrat,1,3,1,1
48,74,26,157.732167522325,38.2590054495107,Western,0,1,1,4,4,3,3,4,2,Female,After 1996,"Less than $40,000",4 yrs college,African-American,Other Christians,Independent,3,2,1,1
-64,18,82,116.099129385826,34.9453197325469,Eastern,0,3,3,4,4,1,2,1,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Latin or Hispanic,Catholic,Democrat,1,3,2,2
-40,30,70,160.525428343487,58.4600599186471,Western,0,4,3,2,3,2,2,2,1,Male,1965 to 1996,"$105,000 to $159,999",College (no degree),African-American,Catholic,Independent,1,2,2,3
-100,0,100,154.612765852599,35.9795353383299,Western,0,1,4,4,4,1,1,1,1,Female,After 1996,"Less than $40,000",High,Caucasian,Protestant,Republican,1,3,2,2
38,69,31,132.0155553618,44.6613869003542,Eastern,1,1,1,3,2,1,1,1,1,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Other/Unknown,Other Christians,Independent,1,2,1,2
-100,0,100,104.481272438878,29.339058808783,Eastern,0,4,2,1,3,1,3,1,2,Female,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
-84,8,92,185.76436677104,45.0521378163731,Western,0,3,4,3,4,2,2,2,1,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
10,55,45,165.653518698864,73.9678456291263,Western,0,1,3,1,2,2,2,2,2,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,African-American,Not religious,Independent,2,2,2,2
-20,40,60,166.946951734315,84.2104814665944,Western,0,4,3,3,4,2,2,1,2,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
50,75,25,18.8511911433631,10.25140513964,Eastern,0,2,3,2,3,3,2,3,1,Female,After 1996,"$105,000 to $159,999",College (no degree),Caucasian,Other Christians,Republican,1,1,3,1
-100,0,100,162.300622556934,28.1443020245854,Western,1,4,4,1,4,1,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Independent,1,1,3,1
-24,38,62,166.928672016788,68.1656048411187,Western,0,3,3,1,4,2,3,2,1,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-38,31,69,173.854450768189,21.1481680212887,Eastern,0,3,3,2,4,2,2,3,2,Female,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-40,30,70,173.43079628562,21.3877157575485,Eastern,0,4,4,2,3,2,2,2,1,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
0,50,50,155.288800178408,31.2686397535704,Western,0,4,4,4,4,4,2,2,2,Female,After 1996,"$70,000 to $104,999",Grad school,Other/Unknown,Not religious,Independent,1,2,1,2
-100,0,100,165.058375581814,69.443333185273,Western,0,4,3,3,4,1,2,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-60,20,80,161.937904131718,63.8859554462273,Western,0,4,4,2,4,2,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
26,63,37,228.630052968633,6.71753253076143,Western,1,3,3,2,4,3,4,3,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Catholic,Democrat,1,2,2,3
-40,30,70,157.585385951655,35.1286452697496,Western,0,4,3,2,3,2,2,2,1,Male,1965 to 1996,"Less than $40,000",College (no degree),Other/Unknown,Other Christians,Independent,2,3,2,1
22,61,39,154.517625800301,53.2959828826343,Western,0,3,3,3,3,2,2,2,2,Male,1965 to 1996,"$40,000 to $69,999",Grad school,Asian,Not religious,Democrat,1,1,2,2
-30,35,65,166.946951734315,84.2104814665944,Western,0,3,3,2,4,2,3,3,2,Female,1946 to 1964,"$160,000 or higher",Grad school,Caucasian,Protestant,Democrat,1,2,2,3
-2,49,51,148.243848219088,37.0482327253547,Western,0,4,4,2,4,3,4,3,2,Female,1965 to 1996,"Less than $40,000",Grad school,Caucasian,Catholic,Democrat,1,1,1,1
-62,19,81,160.65040336322,28.9317690635294,Western,0,2,3,1,4,1,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Latin or Hispanic,Not religious,Democrat,1,3,2,2
20,60,40,160.192906520265,72.3130435127626,Western,0,4,4,2,4,2,3,2,1,Female,1965 to 1996,"$105,000 to $159,999",Grad school,Latin or Hispanic,Catholic,Democrat,1,2,2,3
44,72,28,10.127407308518,17.0959185123389,Eastern,0,2,4,1,4,4,3,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Democrat,1,2,2,3
20,60,40,161.937904131718,63.8859554462273,Western,0,4,4,3,4,2,2,3,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Asian,Not religious,Independent,1,1,1,1
42,71,29,15.1586005484788,20.4829088227749,Eastern,1,3,3,2,4,2,4,3,2,Male,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Muslim,Democrat,2,1,2,1
28,64,36,167.754121298133,81.5449899857157,Western,0,4,4,3,4,1,2,4,2,Male,1946 to 1964,"Less than $40,000",High,Caucasian,Not religious,Independent,1,2,2,3
-34,33,67,46.0736839547976,43.6359724175005,Eastern,0,4,4,1,4,2,3,2,1,Female,After 1996,"Less than $40,000",High,Latin or Hispanic,Not religious,Democrat,2,2,2,2
20,60,40,155.288800178408,31.2686397535704,Western,0,4,4,4,4,2,3,3,1,Male,1946 to 1964,"$105,000 to $159,999",College (no degree),Caucasian,Catholic,Independent,1,2,2,3
-44,28,72,153.084860086042,62.2544198030429,Western,0,4,3,3,4,2,3,2,2,Female,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Catholic,Democrat,1,1,2,2
-60,20,80,191.156423882729,112.106375692073,Western,0,4,4,1,3,2,3,2,1,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Other Christians,Democrat,1,2,2,3
-20,40,60,149.65112005588,59.1585823460955,Western,0,4,3,2,4,3,3,2,2,Male,1965 to 1996,"$160,000 or higher",Grad school,Asian,Not religious,Democrat,1,2,2,3
-20,40,60,146.547855598347,33.1753731497142,Western,0,4,4,3,1,2,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Catholic,Independent,3,2,2,2
-2,49,51,163.493467302722,73.2244135580318,Western,0,4,4,2,2,2,3,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Catholic,Independent,1,2,2,3
-40,30,70,164.74876947573,80.5119515570457,Western,0,2,2,4,4,1,2,1,2,Female,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Not religious,Independent,1,2,2,3
-92,4,96,156.902094596001,55.7683283740268,Western,0,4,3,4,4,1,1,1,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),African-American,Orthodox,Independent,2,3,1,0
-34,33,67,172.447399246593,91.4580506505026,Western,0,4,4,4,4,1,2,1,1,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,1,2,2,3
-2,49,51,145.6276234501,25.1827539104539,Western,0,4,4,3,4,2,2,2,1,Female,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Other Christians,Republican,1,1,2,2
-80,10,90,190.940473737826,40.8069526245986,Western,1,1,3,1,2,1,3,1,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Other Christians,Democrat,1,1,2,2
0,50,50,155.33299557658,65.6797648157114,Western,0,1,3,3,2,3,4,3,2,Female,After 1996,"$40,000 to $69,999",College (no degree),Asian,Other faiths,Republican,3,2,1,1
-30,35,65,22.0908629724955,5.37126614959665,Eastern,0,1,3,1,2,2,2,2,2,Female,After 1996,"$40,000 to $69,999",High,Latin or Hispanic,Other Christians,Independent,1,2,2,3
90,95,5,177.947506199375,25.9622524573383,Eastern,0,2,2,2,4,2,1,2,1,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
32,66,34,166.362580187074,68.8237212879502,Western,0,4,2,1,3,1,3,2,1,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Republican,1,3,1,1
40,70,30,170.599422398378,58.5619110073883,Western,0,4,3,2,4,1,2,2,2,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Asian,Not religious,Independent,1,2,2,3
-38,31,69,126.743395429211,42.2595853429973,Eastern,0,4,3,2,3,2,3,2,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Independent,1,2,1,2
