,statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
10212,66035,0.74459195,0.7129668,1.0,1.0,0.46218666,0.2136165,0.098730706,0.045632016,3.0,4.0,0.0,0.0,1.0,0.46218666,0.2136165,0.098730706,0.045632016,0.03162515
10215,66036,0.67249596,0.6741961,1.0,1.0,0.29523528,0.087163866,0.025733849,0.00759754,6.0,7.0,0.0,1.0,1.0,0.29523528,0.087163866,0.025733849,0.00759754,-0.001700163
10216,66036,0.5316956,0.63585216,1.0,1.0,0.36710548,0.13476643,0.049473498,0.018161992,7.0,8.0,0.0,0.0,1.0,0.36710548,0.13476643,0.049473498,0.018161992,-0.104156554
10219,66962,0.58322585,0.58322585,1.0,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0,0.0,1.2330129,1.3238317,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0
10220,66962,0.58322585,0.58322585,1.0,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0,0.0,1.5344111,1.634179,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0
10221,66962,0.58012,0.58322585,1.0,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0,0.0,1.5041432,1.5853497,1.0,0.16922152,0.028635923,0.004845814,0.000820016,-0.003105819
10224,66963,0.5591142,0.64385325,1.0,1.0,0.23528704,0.055359993,0.013025489,0.003064729,2.0,2.0,0.0,0.0,1.0,0.23528704,0.055359993,0.013025489,0.003064729,-0.08473903
10225,66963,0.4785793,0.61764354,1.0,1.0,0.118228465,0.01397797,0.001652594,0.000195384,3.0,3.0,0.0,0.0,1.0,0.118228465,0.01397797,0.001652594,0.000195384,-0.13906422
10226,66963,0.4580085,0.5591142,1.0,1.0,-0.038068533,0.001449213,-5.52e-05,2.1002188e-06,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10110572
10229,66972,0.58322585,0.58322585,1.0,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0,0.0,1.2330129,1.3238317,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0
10230,66972,0.58322585,0.58322585,1.0,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0,0.0,1.5344111,1.634179,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0
10231,66972,0.5863317,0.58322585,1.0,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.0,0.0,1.5041432,1.5853497,1.0,0.16922152,0.028635923,0.004845814,0.000820016,0.003105879
10234,66973,0.5048664,0.52529263,1.0,1.0,0.031544566,0.00099506,3.1388725e-05,9.901437e-07,0.0,0.0,0.0,1.0,1.0,0.031544566,0.00099506,3.1388725e-05,9.901437e-07,-0.020426214
10235,66973,0.4785793,0.5157723,1.0,1.0,0.009732842,9.4728224e-05,9.2197484e-07,8.973436e-09,1.0,1.0,0.0,0.0,1.0,0.009732842,9.4728224e-05,9.2197484e-07,8.973436e-09,-0.03719297
10236,66973,0.4580085,0.5048664,1.0,1.0,-0.038068533,0.001449213,-5.52e-05,2.1002188e-06,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046857923
10239,67011,0.51081306,0.5005799,1.0,1.0,0.18084523,0.032704998,0.005914543,0.001069617,1.0,1.0,0.0,1.0,1.0,0.18084523,0.032704998,0.005914543,0.001069617,0.010233164
10242,67012,0.39076784,0.3946284,1.0,0.0,-0.067325145,0.004532675,-0.000305163,2.0545143e-05,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003860563
10243,67012,0.4610386,0.4663374,1.0,0.0,-0.21846434,0.04772667,-0.010426575,0.002277835,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.005298823
10244,67012,0.50025797,0.39076784,1.0,0.0,-0.07792282,0.006071966,-0.000473145,3.6868772e-05,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.10949013
10247,67013,0.33504432,0.49119556,1.0,0.0,-0.11946607,0.014272141,-0.001705037,0.000203694,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15615124
10248,67013,0.31879973,0.44026697,1.0,0.0,-0.32991135,0.1088415,-0.035908047,0.011846473,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.12146723
10249,67013,0.512727,0.33504432,1.0,0.0,-0.36240053,0.13133414,-0.047595564,0.017248658,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1776827
10252,67014,0.5817307,0.5538179,1.0,1.0,0.3110748,0.09676753,0.030101938,0.009363954,1.0,1.0,0.0,0.0,1.0,0.3110748,0.09676753,0.030101938,0.009363954,0.027912796
10253,67014,0.51043797,0.6262697,1.0,1.0,0.18348902,0.033668224,0.006177749,0.001133549,2.0,2.0,0.0,0.0,1.0,0.18348902,0.033668224,0.006177749,0.001133549,-0.11583173
10254,67014,0.4790231,0.5817307,1.0,1.0,0.048460394,0.00234841,0.000113805,5.5150285e-06,3.0,3.0,0.0,0.0,1.0,0.048460394,0.00234841,0.000113805,5.5150285e-06,-0.102707624
10257,67015,0.4844004,0.37202826,1.0,0.0,-0.430123,0.1850058,-0.07957525,0.034227144,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11237213
10258,67015,0.40195733,0.28208372,1.0,0.0,-0.031199217,0.000973391,-3.04e-05,9.474903e-07,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11987361
10259,67015,0.43797034,0.4844004,1.0,0.0,-0.19608533,0.03844946,-0.007539375,0.001478361,4.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.04643005
10262,67016,0.29969198,0.2801667,1.0,0.0,-0.29080424,0.08456711,-0.024592472,0.007151595,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01952529
10263,67016,0.30420458,0.3545979,1.0,0.0,-0.38338512,0.14698415,-0.056351535,0.02160434,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,-0.050393313
10266,67021,0.5340519,0.47287852,1.0,0.0,0.14911774,0.0222361,0.003315797,0.000494444,0.0,0.0,1.0,1.0,1.0,0.14911774,0.0222361,0.003315797,0.000494444,0.06117338
10269,67022,0.42363945,0.47451842,1.0,0.0,-0.14327416,0.020527484,-0.002941058,0.000421378,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.05087897
10270,67022,0.511149,0.42836294,1.0,0.0,-0.15272114,0.023323746,-0.003562029,0.000543997,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08278605
10271,67022,0.50818425,0.42363945,1.0,0.0,0.022297949,0.000497199,1.1086507e-05,2.4720637e-07,0.0,0.0,4.0,5.0,1.0,0.022297949,0.000497199,1.1086507e-05,2.4720637e-07,0.08454481
10274,67023,0.38748753,0.46088284,1.0,0.0,0.1507765,0.022733554,0.003427686,0.000516815,2.0,2.0,0.0,0.0,1.0,0.1507765,0.022733554,0.003427686,0.000516815,-0.07339531
10275,67023,0.6164965,0.57538825,1.0,1.0,-0.22502494,0.050636224,-0.011394413,0.002564027,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04110825
10276,67023,0.46613052,0.38748753,1.0,0.0,0.232993,0.054285742,0.012648198,0.002946942,2.0,3.0,0.0,0.0,1.0,0.232993,0.054285742,0.012648198,0.002946942,0.078642994
10279,67024,0.43367657,0.54505914,1.0,1.0,0.025643677,0.000657598,1.6863234e-05,4.3243531e-07,0.0,0.0,0.0,0.0,1.0,0.025643677,0.000657598,1.6863234e-05,4.3243531e-07,-0.111382574
10280,67024,0.35302767,0.49480575,1.0,1.0,-0.13264683,0.017595181,-0.002333945,0.00030959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14177808
10281,67024,0.3025364,0.43367657,1.0,0.0,-0.2694783,0.07261855,-0.019569123,0.005273454,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.13114017
10284,67025,0.5518402,0.46163422,1.0,0.0,-0.002320021,5.3824992e-06,-1.25e-08,2.8971298e-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09020597
10285,67025,0.5740255,0.49133506,1.0,0.0,0.11445588,0.013100148,0.001499389,0.000171614,1.0,1.0,0.0,0.0,1.0,0.11445588,0.013100148,0.001499389,0.000171614,0.08269045
10286,67025,0.57595474,0.5518402,1.0,1.0,0.16339368,0.026697494,0.004362202,0.000712756,2.0,2.0,0.0,0.0,1.0,0.16339368,0.026697494,0.004362202,0.000712756,0.02411455
10289,67026,0.42439386,0.5049552,1.0,1.0,-0.099665046,0.009933122,-0.000989985,9.86669e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08056131
10290,67026,0.4345731,0.35860866,1.0,0.0,-0.12560466,0.01577653,-0.001981606,0.000248899,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07596445
10293,67035,0.32736748,0.0,1.0,0.0,-0.49502605,0.24505079,-0.12130652,0.06004989,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32736748
10294,67035,0.3086377,0.24955513,1.0,0.0,-0.3383997,0.114514366,-0.03875163,0.01311354,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.059082583
10295,67035,0.58347094,0.32736748,1.0,0.0,-0.35962483,0.12933002,-0.046510287,0.016726254,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25610346
10298,67036,0.47265723,0.5894893,1.0,1.0,0.19121343,0.036562577,0.006991256,0.001336822,2.0,2.0,0.0,0.0,1.0,0.19121343,0.036562577,0.006991256,0.001336822,-0.11683205
10299,67036,0.0,0.5897993,1.0,1.0,-0.038716525,0.001498969,-5.8e-05,2.246909e-06,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5897993
10302,68015,0.3052814,0.28906244,1.0,0.0,-0.49161804,0.2416883,-0.11881833,0.05841323,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01621896
10303,68015,0.3181913,0.24404483,1.0,0.0,-0.3894372,0.15166134,-0.059062563,0.023001159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074146464
10304,68015,0.4490652,0.3052814,1.0,0.0,-0.34800255,0.121105775,-0.042145118,0.01466661,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14378381
10307,68981,0.4551035,0.43980467,1.0,0.0,-0.03049329,0.000929841,-2.84e-05,8.646037e-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015298814
10310,68982,0.4180957,0.39898202,1.0,0.0,-0.123663455,0.01529265,-0.001891142,0.000233865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911369
10311,68982,0.46417964,0.43816826,1.0,0.0,-0.16380858,0.026833253,-0.004395517,0.000720023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026011378
10312,68982,0.47710505,0.4180957,1.0,0.0,-0.07164073,0.005132394,-0.000367688,2.634147e-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.059009343
10315,68983,0.47699,0.38622352,1.0,0.0,0.015886456,0.000252379,4.0094155e-06,6.36954e-08,0.0,0.0,4.0,4.0,1.0,0.015886456,0.000252379,4.0094155e-06,6.36954e-08,0.09076649
10316,68983,0.372629,0.5079432,1.0,1.0,-0.04601994,0.002117835,-9.75e-05,4.485225e-06,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.13531423
10317,68983,0.50261384,0.47699,1.0,0.0,-0.25474203,0.0648935,-0.016531102,0.004211166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025623828
10320,68984,0.5644441,0.51696867,1.0,1.0,0.09402597,0.008840883,0.000831273,7.816121e-05,3.0,3.0,0.0,0.0,1.0,0.09402597,0.008840883,0.000831273,7.816121e-05,0.047475457
10321,68984,0.4136902,0.547013,1.0,1.0,0.12888825,0.016612181,0.002141115,0.000275965,4.0,4.0,0.0,0.0,1.0,0.12888825,0.016612181,0.002141115,0.000275965,-0.13332278
10322,68984,0.31430945,0.5644441,1.0,1.0,-0.17261958,0.02979752,-0.005143635,0.000887892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25013468
10325,68985,0.3052814,0.28906244,1.0,0.0,-0.49161804,0.2416883,-0.11881833,0.05841323,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01621896
10326,68985,0.3181913,0.24404483,1.0,0.0,-0.3894372,0.15166134,-0.059062563,0.023001159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074146464
10327,68985,0.4490652,0.3052814,1.0,0.0,-0.34800255,0.121105775,-0.042145118,0.01466661,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14378381
10330,68986,0.40824258,0.39303067,1.0,0.0,-0.119288266,0.014229691,-0.001697435,0.000202484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01521191
10331,68986,0.38686365,0.4129625,1.0,0.0,-0.14420211,0.02079425,-0.002998575,0.000432401,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.026098847
10334,71011,0.46024883,0.0,1.0,0.0,-0.5449797,0.29700285,-0.16186053,0.0882107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46024883
10337,71012,0.46439347,0.0,1.0,0.0,-0.18169379,0.033012636,-0.005998191,0.001089834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46439347
10338,71012,0.5491896,0.4091531,1.0,0.0,-0.07121304,0.005071297,-0.000361142,2.5718049e-05,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14003652
10339,71012,0.51632386,0.46439347,1.0,0.0,0.098379254,0.009678477,0.000952161,9.3672934e-05,0.0,1.0,0.0,0.0,1.0,0.098379254,0.009678477,0.000952161,9.3672934e-05,0.051930398
10342,71013,0.34880298,0.5075737,1.0,1.0,-0.18170354,0.033016175,-0.005999156,0.001090068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15877074
10343,71013,0.21257214,0.40914825,1.0,0.0,-0.30239403,0.09144215,-0.027651561,0.008361667,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1965761
10344,71013,0.3664979,0.34880298,1.0,0.0,-0.53959966,0.2911678,-0.15711404,0.08477868,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01769492
10347,71014,0.73947084,0.34225914,1.0,0.0,0.7156986,0.5122245,0.36659834,0.26237392,8.0,8.0,0.0,0.0,1.0,0.7156986,0.5122245,0.36659834,0.26237392,0.3972117
10348,71014,0.5935241,0.8578493,1.0,1.0,0.47894165,0.22938511,0.10986208,0.052617524,9.0,9.0,0.0,0.0,1.0,0.47894165,0.22938511,0.10986208,0.052617524,-0.2643252
10349,71014,0.3983879,0.73947084,1.0,1.0,0.1870482,0.03498703,0.00654426,0.001224092,10.0,10.0,0.0,1.0,1.0,0.1870482,0.03498703,0.00654426,0.001224092,-0.34108293
10352,71015,0.67481285,0.4984549,1.0,1.0,0.18810675,0.03538415,0.006655997,0.001252038,1.0,1.0,0.0,1.0,1.0,0.18810675,0.03538415,0.006655997,0.001252038,0.17635795
10353,71015,0.62881166,0.47759482,1.0,1.0,0.40895885,0.16724734,0.06839728,0.027971674,2.0,2.0,0.0,0.0,1.0,0.40895885,0.16724734,0.06839728,0.027971674,0.15121683
10354,71015,0.41895068,0.67481285,1.0,1.0,0.3447752,0.11886994,0.040983405,0.014130062,3.0,3.0,0.0,0.0,1.0,0.3447752,0.11886994,0.040983405,0.014130062,-0.25586218
10357,71016,0.43455085,0.47640583,1.0,1.0,-0.06557253,0.004299757,-0.000281946,1.8487908e-05,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.041854978
10358,71016,0.6184447,0.46721372,1.0,0.0,-0.06177318,0.003815926,-0.000235722,1.456129e-05,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15123096
10361,71021,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10364,71022,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
10365,71022,0.6095311,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6095311
10366,71022,0.62693477,0.0,1.0,0.0,0.21906221,0.04798825,0.010512413,0.002302872,0.0,0.0,0.0,0.0,1.0,0.21906221,0.04798825,0.010512413,0.002302872,0.62693477
10369,71023,0.70928293,0.64626586,1.0,1.0,0.29258156,0.08560397,0.025046142,0.00732804,3.0,3.0,0.0,0.0,1.0,0.29258156,0.08560397,0.025046142,0.00732804,0.06301707
10370,71023,0.60742545,0.6462908,1.0,1.0,0.4185659,0.17519741,0.07333166,0.030694133,4.0,4.0,0.0,0.0,1.0,0.4185659,0.17519741,0.07333166,0.030694133,-0.038865328
10371,71023,0.77881575,0.70928293,1.0,1.0,0.23184535,0.053752266,0.012462213,0.002889306,5.0,5.0,0.0,0.0,1.0,0.23184535,0.053752266,0.012462213,0.002889306,0.06953281
10374,71024,0.41017625,0.68384624,1.0,1.0,-0.10335258,0.010681755,-0.001103987,0.0001141,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,-0.27367
10375,71024,0.45270136,0.4269202,1.0,0.0,-0.1498917,0.022467524,-0.003367695,0.00050479,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.025781155
10376,71024,0.41956404,0.41017625,1.0,0.0,-0.06691638,0.004477801,-0.000299638,2.0050706e-05,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.009387791
10379,71025,0.39594722,0.4053297,1.0,0.0,-0.38904548,0.15135638,-0.058884516,0.022908755,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.009382486
10380,71025,0.3853929,0.30547726,1.0,0.0,-0.18658912,0.0348155,-0.006496194,0.001212119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07991564
10381,71025,0.31199947,0.39594722,1.0,0.0,-0.20275778,0.041110717,-0.008335518,0.001690091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08394775
10384,71026,0.33735722,0.27978298,1.0,0.0,-0.3812017,0.14531475,-0.055394232,0.021116376,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.057574242
10385,71026,0.34496242,0.26044402,1.0,0.0,-0.27068806,0.07327203,-0.019833863,0.00536879,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0845184
10388,71031,0.0,0.0,1.0,0.0,-0.8436153,0.7116868,-0.60038984,0.50649804,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10391,71032,0.6858461,0.5080245,1.0,1.0,0.30625927,0.09379474,0.02872551,0.008797454,1.0,1.0,5.0,5.0,1.0,0.30625927,0.09379474,0.02872551,0.008797454,0.17782158
10392,71032,0.0,0.65312964,1.0,1.0,0.37169215,0.13815506,0.05135115,0.01908682,2.0,2.0,0.0,0.0,1.0,0.37169215,0.13815506,0.05135115,0.01908682,-0.65312964
10393,71032,1.0,0.6858461,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3141539
10396,71033,0.6746186,0.74827754,1.0,1.0,0.4861759,0.236367,0.11491594,0.05586936,6.0,6.0,0.0,0.0,1.0,0.4861759,0.236367,0.11491594,0.05586936,-0.07365894
10397,71033,0.559985,0.74308795,1.0,1.0,0.34923717,0.1219666,0.04259527,0.014875853,7.0,7.0,0.0,0.0,1.0,0.34923717,0.1219666,0.04259527,0.014875853,-0.18310297
10398,71033,0.6156103,0.6746186,1.0,1.0,0.14203665,0.020174408,0.002865505,0.000407007,8.0,8.0,0.0,0.0,1.0,0.14203665,0.020174408,0.002865505,0.000407007,-0.0590083
10401,71034,0.7285696,0.6990931,1.0,1.0,0.44669107,0.19953291,0.08912957,0.03981338,11.0,11.0,0.0,0.0,1.0,0.44669107,0.19953291,0.08912957,0.03981338,0.029476523
10402,71034,0.5343564,0.7233455,1.0,1.0,0.45713925,0.2089763,0.09553127,0.043671094,12.0,12.0,0.0,0.0,1.0,0.45713925,0.2089763,0.09553127,0.043671094,-0.1889891
10403,71034,0.70564157,0.7285696,1.0,1.0,0.06871286,0.004721457,0.000324425,2.2292157e-05,0.0,0.0,0.0,0.0,1.0,0.06871286,0.004721457,0.000324425,2.2292157e-05,-0.02292806
10406,71035,0.75946766,0.8963333,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.13686562
10407,71035,0.7117696,1.0,1.0,1.0,0.5189353,0.26929387,0.1397461,0.07251919,4.0,4.0,0.0,0.0,1.0,0.5189353,0.26929387,0.1397461,0.07251919,-0.28823042
10408,71035,0.6031503,0.75946766,1.0,1.0,0.42353916,0.17938542,0.07597675,0.03217913,5.0,5.0,0.0,1.0,1.0,0.42353916,0.17938542,0.07597675,0.03217913,-0.15631735
10411,71036,0.535152,0.51175815,1.0,1.0,0.03652954,0.001334407,4.874529e-05,1.7806431e-06,8.0,8.0,0.0,0.0,1.0,0.03652954,0.001334407,4.874529e-05,1.7806431e-06,0.02339387
10412,71036,0.4503557,0.49751225,1.0,1.0,0.12415159,0.015413617,0.001913625,0.00023758,9.0,9.0,0.0,1.0,1.0,0.12415159,0.015413617,0.001913625,0.00023758,-0.047156543
10415,71041,0.67189664,0.528501,1.0,1.0,0.03341219,0.001116374,3.730051e-05,1.2462916e-06,1.0,1.0,0.0,0.0,1.0,0.03341219,0.001116374,3.730051e-05,1.2462916e-06,0.14339566
10418,71042,0.38073957,0.44999918,1.0,0.0,-0.24555075,0.060295172,-0.014805525,0.003635508,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.069259614
10419,71042,0.4002993,0.36688226,1.0,0.0,-0.23852086,0.0568922,-0.013569977,0.003236722,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.033417046
10420,71042,0.34691793,0.38073957,1.0,0.0,-0.19940138,0.03976091,-0.00792838,0.00158093,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.033821642
10423,71043,0.5945274,0.56509537,1.0,1.0,0.4384848,0.19226891,0.08430699,0.036967333,1.0,1.0,0.0,0.0,1.0,0.4384848,0.19226891,0.08430699,0.036967333,0.029432058
10424,71043,0.55626124,0.7192424,1.0,1.0,0.18905485,0.035741735,0.006757148,0.001277472,2.0,2.0,0.0,0.0,1.0,0.18905485,0.035741735,0.006757148,0.001277472,-0.16298115
10425,71043,0.6796241,0.5945274,1.0,1.0,0.14134589,0.019978661,0.002823901,0.000399147,3.0,3.0,0.0,0.0,1.0,0.14134589,0.019978661,0.002823901,0.000399147,0.08509666
10428,71044,0.46711174,0.67440116,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.20728943
10429,71044,0.55372655,1.0,1.0,1.0,0.004009396,1.6075255e-05,6.445206e-08,2.5841382e-10,7.0,7.0,0.0,0.0,1.0,0.004009396,1.6075255e-05,6.445206e-08,2.5841382e-10,-0.44627345
10430,71044,0.65276635,0.46711174,1.0,1.0,0.10745314,0.011546177,0.001240673,0.000133314,0.0,0.0,0.0,0.0,1.0,0.10745314,0.011546177,0.001240673,0.000133314,0.18565461
10433,71045,0.70159596,0.6386055,1.0,1.0,0.24695995,0.06098922,0.015061894,0.003719685,3.0,3.0,0.0,1.0,1.0,0.24695995,0.06098922,0.015061894,0.003719685,0.06299049
10434,71045,0.99278903,0.6139505,1.0,1.0,0.40319195,0.16256376,0.0655444,0.026426973,4.0,4.0,0.0,0.0,1.0,0.40319195,0.16256376,0.0655444,0.026426973,0.37883854
10435,71045,0.54686534,0.70159596,1.0,1.0,0.9859123,0.9720231,0.95832956,0.9448289,5.0,5.0,0.0,0.0,1.0,0.9859123,0.9720231,0.95832956,0.9448289,-0.15473062
10438,71046,0.3610121,0.45699474,1.0,0.0,-0.26417658,0.06978926,-0.018436689,0.004870541,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.09598264
10439,71046,0.34401992,0.34911963,1.0,0.0,-0.24362826,0.05935473,-0.01446049,0.003522984,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.005099714
10442,71051,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10445,71052,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10446,71052,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
10447,71052,0.8373153,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.8373153
10450,71053,0.7125949,0.8045233,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.09192836
10451,71053,0.72781104,1.0,1.0,1.0,0.42518988,0.18078643,0.076868564,0.032683734,1.0,1.0,0.0,0.0,1.0,0.42518988,0.18078643,0.076868564,0.032683734,-0.27218896
10452,71053,0.7080555,0.7125949,1.0,1.0,0.49068454,0.24077132,0.11814276,0.057970826,2.0,2.0,0.0,0.0,1.0,0.49068454,0.24077132,0.11814276,0.057970826,-0.00453943
10455,71054,0.6184413,0.8184407,1.0,1.0,0.2187098,0.047833975,0.010461759,0.002288089,0.0,0.0,0.0,0.0,1.0,0.2187098,0.047833975,0.010461759,0.002288089,-0.19999939
10456,71054,0.6684316,0.59584093,1.0,1.0,0.23688257,0.05611335,0.013292274,0.003148708,1.0,1.0,0.0,0.0,1.0,0.23688257,0.05611335,0.013292274,0.003148708,0.07259065
10457,71054,0.5110934,0.6184413,1.0,1.0,0.33686316,0.11347679,0.03822615,0.012876982,2.0,2.0,0.0,0.0,1.0,0.33686316,0.11347679,0.03822615,0.012876982,-0.107347906
10460,71055,0.7517002,0.57914543,1.0,1.0,0.48530048,0.23551656,0.1142963,0.05546805,1.0,1.0,0.0,4.0,1.0,0.48530048,0.23551656,0.1142963,0.05546805,0.17255479
10461,71055,0.7640852,0.7230285,1.0,1.0,0.53089195,0.28184626,0.14962992,0.079437315,2.0,2.0,0.0,0.0,1.0,0.53089195,0.28184626,0.14962992,0.079437315,0.041056693
10462,71055,0.7717845,0.7517002,1.0,1.0,0.5712929,0.32637554,0.18645602,0.106521,0.0,0.0,0.0,0.0,1.0,0.5712929,0.32637554,0.18645602,0.106521,0.020084262
10465,71056,0.7044256,0.6863842,1.0,1.0,0.3950634,0.15607509,0.061659556,0.024359433,8.0,8.0,0.0,1.0,1.0,0.3950634,0.15607509,0.061659556,0.024359433,0.018041372
