"","total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","fuel_type","distance","forcing","treat","katiya","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","hb_r","yrs_r","el_r","ex_zsc","ex_icw","k_zsc","k_icw","l_zsc","l_icw","a_zsc","a_icw","ha_zsc","ha_icw","sa_zsc","sa_icw","village","te_log","fe_log","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other"
"614",6000,3500,750,108,NA,1,5,5,0,0,0,0,10,30,3.66666666666667,2.57142857142857,4,2,4,2,2.8,3,200,NA,0,0,3.8,0.4,2,25,1,0,NA,0,1,65,1,1,TRUE,NA,NA,NA,1107,NA,NA,NA,4,2,0,2,4,10,NA,NA,NA,1.34464475726054,0.913979011203877,1.39819147843838,0.773682403916635,-0.767332865005008,-0.378574095383095,4.93456307177807,4.17215254879948,1.31372432321714,0.984070196579689,-0.293152613627496,-0.0734133492612317,"Ramgadhi",8.69951491487685,8.16051853319175,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"618",2000,2000,0,52,0,1,1,3,0,0,0,0,0,0,4.16666666666667,0,4,2,4,4,3.6,4,100,NA,0,0,3.2,0,2,28,1,1,0,0,0,40,1,0,FALSE,25,1,5.33333333333333,1108,5.33333333333333,7,5.33333333333333,6,2,0,2,2,13,25,1,5,-0.680201851789615,-0.255368048155108,-0.0048279172403913,-0.025930719796989,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.0259741750488897,-0.343174045877138,0.041702153950374,-0.540781574652732,"Ramjodh gokulpu",7.60090295954196,7.60090295954196,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619",3000,2800,100,52,NA,1,2,5,0,NA,0,0,1,0,2.33333333333333,1.85714285714286,4,2,4,4,3,5,200,NA,1,0,3.2,0,2,56,0,0,NA,0,1,40,1,1,FALSE,15,NA,NA,1108,NA,NA,NA,2,1,0,1,0,10,15,NA,NA,-0.22159869431051,-0.112110460419407,0.525702697173985,0.544889381453593,NA,-0.13765653750343,-0.225185894741086,-0.348460618036409,-0.58207068388181,-0.361081766000331,0.826562078222989,0.324998212304587,"Ramjodh gokulpu",8.00636790098353,7.93737505330609,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"620",8000,6500,500,52,0,1,1,3,0,0,1,0,1,6,4,1.85714285714286,4,2,4,4,3.6,4,120,NA,1,1,3.2,0.2,2,27,1,1,0,0,1,35,1,0,FALSE,25,5,7.33333333333333,1108,7.33333333333333,7.66666666666667,7.66666666666667,6,2,0,2,2,12,25,5,7,1.90398067624687,0.603302559026984,-0.0048279172403913,-0.025930719796989,0.354953546331173,0.0311747926431108,0.23468141162137,0.437245544018987,1.14282350708995,0.744359373254778,1.01341683484441,-0.0279208330536425,"Ramjodh gokulpu",8.98719694566197,8.77955760972987,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"621",6000,5000,0,60,0,1,1,3,0,0,0,0,1,0,4.33333333333333,2.85714285714286,2,4,4,4,3.2,4,100,NA,0,1,3.6,0.2,1,31,1,1,0,0,1,35,0,1,FALSE,10,3,13.3333333333333,1110,13.3333333333333,6,8.33333333333333,6,3,0,2,3,12,10,3,13,0.837444140761438,0.414917288012952,-0.0048279172403913,-0.025930719796989,-0.767332865005008,-0.378574095383095,-0.225185894741086,-0.348460618036409,2.21003386133446,1.61056627275211,0.455315712277675,0.157518624781924,"Sahdei",8.69951491487685,8.51719339141622,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"622",3000,2500,0,26,NA,1,1,3,0,0.333333333333333,0,0,2,0,3,1.42857142857143,4,4,4,4,3.4,5,50,NA,1,0,3.6,0,2,59,0,0,NA,0,1,50,1,1,FALSE,5,NA,NA,1110,NA,NA,NA,2,1,0,2,3,10,5,NA,NA,-0.580734728703684,-0.403095316993676,-0.0048279172403913,-0.025930719796989,-0.396202432022377,-0.205730372842497,0.0926377091152326,-0.282673689529864,-0.201640800086033,-0.195384741003848,1.09401477994374,0.568012903034622,"Sahdei",8.00636790098353,7.82404641085621,0,0,0,0,0,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"623",12000,10000,0,112,NA,1,3,4,0,0,0,0,1,1,3,2.85714285714286,4,2,4,2,2.8,3,50,NA,0,1,3.2,0.2,2,32,1,0,NA,0,1,55,1,0,TRUE,15,NA,NA,1110,NA,NA,NA,4,2,0,2,0,10,15,NA,NA,3.5558328842732,1.87241330581565,0.696681780598996,0.373875842059823,-0.767332865005008,-0.378574095383095,-0.148541343680677,-0.217509591027176,0.830118508557056,0.726213361348019,-0.524653425128364,-0.250448111626689,"Sahdei",9.39266201210347,9.21034047197618,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624",8000,6000,600,56,400,1,2,4,0,0,0,0,9,8.2,4,2.42857142857143,4,4,4,4,3.6,4,250,NA,0,1,4,0.2,1,30,1,1,0,0,1,40,1,0,TRUE,7,10,11.6666666666667,1109,11.6666666666667,7.33333333333333,3.33333333333333,6,2,0,2,4,10,7,10,12,1.86571371611725,0.639617723472997,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,2.94588825480482,1.25163323149166,1.55552723054718,1.11299861419552,1.63788907537933,0.743379392352954,"Sahdei",8.98719694566197,8.69951491487685,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0
"625",10000,6000,1000,56,250,1,2,3,0,0,0,0,10,20,4.33333333333333,3,4,4,4,2,3,4,200,NA,0,1,4.2,0.3,1,28,1,1,0,0,1,45,1,0,TRUE,20,10,15,1109,15,6,3.33333333333333,8,2,0,2,4,10,20,10,15,2.4710048937402,0.90260459210209,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,4.16811756117397,2.86264227870715,2.31320979219877,1.70272608298729,0.997106835459781,0.829198527500009,"Sahdei",9.21034047197618,8.69951491487685,0,0,0,0,0,0,NA,2,0,4,0,2,0,0,1,0,0,0,0,0,0,0
"626",12000,10000,0,112,NA,1,3,5,0,0,0,0,0,0,4.5,2.14285714285714,4,4,4,2,3.2,3,100,NA,0,1,3.6,0,2,27,1,0,NA,0,1,60,0,1,TRUE,5,NA,NA,1110,NA,NA,NA,5,3,0,2,4,13,5,NA,NA,3.5558328842732,1.87241330581565,0.816532290928784,0.621153722274608,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,1.8666436261101,1.26031133550168,0.292118875137475,0.22434685122366,"Sahdei",9.39266201210347,9.21034047197618,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627",3500,2700,0,0,NA,0,0,0,0,0.166666666666667,0,0,1,0,2.83333333333333,0,4,4,4,4,3.4,5,100,NA,1,0,3.6,0,2,47,0,0,NA,0,1,60,1,1,FALSE,10,NA,NA,1110,NA,NA,NA,2,1,0,1,3,10,10,NA,NA,-0.64155070255213,-0.622588423386461,-1.36327300540094,-1.22952276605159,-0.581767648513693,-0.292152234112796,-0.225185894741086,-0.348460618036409,-1.4058895278263,-1.22752695728123,1.23134467958001,0.6259579710647,"Sahdei",8.16051853319175,7.90100742236272,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"628",4000,3100,100,52,NA,1,2,4,0,0.5,0.5,0,2,0,2.33333333333333,2.42857142857143,4,2,4,4,3,5,100,NA,0,1,3.4,0,2,59,0,0,NA,0,1,48,1,1,TRUE,4,NA,NA,1110,NA,NA,NA,2,1,0,1,0,10,4,NA,NA,0.0107691398748519,0.0279741948744978,0.405852186844196,0.297611501238809,0.35050599013703,0.0855659324409059,0.0926377091152326,-0.282673689529864,-0.169366960424575,0.00755747494041537,0.620171389922021,0.30397234698529,"Sahdei",8.294049890102,8.03915771305383,0,0,0,1,0,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"629",3000,2600,0,52,NA,1,2,6,0,0.166666666666667,0,0,0,0,2.66666666666667,2,4,2,4,4,3,5,50,NA,1,0,3.2,0,2,59,0,0,NA,0,1,55,1,1,TRUE,8,NA,NA,1109,NA,NA,NA,2,1,0,1,2,10,8,NA,NA,-0.359635657920859,-0.111836373046676,0.645553207503774,0.792167261668378,-0.581767648513693,-0.292152234112796,-0.543009498597405,-0.414247546542954,-0.13391591482315,-0.0478337279141229,0.414572379314171,0.151163008214351,"Sahdei",8.00636790098353,7.86326710862488,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630",4000,3000,400,84,NA,1,2,4,0,0.333333333333333,0,0,1,1,2.33333333333333,1.42857142857143,2,2,2,3,2.2,3,20,NA,0,1,4,0.1,2,55,0,0,NA,0,1,32,1,1,TRUE,NA,NA,NA,1112,NA,NA,NA,2,2,0,1,1,8,NA,NA,NA,0.455021848948267,0.376167270943526,0.405852186844196,0.297611501238809,-0.396202432022377,-0.205730372842497,-0.148541343680677,-0.217509591027176,-0.891598476474737,-0.637561196705891,-1.09980018190981,-0.337054914856403,"Saiyyadnagar (pol no 1)",8.294049890102,8.00636790098353,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631",5000,3000,0,0,NA,0,0,0,0,0.333333333333333,0,0,2,3,2.66666666666667,2,3,4,3,4,3.4,3,0,NA,0,0,3.2,0.1,1,33,1,0,NA,0,1,60,1,1,FALSE,NA,NA,NA,1112,NA,NA,NA,3,3,0,1,0,9,NA,NA,NA,-0.337098131115785,-0.414184950352867,-1.36327300540094,-1.22952276605159,-0.396202432022377,-0.205730372842497,0.322571362296461,0.110179391497834,-0.13391591482315,-0.0478337279141229,-0.573836288315443,-0.584038591580656,"Saiyyadnagar (pol no 1)",8.51719339141622,8.00636790098353,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"632",3000,2500,0,100,NA,1,1,2,0,0,0,0,1,1,2.66666666666667,1.71428571428571,2,2,2,3,2.2,3,30,NA,0,0,3.6,0,2,56,0,0,NA,1,0,25,1,1,FALSE,NA,NA,NA,1112,NA,NA,NA,1,2,0,1,2,10,NA,NA,NA,-0.0351281248932232,0.422602196980158,-0.12467842757018,-0.273208600011773,-0.767332865005008,-0.378574095383095,-0.148541343680677,-0.217509591027176,-0.340267776551767,-0.232153348384496,-1.69859027310136,-0.744370701316852,"Saiyyadnagar (pol no 1)",8.00636790098353,7.82404641085621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633",4000,3000,100,81,NA,1,3,6,0,0.5,0.5,0,2,4,2.33333333333333,1.57142857142857,3,3,3,2,2.6,4,100,NA,0,1,3.4,0.2,2,59,0,0,NA,0,1,42,1,0,TRUE,NA,NA,NA,1111,NA,NA,NA,1,2,0,2,1,8,NA,NA,NA,0.195188490843045,0.350409349151294,0.936382801258573,0.868431602489392,0.35050599013703,0.0855659324409059,0.39921591335687,0.241130418507067,-0.788422545610428,-0.545401386470705,-0.381628919826961,-0.0999118801585514,"Saiyyad nagar",8.294049890102,8.00636790098353,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634",6000,3000,500,0,NA,0,0,0,0,0.666666666666667,0.5,0,1,1,3,2,3,4,4,4,3.6,3,0,NA,0,0,3.2,0.1,1,33,1,0,NA,0,1,35,1,1,FALSE,NA,NA,NA,1112,NA,NA,NA,3,4,0,2,0,9,NA,NA,NA,0.203261629159945,-0.290407817785568,-1.36327300540094,-1.22952276605159,0.536071206628345,0.171987793711205,-0.148541343680677,-0.217509591027176,0.211062923371202,0.173254499936899,-0.312329613582676,-0.491383326483818,"Saiyyadnagar (pol no 1)",8.69951491487685,8.00636790098353,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"635",5000,2500,0,84,150,1,2,4,0,0,0,0,3,0.3,2.83333333333333,1.28571428571429,4,4,4,4,3.8,4,0,NA,0,0,2.8,0.1,2,30,1,1,0,1,0,30,1,0,FALSE,NA,7,10,1111,10,7,5.33333333333333,3,3,0,1,1,9,NA,7,10,0.135241828692234,0.517348275728356,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,0.433454678289674,-0.177601452920548,-0.477306150047518,-0.398088665164545,0.029120383724591,-0.440219768551611,"Saiyyad nagar",8.51719339141622,7.82404641085621,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"636",6000,3000,0,0,100,0,0,0,0,0.666666666666667,0,0,1,0.3,3,1.85714285714286,3,4,3,4,3.2,4,0,NA,0,0,3.2,0.1,1,32,1,1,0,1,0,50,1,1,FALSE,NA,3,10.6666666666667,1112,10.6666666666667,5.33333333333333,7.33333333333333,3,3,0,2,1,9,NA,3,11,-0.192928656613817,-0.277547314873488,-1.36327300540094,-1.22952276605159,-0.0250719990397455,-0.0328866503018979,-0.202192529422964,-0.309175309933639,0.107886992506894,0.0810946897017123,-0.410968437492198,-0.348339666369477,"Saiyyadnagar (pol no 1)",8.69951491487685,8.00636790098353,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637",5000,4000,0,0,NA,0,0,0,0,0.833333333333333,0,0,0,0,2.16666666666667,1.71428571428571,4,4,4,4,3.6,4,0,NA,0,0,4,0,2,48,0,0,NA,0,1,60,1,1,FALSE,NA,NA,NA,1112,NA,NA,NA,1,2,0,1,1,8,NA,NA,NA,-0.0431035988378029,-0.402694884304444,-1.36327300540094,-1.22952276605159,0.16049321745157,0.0535352109684015,-0.543009498597405,-0.414247546542954,-0.857736033843295,-0.563785690161029,0.503290379563504,0.20359099547277,"Saiyyadnagar (pol no 1)",8.51719339141622,8.294049890102,0,5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638",2000,1000,100,89,NA,1,2,8,0,0,0,0,0,0,2.16666666666667,1.57142857142857,3,2,3,3,2.6,3,100,NA,0,1,4,0.1,2,34,1,0,NA,0,1,35,1,0,FALSE,NA,NA,NA,1111,NA,NA,NA,2,1,0,1,1,8,NA,NA,NA,-0.622155025007614,0.143418542200972,0.885254228163352,1.28672302209795,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.960911964707604,-0.655945500396216,-0.322427272404754,-0.030095630839379,"Saiyyad nagar",7.60090295954196,6.90775627898164,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639",4000,1500,0,56,NA,1,2,3,0,0,0,0,1,0,2.66666666666667,1.28571428571429,4,4,4,4,3.6,3,0,NA,0,0,3.2,0.1,2,30,1,0,NA,0,1,27,1,0,FALSE,NA,NA,NA,1111,NA,NA,NA,3,2,0,1,1,9,NA,NA,NA,-0.509367920070052,0.0567944878320774,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,-0.225185894741086,-0.348460618036409,-0.649795569144694,-0.508632779090056,-0.0769418428425451,-0.232505882397401,"Saiyyad nagar",8.294049890102,7.31322105375675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640",1000,700,0,81,NA,1,2,6,0,0,0,0,1,2,2.33333333333333,1.57142857142857,3,2,4,4,3.2,4,100,NA,0,1,3.8,0,2,22,1,0,NA,0,1,40,1,0,FALSE,NA,NA,NA,1111,NA,NA,NA,2,2,0,1,1,8,NA,NA,NA,-0.992745414056968,-0.083358608615797,0.645553207503774,0.792167261668378,-0.767332865005008,-0.378574095383095,-0.0718967926202676,-0.0865585640179437,-0.788422545610428,-0.545401386470705,0.400222641842989,-0.0217622789756324,"Saiyyad nagar",6.90775627898164,6.55108176361381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641",6000,2000,0,56,NA,1,3,4,0,0,0,0,0,0,2.66666666666667,1.57142857142857,3,3,3,3,2.8,3,100,NA,0,0,3.2,0,2,33,1,0,NA,1,0,65,1,1,FALSE,NA,NA,NA,1113,NA,NA,NA,3,2,0,1,1,9,NA,NA,NA,-0.0740317049271264,0.335814791815045,0.696681780598996,0.373875842059823,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.443443707416076,-0.324313158619683,-0.876422453435294,-0.49383809850072,"Saraiya",8.69951491487685,7.60090295954196,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642",4000,3000,0,56,NA,1,3,6,0,0,0,0,6,42,3.16666666666667,2.14285714285714,1,1,1,1,1.2,3,100,NA,0,1,4.4,0.3,2,59,0,0,NA,0,1,40,1,1,TRUE,NA,NA,NA,1113,NA,NA,NA,3,1,0,2,1,12,NA,NA,NA,-0.0683761216530793,0.0740295869047111,0.936382801258573,0.868431602489392,-0.767332865005008,-0.378574095383095,4.5830032690777,5.48041715888409,0.486728273332687,0.375958424097596,-2.04183345507839,-0.49169451608786,"Saraiya",8.294049890102,8.00636790098353,0,0,0,0,0,0,NA,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"643",3000,2500,100,56,NA,1,2,3,0,0.333333333333333,0,0,1,3,3,2.71428571428571,3,2,2,1,2.2,3,50,NA,0,0,3.6,0,2,55,0,0,NA,1,0,70,1,1,FALSE,NA,NA,NA,1113,NA,NA,NA,3,2,0,2,1,10,NA,NA,NA,-0.280304805139285,-0.0709251821812942,0.286001676514408,0.050333621024025,-0.396202432022377,-0.205730372842497,0.00474775844014188,0.044392462991289,0.726942577692747,0.634053551112833,-1.81862444568982,-0.81482850055268,"Saraiya",8.00636790098353,7.82404641085621,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644",6000,5000,0,168,NA,1,4,7,0,0,0,0,3,9,2.66666666666667,2.28571428571429,2,3,2,2,2.2,3,50,NA,0,0,4.4,0,2,48,0,0,NA,1,0,52,1,1,FALSE,NA,NA,NA,1113,NA,NA,NA,2,2,0,1,1,10,NA,NA,NA,1.63373485983616,1.61998933543422,1.34706290534316,1.19197382352519,-0.767332865005008,-0.378574095383095,1.10026227251524,0.961672482059776,0.0724359469054681,0.13648589255625,-1.30240437891122,-0.298476212942454,"Saraiya",8.69951491487685,8.51719339141622,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645",8000,3000,0,56,0,1,2,4,0,0,0,0,1,3,3.16666666666667,2,4,4,4,4,3.6,4,100,NA,0,0,4,0.1,1,30,1,1,0,0,1,45,1,0,TRUE,NA,6,7.66666666666667,1113,7.66666666666667,11,9,3,4,0,1,2,9,NA,6,8,0.50830177635479,0.620580128822224,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,0.00474775844014188,0.044392462991289,0.383552342468378,0.28379861386241,0.777950178836049,0.319481131532928,"Saraiya",8.98719694566197,8.00636790098353,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646",5000,3000,0,56,NA,1,2,3,0,0,0,0,0,0,2.83333333333333,1.57142857142857,4,4,4,4,4,3,100,NA,0,0,3.2,0,2,30,1,0,NA,1,0,60,1,1,FALSE,NA,NA,NA,1113,NA,NA,NA,3,3,0,1,1,9,NA,NA,NA,0.0757933528488881,0.210667222384089,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.2709542883189,-0.213769044694172,0.319219205658235,-0.391186814365958,"Saraiya",8.51719339141622,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647",4000,1500,800,28,120,1,2,4,0,0,0,0,4,14,3.16666666666667,1.85714285714286,4,4,4,4,3.6,4,120,NA,0,0,3.2,0.4,1,33,1,1,0,0,1,42,1,0,TRUE,NA,9,9.33333333333333,1113,9.33333333333333,7.66666666666667,8.66666666666667,4,3,0,1,2,9,NA,9,9,-0.0819092048143681,-0.276208403195727,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,1.8013086316736,1.68221454561248,0.280376411604069,0.191638803627223,0.476268391721872,0.00497567207160993,"Saraiya",8.294049890102,7.31322105375675,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"648",5000,4000,0,100,NA,1,2,6,0,0,0,0,0,0,3,1.57142857142857,2,2,2,3,2.2,3,100,NA,0,0,3.8,0.1,2,59,0,0,NA,0,1,55,0,0,FALSE,NA,NA,NA,1114,NA,NA,NA,4,2,0,2,1,9,NA,NA,NA,0.694202622527684,0.713112567011549,0.645553207503774,0.792167261668378,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.0984648692217242,-0.103224930768661,-1.41717497686841,-0.578826734406405,"Semrahna",8.51719339141622,8.294049890102,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649",4000,3000,100,50,NA,1,2,8,0,0,0,0,1,1,2.5,2.71428571428571,1,1,1,1,1.2,3,50,NA,0,1,3.4,0.1,2,57,0,0,NA,0,1,48,1,0,FALSE,NA,NA,NA,1115,NA,NA,NA,2,1,0,1,1,10,NA,NA,NA,-0.033376437780256,0.00450903924333569,0.885254228163352,1.28672302209795,-0.767332865005008,-0.378574095383095,-0.148541343680677,-0.217509591027176,0.209474320401219,0.3024212093363,-2.62493053842552,-0.971743942459625,"Semrahna - pole no.2",8.294049890102,8.00636790098353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650",7000,4000,300,0,200,0,0,0,0,0,0,0,3,7,3,3,5,4,5,5,4.2,5,50,NA,0,1,4.8,0.2,1,22,1,1,0,1,0,50,1,0,TRUE,NA,7,8.66666666666667,1114,8.66666666666667,3,1.66666666666667,2,2,0,2,2,10,NA,7,9,0.482949521630389,-0.137135915092935,-1.36327300540094,-1.22952276605159,-0.767332865005008,-0.378574095383095,0.946973170394418,0.69977042804131,0.933294439421364,0.818373171583206,2.49237434553297,1.20091427452449,"Semrahna",8.85366557089458,8.294049890102,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"651",10000,4000,500,21,250,1,3,1,0,0,0,0,7,26,3.16666666666667,3,2,2,4,4,2.8,4,100,NA,0,0,3.8,0.1,1,22,1,1,0,1,0,40,1,0,FALSE,NA,3,11.6666666666667,1114,11.6666666666667,3,1.66666666666667,1,0,0,2,3,13,NA,3,12,1.22876836593255,0.501952354956727,0.337130249609629,-0.367957798584529,-0.767332865005008,-0.378574095383095,3.67451405596747,3.45098765524291,1.10578385851854,0.928917285508717,-0.404615575759842,-0.256131711763125,"Semrahna",9.21034047197618,8.294049890102,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"652",6000,3000,0,0,0,1,3,3,0,0,0,0,3,7.2,5.33333333333333,0,4,4,4,4,3.6,4,0,NA,0,0,4.4,0,1,23,1,1,0,1,0,22,1,0,TRUE,NA,0.67,13.3333333333333,1115,13.3333333333333,3.66666666666667,1.66666666666667,2,1,0,3,2,24,NA,1,13,-0.192928656613817,-0.277547314873488,0.576831270269206,0.126597961845039,-0.767332865005008,-0.378574095383095,0.9623020806065,0.725960633443157,1.18145175863134,0.430634751601438,0.681597253047847,0.372432738809445,"Semrahna",8.69951491487685,8.00636790098353,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"653",8000,6000,100,50,NA,1,2,4,0,0.5,1.5,0,1,1,2.83333333333333,2.71428571428571,4,4,5,4,3.8,5,100,NA,0,0,4.6,0,4,59,0,0,NA,1,0,40,0,0,FALSE,NA,NA,NA,1114,NA,NA,NA,2,2,0,1,3,9,NA,NA,NA,1.42528505706156,0.585529779306116,0.405852186844196,0.297611501238809,1.47279240147321,0.495314820467112,-0.148541343680677,-0.217509591027176,0.554453158595571,0.523509437187322,1.53053563923269,0.7638124028316,"Semrahna",8.98719694566197,8.69951491487685,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655",6000,6000,0,0,NA,0,0,0,0,0.166666666666667,1,0,2,0,4,1.85714285714286,4,5,4,4,4.4,4,50,NA,0,1,3.2,0.1,4,24,1,0,NA,0,1,24,0,1,FALSE,5,NA,NA,1117,NA,NA,NA,6,2,0,2,2,12,5,NA,NA,0.689054940220128,-0.243077116728221,-1.36327300540094,-1.22952276605159,0.540518762822489,0.11759665391341,0.0926377091152326,-0.282673689529864,1.14282350708995,0.744359373254778,1.16477536728052,-0.113936892741984,"Shekhpurwa sahdei",8.69951491487685,8.69951491487685,0,0,0,0,0,1,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"656",3000,2600,0,52,NA,1,2,4,0,0.333333333333333,0,0,1,0,3,1.71428571428571,4,2,4,4,3,4,0,NA,0,0,3.6,0,2,46,0,0,NA,0,1,30,0,0,TRUE,4,NA,NA,1117,NA,NA,NA,2,1,0,2,3,10,4,NA,NA,-0.359635657920859,-0.111836373046676,0.405852186844196,0.297611501238809,-0.396202432022377,-0.205730372842497,-0.225185894741086,-0.348460618036409,0.00471106164258466,-0.0110651205334745,-0.23690264568018,-0.0759733653331429,"Shekhpurwa sahdei",8.00636790098353,7.86326710862488,0,0,0,0,0,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"657",8000,8000,0,50,NA,1,2,4,0,0,1,0,2,0,4.16666666666667,2.14285714285714,4,4,5,4,4.2,3,50,NA,0,0,3.4,0.1,4,24,1,0,NA,0,1,45,0,1,FALSE,18,NA,NA,1117,NA,NA,NA,7,1,0,3,2,12,18,NA,NA,1.93403606446277,0.611082011985377,0.405852186844196,0.297611501238809,0.354953546331173,0.0311747926431108,0.0926377091152326,-0.282673689529864,1.52166478791574,1.03922310765066,0.532549417496901,-0.272055745630861,"Shekhpurwa sahdei",8.98719694566197,8.98719694566197,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"658",8000,7500,0,0,0,0,0,0,0,0.5,0.5,0,3,12,4.33333333333333,2.14285714285714,4,4,4,4,4,4,100,NA,1,1,3.4,0.2,4,32,1,1,0,0,1,47,0,1,FALSE,30,1,7,1116,7,6,5.33333333333333,8,2,0,2,2,12,30,1,7,1.41838568764104,0.047433253303169,-1.36327300540094,-1.22952276605159,0.35050599013703,0.0855659324409059,1.33019592569646,1.35452556308747,1.69415420701292,1.14976722157617,1.54877383887729,0.281330162886259,"Shekhpurwa sahdei",8.98719694566197,8.92265843285773,0,2,0,1,0,0,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
