year,policy_year,share_detained_sheriff,share_detained_crime0,share_detained_crime1,share_detained_crime2,share_detained_crime3,no_287g,no_detention_contract,no_ice_alerts,ice_interrogation_limits,sanctuary_2018,in_287g_2018,enforcement_scale_2018,large_county,county_id,election_id,rv,treat,rv2,rv3,rv4,rv5,treat_rv,treat_rv2,treat_rv3,all_sheriff_per1k_fb,all_sheriff_per1k_pop,log_all_sheriff,detained_sheriff_per1k_fb,detained_sheriff_per1k_pop,log_detained_sheriff,sub_per_fb,rem_per1k_fb,miss_share_detained_sheriff,pre_share_detained_sheriff,pre_all_sheriff_per1k_fb,pre_all_sheriff_per1k_pop,pre_log_all_sheriff,pre_detained_sheriff_per1k_fb,pre_detained_sheriff_per1k_pop,pre_log_detained_sheriff,pre_year
2014,2015.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,,,,0.0,445.0,797.0,-3.438717,0.0,11.824774,-40.66205,139.82527,-480.81955,0.0,0.0,0.0,0.5154639,0.022244962,1.0986123,0.0,0.0,0.0,723.4536,25.515465,0.0,0.15,5.1546392,0.22244962,3.0445225,0.77319586,0.033367444,1.3862944,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,445.0,797.0,-3.438717,0.0,11.824774,-40.66205,139.82527,-480.81955,0.0,0.0,0.0,,,,,,,350.0,7.731959,,0.15,5.1546392,0.22244962,3.0445225,0.77319586,0.033367444,1.3862944,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,445.0,797.0,-3.438717,0.0,11.824774,-40.66205,139.82527,-480.81955,0.0,0.0,0.0,,,,,,,,,,0.15,5.1546392,0.22244962,3.0445225,0.77319586,0.033367444,1.3862944,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,445.0,797.0,-3.438717,0.0,11.824774,-40.66205,139.82527,-480.81955,0.0,0.0,0.0,,,,,,,,,,0.15,5.1546392,0.22244962,3.0445225,0.77319586,0.033367444,1.3862944,2014.0
2006,2007.0,0.0,0.0,,,,,,,,,,,0.0,446.0,798.0,10.905064,1.0,118.92041,1296.8347,14142.064,154220.11,10.905064,118.92041,1296.8347,1.146789,0.07535795,0.6931472,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2007,2008.0,1.0,,,,1.0,,,,,,,,0.0,446.0,798.0,10.905064,1.0,118.92041,1296.8347,14142.064,154220.11,10.905064,118.92041,1296.8347,1.146789,0.07535795,0.6931472,1.146789,0.07535795,0.6931472,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2008,2009.0,1.0,,1.0,,,,,,,,,,0.0,446.0,798.0,10.905064,1.0,118.92041,1296.8347,14142.064,154220.11,10.905064,118.92041,1296.8347,1.146789,0.07535795,0.6931472,1.146789,0.07535795,0.6931472,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2009,2010.0,,,,,,,,,,,,,0.0,446.0,798.0,10.905064,1.0,118.92041,1296.8347,14142.064,154220.11,10.905064,118.92041,1296.8347,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2010,2011.0,,,,,,,,,,,,,0.0,446.0,799.0,-2.5261726,0.0,6.3815484,-16.120892,40.72416,-102.87625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2011,2012.0,1.0,,1.0,,,,,,,,,,0.0,446.0,799.0,-2.5261726,0.0,6.3815484,-16.120892,40.72416,-102.87625,0.0,0.0,0.0,1.146789,0.07535795,0.6931472,1.146789,0.07535795,0.6931472,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2012,2013.0,,,,,,,,,,,,,0.0,446.0,799.0,-2.5261726,0.0,6.3815484,-16.120892,40.72416,-102.87625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2013,2014.0,,,,,,,,,,,,,0.0,446.0,799.0,-2.5261726,0.0,6.3815484,-16.120892,40.72416,-102.87625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.9174,5.733945,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,446.0,800.0,-0.8044739,0.0,0.64717823,-0.520638,0.41883963,-0.33694556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.50458,5.733945,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,446.0,800.0,-0.8044739,0.0,0.64717823,-0.520638,0.41883963,-0.33694556,0.0,0.0,0.0,,,,,,,475.91742,10.321101,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,446.0,800.0,-0.8044739,0.0,0.64717823,-0.520638,0.41883963,-0.33694556,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,446.0,800.0,-0.8044739,0.0,0.64717823,-0.520638,0.41883963,-0.33694556,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2006,2007.0,,,,,,,,,,,,,0.0,447.0,801.0,-4.910427,0.0,24.112295,-118.401665,581.4027,-2854.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2007,2008.0,,,,,,,,,,,,,0.0,447.0,801.0,-4.910427,0.0,24.112295,-118.401665,581.4027,-2854.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2008,2009.0,,,,,,,,,,,,,0.0,447.0,801.0,-4.910427,0.0,24.112295,-118.401665,581.4027,-2854.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2009,2010.0,,,,,,,,,,,,,0.0,447.0,801.0,-4.910427,0.0,24.112295,-118.401665,581.4027,-2854.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2010,2011.0,,,,,,,,,,,,,0.0,447.0,802.0,-5.7427025,0.0,32.97863,-189.38647,1087.5902,-6245.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2011,2012.0,,,,,,,,,,,,,0.0,447.0,802.0,-5.7427025,0.0,32.97863,-189.38647,1087.5902,-6245.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2012,2013.0,,,,,,,,,,,,,0.0,447.0,802.0,-5.7427025,0.0,32.97863,-189.38647,1087.5902,-6245.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2013,2014.0,,,,,,,,,,,,,0.0,447.0,802.0,-5.7427025,0.0,32.97863,-189.38647,1087.5902,-6245.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.2146,19.742489,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,447.0,803.0,0.047920227,1.0,0.002296348,0.000110041525,5.273215e-06,2.5269367e-07,0.047920227,0.002296348,0.000110041525,0.0,0.0,0.0,0.0,0.0,0.0,446.35193,12.017167,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,447.0,803.0,0.047920227,1.0,0.002296348,0.000110041525,5.273215e-06,2.5269367e-07,0.047920227,0.002296348,0.000110041525,,,,,,,163.09013,7.725322,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,447.0,803.0,0.047920227,1.0,0.002296348,0.000110041525,5.273215e-06,2.5269367e-07,0.047920227,0.002296348,0.000110041525,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,447.0,803.0,0.047920227,1.0,0.002296348,0.000110041525,5.273215e-06,2.5269367e-07,0.047920227,0.002296348,0.000110041525,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2006,2007.0,,,,,,,,,,,,,0.0,448.0,804.0,28.584732,1.0,817.0869,23356.21,667631.0,19084054.0,28.584732,817.0869,23356.21,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2007,2008.0,0.3,0.375,0.0,,0.0,,,,,,,,0.0,448.0,804.0,28.584732,1.0,817.0869,23356.21,667631.0,19084054.0,28.584732,817.0869,23356.21,8.045053,0.33356684,2.3978953,2.4135158,0.10007005,1.3862944,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2008,2009.0,0.78571427,0.75,0.0,1.0,1.0,,,,,,,,0.0,448.0,804.0,28.584732,1.0,817.0869,23356.21,667631.0,19084054.0,28.584732,817.0869,23356.21,22.526146,0.93398714,3.3672957,17.699116,0.733847,3.1354942,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2009,2010.0,0.3181818,0.16666667,1.0,1.0,1.0,,,,,,,,0.0,448.0,804.0,28.584732,1.0,817.0869,23356.21,667631.0,19084054.0,28.584732,817.0869,23356.21,35.39823,1.467694,3.8066626,11.263073,0.46699357,2.7080503,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2010,2011.0,0.0,0.0,,,,,,,,,,,0.0,448.0,805.0,28.258255,1.0,798.529,22565.035,637648.5,18018834.0,28.258255,798.529,22565.035,6.436042,0.26685345,2.1972246,0.0,0.0,0.0,,,0.0,0.3181818,35.39823,1.467694,3.8066626,11.263073,0.46699357,2.7080503,2010.0
2011,2012.0,0.14285715,0.0,1.0,,,,,,,,,,0.0,448.0,805.0,28.258255,1.0,798.529,22565.035,637648.5,18018834.0,28.258255,798.529,22565.035,5.6315365,0.23349679,2.0794415,0.8045052,0.03335668,0.6931472,,,0.0,0.3181818,35.39823,1.467694,3.8066626,11.263073,0.46699357,2.7080503,2010.0
2012,2013.0,0.5,0.0,1.0,,,,,,,,,,0.0,448.0,805.0,28.258255,1.0,798.529,22565.035,637648.5,18018834.0,28.258255,798.529,22565.035,3.218021,0.13342673,1.609438,1.6090105,0.06671336,1.0986123,,,0.0,0.3181818,35.39823,1.467694,3.8066626,11.263073,0.46699357,2.7080503,2010.0
2013,2014.0,0.0,0.0,0.0,,,,,,,,,,0.0,448.0,805.0,28.258255,1.0,798.529,22565.035,637648.5,18018834.0,28.258255,798.529,22565.035,11.263073,0.46699357,2.7080503,0.0,0.0,0.0,348.35077,9.654063,0.0,0.3181818,35.39823,1.467694,3.8066626,11.263073,0.46699357,2.7080503,2010.0
2014,2015.0,1.0,,1.0,,,1.0,1.0,0.0,1.0,,,,0.0,448.0,806.0,16.749573,1.0,280.5482,4699.0625,78707.29,1318313.4,16.749573,280.5482,4699.0625,0.8045052,0.03335668,0.6931472,0.8045052,0.03335668,0.6931472,92.518105,1.6090105,0.0,0.0,11.263073,0.46699357,2.7080503,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,448.0,806.0,16.749573,1.0,280.5482,4699.0625,78707.29,1318313.4,16.749573,280.5482,4699.0625,,,,,,,131.93886,4.8270316,,0.0,11.263073,0.46699357,2.7080503,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,448.0,806.0,16.749573,1.0,280.5482,4699.0625,78707.29,1318313.4,16.749573,280.5482,4699.0625,,,,,,,,,,0.0,11.263073,0.46699357,2.7080503,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,448.0,806.0,16.749573,1.0,280.5482,4699.0625,78707.29,1318313.4,16.749573,280.5482,4699.0625,,,,,,,,,,0.0,11.263073,0.46699357,2.7080503,0.0,0.0,0.0,2014.0
2006,2007.0,0.2,0.0,,,1.0,,,,,,,,0.0,449.0,807.0,5.3148155,1.0,28.247265,150.129,797.9079,4240.7334,5.3148155,28.247265,150.129,6.993007,0.29566553,1.7917595,1.3986014,0.05913311,0.6931472,,,0.0,0.0,1.3986014,0.05913311,0.6931472,0.0,0.0,0.0,2006.0
2007,2008.0,0.5,0.4,0.6666667,,1.0,,,,,,,,0.0,449.0,807.0,5.3148155,1.0,28.247265,150.129,797.9079,4240.7334,5.3148155,28.247265,150.129,27.972029,1.1826621,3.0445225,13.986014,0.59133106,2.3978953,,,0.0,0.0,1.3986014,0.05913311,0.6931472,0.0,0.0,0.0,2006.0
2008,2009.0,0.8181818,0.78571427,0.75,,1.0,,,,,,,,0.0,449.0,807.0,5.3148155,1.0,28.247265,150.129,797.9079,4240.7334,5.3148155,28.247265,150.129,30.76923,1.3009284,3.1354942,25.174826,1.0643959,2.944439,,,0.0,0.0,1.3986014,0.05913311,0.6931472,0.0,0.0,0.0,2006.0
2009,2010.0,0.7,0.75,0.5,,,,,,,,,,0.0,449.0,807.0,5.3148155,1.0,28.247265,150.129,797.9079,4240.7334,5.3148155,28.247265,150.129,13.986014,0.59133106,2.3978953,9.79021,0.41393176,2.0794415,,,0.0,0.0,1.3986014,0.05913311,0.6931472,0.0,0.0,0.0,2006.0
2010,2011.0,0.18181819,0.05,0.2857143,0.5,0.5,,,,,,,,0.0,449.0,808.0,-5.319908,0.0,28.301422,-150.56097,800.9705,-4261.09,0.0,0.0,0.0,46.153847,1.9513925,3.5263605,8.391608,0.35479864,1.9459101,,,0.0,0.7,13.986014,0.59133106,2.3978953,9.79021,0.41393176,2.0794415,2010.0
2011,2012.0,0.45454547,0.0,1.0,1.0,1.0,,,,,,,,0.0,449.0,808.0,-5.319908,0.0,28.301422,-150.56097,800.9705,-4261.09,0.0,0.0,0.0,15.384615,0.6504642,2.4849067,6.993007,0.29566553,1.7917595,,,0.0,0.7,13.986014,0.59133106,2.3978953,9.79021,0.41393176,2.0794415,2010.0
2012,2013.0,0.4375,0.33333334,,0.0,1.0,,,,,,,,0.0,449.0,808.0,-5.319908,0.0,28.301422,-150.56097,800.9705,-4261.09,0.0,0.0,0.0,22.377623,0.94612974,2.8332133,9.79021,0.41393176,2.0794415,,,0.0,0.7,13.986014,0.59133106,2.3978953,9.79021,0.41393176,2.0794415,2010.0
2013,2014.0,0.4,0.0,0.6666667,,,,,,,,,,0.0,449.0,808.0,-5.319908,0.0,28.301422,-150.56097,800.9705,-4261.09,0.0,0.0,0.0,6.993007,0.29566553,1.7917595,2.7972028,0.11826622,1.0986123,75.524475,0.0,0.0,0.7,13.986014,0.59133106,2.3978953,9.79021,0.41393176,2.0794415,2010.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,450.0,809.0,20.353981,1.0,414.28455,8432.34,171631.69,3493388.0,20.353981,414.28455,8432.34,0.0,0.0,0.0,0.0,0.0,0.0,1466.6666,11.111111,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,450.0,809.0,20.353981,1.0,414.28455,8432.34,171631.69,3493388.0,20.353981,414.28455,8432.34,,,,,,,1133.3334,11.111111,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,450.0,809.0,20.353981,1.0,414.28455,8432.34,171631.69,3493388.0,20.353981,414.28455,8432.34,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,450.0,809.0,20.353981,1.0,414.28455,8432.34,171631.69,3493388.0,20.353981,414.28455,8432.34,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2006,2007.0,0.5,0.5,,,,,,,,,,,0.0,451.0,810.0,0.7775955,1.0,0.6046548,0.47017685,0.3656074,0.2842947,0.7775955,0.6046548,0.47017685,0.4731488,0.030233402,1.0986123,0.2365744,0.015116701,0.6931472,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2007,2008.0,0.6666667,0.5952381,1.0,,1.0,,,,,,,,0.0,451.0,810.0,0.7775955,1.0,0.6046548,0.47017685,0.3656074,0.2842947,0.7775955,0.6046548,0.47017685,12.065294,0.77095175,3.9512436,8.0435295,0.5139678,3.5553482,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2008,2009.0,0.9142857,0.9,0.8333333,,1.0,,,,,,,,0.0,451.0,810.0,0.7775955,1.0,0.6046548,0.47017685,0.3656074,0.2842947,0.7775955,0.6046548,0.47017685,8.280104,0.5290845,3.583519,7.5703807,0.48373443,3.4965076,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2009,2010.0,0.6363636,0.53846157,1.0,1.0,1.0,,,,,,,,0.0,451.0,810.0,0.7775955,1.0,0.6046548,0.47017685,0.3656074,0.2842947,0.7775955,0.6046548,0.47017685,7.8069553,0.49885112,3.5263605,4.9680624,0.31745073,3.0910425,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2010,2011.0,0.4,0.33333334,,,1.0,,,,,,,,0.0,451.0,811.0,-17.835968,0.0,318.12177,-5674.0093,101201.45,-1805025.9,0.0,0.0,0.0,2.365744,0.151167,2.3978953,0.9462976,0.060466804,1.609438,,,0.0,0.6363636,7.8069553,0.49885112,3.5263605,4.9680624,0.31745073,3.0910425,2010.0
2011,2012.0,0.0,0.0,0.0,,,,,,,,,,0.0,451.0,811.0,-17.835968,0.0,318.12177,-5674.0093,101201.45,-1805025.9,0.0,0.0,0.0,0.70972323,0.045350105,1.3862944,0.0,0.0,0.0,,,0.0,0.6363636,7.8069553,0.49885112,3.5263605,4.9680624,0.31745073,3.0910425,2010.0
2012,2013.0,0.25,0.0,1.0,,,,,,,,,,0.0,451.0,811.0,-17.835968,0.0,318.12177,-5674.0093,101201.45,-1805025.9,0.0,0.0,0.0,0.9462976,0.060466804,1.609438,0.2365744,0.015116701,0.6931472,,,0.0,0.6363636,7.8069553,0.49885112,3.5263605,4.9680624,0.31745073,3.0910425,2010.0
2013,2014.0,0.0,0.0,,,,,,,,,,,0.0,451.0,811.0,-17.835968,0.0,318.12177,-5674.0093,101201.45,-1805025.9,0.0,0.0,0.0,0.2365744,0.015116701,0.6931472,0.0,0.0,0.0,991.24677,26.259758,0.0,0.6363636,7.8069553,0.49885112,3.5263605,4.9680624,0.31745073,3.0910425,2010.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,451.0,812.0,-14.535297,0.0,211.27487,-3070.943,44637.07,-648813.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.72296,22.237993,1.0,0.0,0.2365744,0.015116701,0.6931472,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,451.0,812.0,-14.535297,0.0,211.27487,-3070.943,44637.07,-648813.1,0.0,0.0,0.0,,,,,,,398.62787,5.91436,,0.0,0.2365744,0.015116701,0.6931472,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,451.0,812.0,-14.535297,0.0,211.27487,-3070.943,44637.07,-648813.1,0.0,0.0,0.0,,,,,,,,,,0.0,0.2365744,0.015116701,0.6931472,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,451.0,812.0,-14.535297,0.0,211.27487,-3070.943,44637.07,-648813.1,0.0,0.0,0.0,,,,,,,,,,0.0,0.2365744,0.015116701,0.6931472,0.0,0.0,0.0,2014.0
2006,2007.0,,,,,,,,,,,,,1.0,452.0,813.0,-6.72546,0.0,45.23181,-304.20474,2045.9169,-13759.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2007,2008.0,0.8,0.5,1.0,1.0,,,,,,,,,1.0,452.0,813.0,-6.72546,0.0,45.23181,-304.20474,2045.9169,-13759.732,0.0,0.0,0.0,0.9491268,0.04986636,2.3978953,0.7593014,0.039893087,2.1972246,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2008,2009.0,0.5416667,0.6,0.375,0.6666667,0.625,,,,,,,,1.0,452.0,813.0,-6.72546,0.0,45.23181,-304.20474,2045.9169,-13759.732,0.0,0.0,0.0,2.2779043,0.11967926,3.218876,1.2338649,0.064826265,2.6390574,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2009,2010.0,0.8181818,1.0,0.6666667,1.0,1.0,,,,,,,,1.0,452.0,813.0,-6.72546,0.0,45.23181,-304.20474,2045.9169,-13759.732,0.0,0.0,0.0,1.0440395,0.054852992,2.4849067,0.85421413,0.044879723,2.3025851,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2010,2011.0,0.5555556,0.5,0.6,0.5,,,,,,,,,1.0,452.0,814.0,-1.6439438,0.0,2.7025511,-4.442842,7.303783,-12.007009,0.0,0.0,0.0,0.85421413,0.044879723,2.3025851,0.4745634,0.02493318,1.7917595,,,0.0,0.8181818,1.0440395,0.054852992,2.4849067,0.85421413,0.044879723,2.3025851,2010.0
2011,2012.0,0.5714286,0.0,1.0,,,,,,,,,,1.0,452.0,814.0,-1.6439438,0.0,2.7025511,-4.442842,7.303783,-12.007009,0.0,0.0,0.0,0.6643888,0.03490645,2.0794415,0.3796507,0.019946543,1.609438,,,0.0,0.8181818,1.0440395,0.054852992,2.4849067,0.85421413,0.044879723,2.3025851,2010.0
2012,2013.0,0.33333334,0.0,,0.5,0.5,,,,,,,,1.0,452.0,814.0,-1.6439438,0.0,2.7025511,-4.442842,7.303783,-12.007009,0.0,0.0,0.0,0.56947607,0.029919814,1.9459101,0.18982536,0.009973272,1.0986123,,,0.0,0.8181818,1.0440395,0.054852992,2.4849067,0.85421413,0.044879723,2.3025851,2010.0
2013,2014.0,0.45454547,0.2,0.5,,1.0,,,,,,,,1.0,452.0,814.0,-1.6439438,0.0,2.7025511,-4.442842,7.303783,-12.007009,0.0,0.0,0.0,1.0440395,0.054852992,2.4849067,0.4745634,0.02493318,1.7917595,960.3265,13.382688,0.0,0.8181818,1.0440395,0.054852992,2.4849067,0.85421413,0.044879723,2.3025851,2010.0
2014,2015.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,,1.0,452.0,815.0,-9.616463,0.0,92.47636,-889.2954,8551.876,-82238.8,0.0,0.0,0.0,0.3796507,0.019946543,1.609438,0.0,0.0,0.0,808.8459,10.250569,0.0,0.45454547,1.0440395,0.054852992,2.4849067,0.4745634,0.02493318,1.7917595,2014.0
2015,2016.0,,,,,,,,,,,,,1.0,452.0,815.0,-9.616463,0.0,92.47636,-889.2954,8551.876,-82238.8,0.0,0.0,0.0,,,,,,,421.5072,8.067577,,0.45454547,1.0440395,0.054852992,2.4849067,0.4745634,0.02493318,1.7917595,2014.0
2016,2017.0,,,,,,,,,,,,,1.0,452.0,815.0,-9.616463,0.0,92.47636,-889.2954,8551.876,-82238.8,0.0,0.0,0.0,,,,,,,,,,0.45454547,1.0440395,0.054852992,2.4849067,0.4745634,0.02493318,1.7917595,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,452.0,815.0,-9.616463,0.0,92.47636,-889.2954,8551.876,-82238.8,0.0,0.0,0.0,,,,,,,,,,0.45454547,1.0440395,0.054852992,2.4849067,0.4745634,0.02493318,1.7917595,2014.0
2006,2007.0,0.5,0.6666667,0.0,,,,,,,,,,1.0,453.0,816.0,25.057167,1.0,627.86163,15732.434,394210.22,9877791.0,25.057167,627.86163,15732.434,1.5134317,0.02862254,1.609438,0.75671583,0.01431127,1.0986123,,,0.0,0.0,0.37835792,0.007155635,0.6931472,0.0,0.0,0.0,2006.0
2007,2008.0,0.4,0.33333334,0.0,1.0,,,,,,,,,1.0,453.0,816.0,25.057167,1.0,627.86163,15732.434,394210.22,9877791.0,25.057167,627.86163,15732.434,1.8917897,0.035778176,1.7917595,0.75671583,0.01431127,1.0986123,,,0.0,0.0,0.37835792,0.007155635,0.6931472,0.0,0.0,0.0,2006.0
2008,2009.0,0.6,0.5,0.5,1.0,,,,,,,,,1.0,453.0,816.0,25.057167,1.0,627.86163,15732.434,394210.22,9877791.0,25.057167,627.86163,15732.434,1.8917897,0.035778176,1.7917595,1.1350738,0.021466905,1.3862944,,,0.0,0.0,0.37835792,0.007155635,0.6931472,0.0,0.0,0.0,2006.0
2009,2010.0,0.33333334,0.0,,1.0,,,,,,,,,1.0,453.0,816.0,25.057167,1.0,627.86163,15732.434,394210.22,9877791.0,25.057167,627.86163,15732.434,1.1350738,0.021466905,1.3862944,0.37835792,0.007155635,0.6931472,,,0.0,0.0,0.37835792,0.007155635,0.6931472,0.0,0.0,0.0,2006.0
2014,2015.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,1.0,453.0,817.0,12.840477,1.0,164.87785,2117.1104,27184.705,349064.6,12.840477,164.87785,2117.1104,0.37835792,0.007155635,0.6931472,0.0,0.0,0.0,1552.0242,24.214907,0.0,0.6666667,1.1350738,0.021466905,1.3862944,0.75671583,0.01431127,1.0986123,2014.0
2015,2016.0,,,,,,,,,,,,,1.0,453.0,817.0,12.840477,1.0,164.87785,2117.1104,27184.705,349064.6,12.840477,164.87785,2117.1104,,,,,,,755.2024,6.8104424,,0.6666667,1.1350738,0.021466905,1.3862944,0.75671583,0.01431127,1.0986123,2014.0
2016,2017.0,,,,,,,,,,,,,1.0,453.0,817.0,12.840477,1.0,164.87785,2117.1104,27184.705,349064.6,12.840477,164.87785,2117.1104,,,,,,,,,,0.6666667,1.1350738,0.021466905,1.3862944,0.75671583,0.01431127,1.0986123,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,453.0,817.0,12.840477,1.0,164.87785,2117.1104,27184.705,349064.6,12.840477,164.87785,2117.1104,,,,,,,,,,0.6666667,1.1350738,0.021466905,1.3862944,0.75671583,0.01431127,1.0986123,2014.0
2005,2006.0,0.0,0.0,,,,,,,,,,,1.0,454.0,818.0,-1.8244705,0.0,3.3286927,-6.0731015,11.080194,-20.215488,0.0,0.0,0.0,0.023317633,0.001052338,0.6931472,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2005.0
2006,2007.0,0.3,0.2857143,1.0,,0.0,,,,,,,,1.0,454.0,818.0,-1.8244705,0.0,3.3286927,-6.0731015,11.080194,-20.215488,0.0,0.0,0.0,0.23317632,0.010523381,2.3978953,0.0699529,0.003157014,1.3862944,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2005.0
2007,2008.0,0.36666667,0.33333334,0.5555556,0.2,0.25,,,,,,,,1.0,454.0,818.0,-1.8244705,0.0,3.3286927,-6.0731015,11.080194,-20.215488,0.0,0.0,0.0,0.699529,0.03157014,3.4339871,0.25649396,0.011575718,2.4849067,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2005.0
2008,2009.0,0.42857143,0.375,0.6666667,0.6666667,0.0,,,,,,,,1.0,454.0,818.0,-1.8244705,0.0,3.3286927,-6.0731015,11.080194,-20.215488,0.0,0.0,0.0,0.48967028,0.022099098,3.0910425,0.2098587,0.009471042,2.3025851,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2005.0
