wave,duration,country,device,sex,age,agerecode,vaccine,south_korea_score,china_score,usa_score,japan_score,ideology,education,region_ar,region_br,region_co,region_cl,region_mx,region_pe,delta_china,delta_usa,income,region_code,country_name,respondent_code,news_experiment,both_waves,excluded
2020,184,6,1,1,25,2,0,10,30,50,50,5,8,,,,,,1,,,2,1,Peru,2110,0,0,1
2020,459,2,3,0,35,3,0,40,40,90,,0,5,,2834,,,,,,,3,2834,Brazil,2111,1,0,1
2020,250,1,3,1,37,4,0,65,75,40,80,4,8,2,,,,,,,,2,2,Argentina,2112,1,1,0
2021,652,1,3,1,38,4,1,75,70,60,80,4,8,2,,,,,,-5,20,2,2,Argentina,2112,1,1,0
2020,341,4,3,1,41,4,0,20,50,70,50,5,9,,,,13,,,,,3,13,Chile,2113,1,1,0
2021,256,4,3,1,42,4,0,10,70,80,60,5,9,,,,13,,,20,10,3,13,Chile,2113,1,1,0
2020,307,3,3,0,24,2,0,90,40,70,70,3,8,,,1,,,,,,4,1,Colombia,2114,1,1,0
2021,311,3,3,0,25,2,1,100,30,40,80,5,8,,,1,,,,-10,-30,3,1,Colombia,2114,1,1,0
2020,366,2,3,1,20,2,0,10,60,80,40,7,4,,2821,,,,,,,1,2821,Brazil,2115,1,0,1
2020,185,2,1,0,31,3,0,,0,90,,5,5,,2841,,,,,,,2,2841,Brazil,2116,1,0,1
2020,282,1,1,1,46,5,0,90,0,70,90,7,9,1,,,,,,,,2,1,Argentina,2117,1,1,0
2021,498,1,1,1,46,5,1,85,5,90,90,7,9,1,,,,,,5,20,3,1,Argentina,2117,0,1,0
2020,441,6,1,1,46,5,0,80,0,50,70,8,10,,,,,,15,,,4,15,Peru,2118,1,1,0
2021,238,6,3,1,47,5,1,50,10,80,30,10,10,,,,,,15,10,30,3,15,Peru,2118,1,1,0
2020,276,5,3,0,33,3,0,60,90,80,90,5,8,,,,,32,,,,2,32,Mexico,2119,0,0,1
2020,388,5,3,0,38,4,0,60,50,50,80,5,9,,,,,32,,,,2,32,Mexico,2120,1,0,1
2020,468,1,2,1,75,7,0,,10,0,,5,3,2,,,,,,,,2,2,Argentina,2121,1,1,0
2021,892,1,1,1,76,7,0,,10,90,,5,3,2,,,,,,,,2,2,Argentina,2121,1,1,0
2020,257,3,1,1,50,5,0,80,80,80,90,5,9,,,11,,,,,,2,11,Colombia,2122,1,1,0
2021,723,3,3,1,51,5,0,70,70,70,100,5,9,,,1,,,,-10,-10,3,1,Colombia,2122,1,1,0
2020,1004,6,3,0,51,5,0,63,50,65,50,5,5,,,,,,14,,,4,14,Peru,2123,0,1,0
2021,408,6,3,0,52,5,0,70,30,80,0,8,7,,,,,,14,-20,15,3,14,Peru,2123,0,1,0
2020,230,1,3,0,27,3,0,,0,10,,0,5,2,,,,,,,,4,2,Argentina,2124,1,0,1
2020,317,6,3,1,54,5,0,50,50,50,50,5,9,,,,,,15,,,4,15,Peru,2125,1,1,0
2021,506,6,3,1,55,5,0,70,80,40,60,5,9,,,,,,15,30,-10,2,15,Peru,2125,0,1,0
2020,202,4,1,1,57,6,0,75,75,0,80,2,10,,,,1,,,,,1,1,Chile,2126,1,0,1
2020,534,6,1,0,47,5,0,30,40,60,40,8,9,,,,,,15,,,2,15,Peru,2127,0,0,1
2020,209,5,3,1,23,2,0,50,40,30,70,5,8,,,,,33,,,,2,33,Mexico,2128,1,0,1
2020,499,3,3,0,55,5,0,70,10,80,70,5,9,,,17,,,,,,4,17,Colombia,2129,1,1,0
2021,349,3,1,0,56,6,0,0,0,60,60,5,9,,,17,,,,-10,-20,4,17,Colombia,2129,0,1,0
2020,609,1,1,0,53,5,0,80,40,70,100,5,10,1,,,,,,,,2,1,Argentina,2130,0,1,0
2021,615,1,2,0,54,5,1,100,70,100,100,5,10,1,,,,,,30,30,3,1,Argentina,2130,0,1,0
2020,182,4,3,0,25,2,0,40,100,80,100,7,6,,,,13,,,,,3,13,Chile,2131,0,1,0
2021,276,4,3,0,25,2,1,60,80,80,100,8,8,,,,13,,,-20,0,3,13,Chile,2131,0,1,0
2020,855,4,3,0,28,3,0,70,50,50,70,5,9,,,,5,,,,,2,5,Chile,2132,0,0,1
2020,358,5,2,0,40,4,0,,70,80,100,5,8,,,,,34,,,,3,34,Mexico,2133,1,0,1
2020,283,2,1,1,20,2,0,30,40,100,20,10,6,,2820,,,,,,,3,2820,Brazil,2134,1,1,0
2021,344,2,1,1,21,2,0,60,90,100,80,5,7,,2820,,,,,50,0,2,2820,Brazil,2134,1,1,0
2020,233,1,3,1,19,2,0,,20,80,,8,8,3,,,,,,,,2,3,Argentina,2135,1,0,1
2020,327,2,3,1,69,7,0,80,80,60,80,5,9,,2841,,,,,,,2,2841,Brazil,2136,1,1,0
2021,812,2,3,1,70,7,1,90,60,80,90,5,9,,2841,,,,,-20,20,2,2841,Brazil,2136,1,1,0
2020,354,3,1,1,52,5,0,100,0,10,100,7,10,,,1,,,,,,1,1,Colombia,2137,1,1,0
2021,271,3,1,1,53,5,1,90,95,80,95,7,10,,,1,,,,95,70,1,1,Colombia,2137,0,1,0
2020,253,4,3,1,30,3,0,30,20,80,60,5,8,,,,13,,,,,3,13,Chile,2138,0,0,1
2020,843,6,1,1,46,5,0,40,10,20,,6,8,,,,,,7,,,3,7,Peru,2139,1,0,1
2020,345,6,3,0,35,3,0,40,60,30,70,7,8,,,,,,15,,,3,15,Peru,2140,1,1,0
2021,463,6,3,0,35,3,1,60,60,40,70,8,8,,,,,,15,0,10,3,15,Peru,2140,1,1,0
2020,199,1,3,0,24,2,0,,60,75,80,8,8,3,,,,,,,,2,3,Argentina,2141,1,0,1
2020,332,4,1,0,53,5,0,40,50,50,60,3,9,,,,16,,,,,1,16,Chile,2142,0,0,1
2020,909,1,1,1,61,6,0,10,50,20,40,4,5,11,,,,,,,,2,11,Argentina,2143,1,1,0
2021,976,1,3,1,62,6,0,50,50,30,30,5,5,11,,,,,,0,10,3,11,Argentina,2143,0,1,0
2020,306,1,1,1,49,5,0,80,40,80,95,4,10,2,,,,,,,,2,2,Argentina,2144,1,1,0
2021,419,1,1,1,50,5,0,40,30,80,90,6,10,2,,,,,,-10,0,3,2,Argentina,2144,1,1,0
2020,273,1,3,0,45,4,0,,10,90,,8,8,1,,,,,,,,2,1,Argentina,2145,0,0,1
2020,312,2,3,1,26,3,0,50,60,60,70,4,9,,2824,,,,,,,2,2824,Brazil,2146,1,1,0
2021,323,2,3,1,27,3,1,75,75,75,80,4,9,,2827,,,,,15,15,1,2827,Brazil,2146,1,1,0
2020,426,2,1,0,52,5,0,30,20,70,50,9,10,,2833,,,,,,,1,2833,Brazil,2147,0,0,1
2020,220,5,3,0,35,3,0,30,45,40,40,6,4,,,,,34,,,,3,34,Mexico,2148,1,0,1
2020,388,5,3,1,56,6,0,80,15,95,90,9,10,,,,,47,,,,2,47,Mexico,2149,0,1,0
2021,444,5,1,1,57,6,0,70,50,90,70,8,10,,,,,47,,35,-5,1,47,Mexico,2149,1,1,0
2020,133,1,3,0,34,3,0,,40,5,75,5,9,24,,,,,,,,4,24,Argentina,2150,0,1,0
2021,293,1,1,0,35,3,1,20,30,50,90,5,9,24,,,,,,-10,45,1,24,Argentina,2150,1,1,0
2020,948,1,3,0,34,3,0,,10,0,,5,5,1,,,,,,,,2,1,Argentina,2151,1,0,1
2020,1153,3,3,1,23,2,0,,10,60,,6,7,,,10,,,,,,1,10,Colombia,2152,1,1,0
2021,340,3,3,1,24,2,1,,89,80,90,5,7,,,10,,,,,20,1,10,Colombia,2152,0,1,0
2020,670,3,1,1,24,2,0,20,80,100,100,2,8,,,17,,,,,,3,17,Colombia,2153,0,1,0
2021,344,3,3,1,25,2,0,70,80,80,80,5,8,,,1,,,,0,-20,3,1,Colombia,2153,0,1,0
2020,221,3,3,1,28,3,0,70,90,50,60,3,9,,,2,,,,,,2,2,Colombia,2154,1,1,0
2021,198,3,3,1,29,3,1,20,60,50,80,1,10,,,2,,,,-30,0,2,2,Colombia,2154,1,1,0
2020,333,5,3,0,29,3,0,50,50,60,50,8,6,,,,,34,,,,3,34,Mexico,2155,0,0,1
2020,226,1,3,0,25,2,0,,50,1,50,5,4,2,,,,,,,,4,2,Argentina,2156,1,0,1
2020,287,1,3,1,26,3,0,,10,60,90,5,5,2,,,,,,,,2,2,Argentina,2157,1,0,1
2020,263,6,3,1,50,5,0,70,70,70,70,10,10,,,,,,15,,,2,15,Peru,2158,0,0,1
2020,906,5,3,0,57,6,0,30,90,90,70,7,5,,,,,50,,,,3,50,Mexico,2159,1,0,1
2020,165,1,1,0,47,5,0,0,30,100,50,5,7,2,,,,,,,,2,2,Argentina,2160,0,0,1
2020,292,4,3,0,28,3,0,40,30,70,60,8,5,,,,5,,,,,3,5,Chile,2161,1,0,1
2020,173,5,3,1,58,6,0,10,50,20,40,8,9,,,,,28,,,,3,28,Mexico,2162,1,1,0
2021,192,5,3,1,59,6,0,10,10,50,90,6,9,,,,,28,,-40,30,2,28,Mexico,2162,0,1,0
2020,312,4,3,1,51,5,0,30,30,20,40,0,9,,,,14,,,,,2,14,Chile,2163,0,0,1
2020,1095,1,3,0,48,5,0,,10,30,70,5,6,5,,,,,,,,2,5,Argentina,2164,1,0,1
2020,154,3,3,0,31,3,0,40,40,50,90,0,10,,,3,,,,,,1,3,Colombia,2165,0,0,1
2020,425,4,3,1,47,5,0,50,50,40,50,5,6,,,,13,,,,,2,13,Chile,2166,1,1,0
2021,3953,4,1,1,48,5,0,0,0,0,50,2,5,,,,13,,,-50,-40,2,13,Chile,2166,1,1,0
2020,222,4,3,1,45,4,0,50,50,80,80,7,9,,,,13,,,,,1,13,Chile,2167,0,1,0
2021,276,4,3,1,46,5,1,50,30,0,60,5,9,,,,13,,,-20,-80,2,13,Chile,2167,0,1,0
2020,459,3,3,1,44,4,0,,10,90,100,5,7,,,1,,,,,,2,1,Colombia,2168,0,0,1
2020,322,6,1,1,54,5,0,95,70,40,95,7,9,,,,,,15,,,1,15,Peru,2169,1,1,0
2021,636,6,1,1,55,5,1,85,80,85,85,8,9,,,,,,15,10,45,1,15,Peru,2169,1,1,0
2020,383,3,2,0,47,5,0,30,50,60,70,3,8,,,3,,,,,,4,3,Colombia,2170,0,0,1
2020,654,6,3,0,21,2,0,90,69,30,69,4,6,,,,,,15,,,3,15,Peru,2171,1,0,1
2020,322,2,1,1,60,6,0,90,0,70,90,10,10,,2834,,,,,,,3,2834,Brazil,2172,0,0,1
2020,500,3,3,1,24,2,0,30,30,50,30,4,8,,,1,,,,,,2,1,Colombia,2173,0,1,0
2021,231,3,3,1,24,2,0,0,0,20,50,5,8,,,1,,,,-30,-30,2,1,Colombia,2173,0,1,0
2020,261,3,3,1,44,4,0,20,20,30,20,5,9,,,1,,,,,,3,1,Colombia,2174,1,0,1
2020,318,5,3,0,48,5,0,80,90,40,70,8,7,,,,,28,,,,2,28,Mexico,2175,0,1,0
2021,298,5,3,0,49,5,0,90,60,70,80,1,7,,,,,28,,-30,30,2,28,Mexico,2175,0,1,0
2020,207,1,1,1,49,5,0,80,30,30,80,6,5,2,,,,,,,,2,2,Argentina,2176,1,1,0
2021,499,1,1,1,50,5,1,80,50,70,90,7,5,2,,,,,,20,40,3,2,Argentina,2176,1,1,0
2020,464,4,1,1,47,5,0,50,50,20,20,5,9,,,,13,,,,,4,13,Chile,2177,1,0,1
2020,155,3,1,0,28,3,0,90,80,70,90,3,10,,,1,,,,,,2,1,Colombia,2178,0,1,0
2021,203,3,3,0,29,3,0,80,70,70,70,4,9,,,1,,,,-10,0,2,1,Colombia,2178,1,1,0
2020,588,2,3,1,53,5,0,50,40,50,60,5,5,,2841,,,,,,,3,2841,Brazil,2179,1,0,1
2020,260,1,3,0,61,6,0,,10,40,80,6,5,2,,,,,,,,3,2,Argentina,2180,1,1,0
2021,323,1,3,0,62,6,1,,90,90,80,5,5,2,,,,,,,,4,2,Argentina,2180,1,1,0
2020,471,4,3,1,51,5,0,75,60,90,90,3,8,,,,14,,,,,2,14,Chile,2181,1,1,0
2021,432,4,1,1,52,5,0,90,70,70,90,2,8,,,,14,,,10,,3,14,Chile,2181,1,1,0
2020,598,6,3,1,42,4,0,90,50,70,80,7,9,,,,,,15,,,1,15,Peru,2182,1,1,0
2021,285,6,3,1,42,4,0,,30,70,,6,9,,,,,,15,-20,0,1,15,Peru,2182,1,1,0
2020,302,3,1,0,31,3,0,20,60,40,60,5,8,,,1,,,,,,3,1,Colombia,2183,1,0,1
2020,622,4,1,0,31,3,0,50,50,50,50,5,5,,,,6,,,,,3,6,Chile,2184,1,0,1
2020,286,6,1,1,42,4,0,80,10,80,100,8,10,,,,,,15,,,1,15,Peru,2185,1,1,0
2021,640,6,1,1,43,4,1,10,0,100,80,10,10,,,,,,15,-10,20,2,15,Peru,2185,1,1,0
2020,238,3,3,1,40,4,0,90,90,30,90,5,8,,,1,,,,,,2,1,Colombia,2186,1,0,1
2020,646,5,3,0,65,6,0,,50,70,50,10,1,,,,,38,,,,2,38,Mexico,2187,1,1,0
2021,692,5,3,0,66,7,0,,10,70,59,10,5,,,,,38,,,0,2,38,Mexico,2187,1,1,0
2020,213,6,1,1,46,5,0,70,90,30,80,10,10,,,,,,4,,,1,4,Peru,2188,1,1,0
2021,571,6,1,1,47,5,1,10,40,30,10,5,10,,,,,,4,-50,0,1,4,Peru,2188,1,1,0
2020,193,1,3,0,18,2,0,60,50,90,70,8,4,2,,,,,,,,3,2,Argentina,2189,1,0,1
2020,167,1,3,0,36,4,0,40,60,0,40,5,8,2,,,,,,,,4,2,Argentina,2190,1,0,1
2020,429,2,3,1,40,4,0,,10,0,,5,5,,2834,,,,,,,3,2834,Brazil,2191,1,1,0
2021,445,2,1,1,41,4,0,0,40,50,10,7,7,,2834,,,,,,50,4,2834,Brazil,2191,1,1,0
2020,253,3,1,0,51,5,0,,50,90,90,4,7,,,3,,,,,,4,3,Colombia,2192,1,1,0
2021,280,3,1,0,52,5,1,40,40,80,90,3,7,,,3,,,,-10,,4,3,Colombia,2192,1,1,0
2020,238,1,1,0,56,6,0,50,10,90,90,7,8,2,,,,,,,,2,2,Argentina,2193,0,0,1
2020,368,6,3,1,31,3,0,50,40,80,80,5,6,,,,,,23,,,2,23,Peru,2194,0,1,0
2021,236,6,3,1,32,3,0,70,50,50,50,2,8,,,,,,8,10,-30,2,8,Peru,2194,1,1,0
2020,235,2,3,1,70,7,0,60,30,60,60,8,10,,2841,,,,,,,2,2841,Brazil,2195,1,1,0
2021,270,2,1,1,71,7,1,70,50,70,80,7,10,,2841,,,,,20,10,2,2841,Brazil,2195,1,1,0
2020,368,3,1,1,28,3,0,60,70,0,90,5,6,,,17,,,,,,3,17,Colombia,2196,1,1,0
2021,369,3,3,1,29,3,1,30,30,50,20,5,8,,,17,,,,-40,50,3,17,Colombia,2196,1,1,0
2020,215,2,1,0,48,5,0,30,80,100,80,8,9,,2839,,,,,,,2,2839,Brazil,2197,0,1,0
2021,246,2,2,0,49,5,1,70,85,98,90,10,9,,2839,,,,,5,-2,2,2839,Brazil,2197,1,1,0
2020,271,6,3,0,23,2,0,40,10,60,60,5,9,,,,,,15,,,4,15,Peru,2198,1,1,0
2021,324,6,3,0,24,2,0,,10,50,20,6,9,,,,,,15,0,-10,2,15,Peru,2198,1,1,0
2020,301,4,3,0,52,5,0,80,90,70,90,6,7,,,,4,,,,,2,4,Chile,2199,0,1,0
2021,734,4,3,0,53,5,1,60,60,70,60,7,7,,,,4,,,-30,0,3,4,Chile,2199,1,1,0
2020,217,3,1,1,47,5,0,50,50,50,50,5,6,,,1,,,,,,2,1,Colombia,2200,0,1,0
2021,195,3,1,1,48,5,0,50,50,50,70,5,8,,,1,,,,0,0,1,1,Colombia,2200,0,1,0
2020,547,1,3,0,43,4,0,9,10,30,60,6,7,4,,,,,,,,4,4,Argentina,2201,1,1,0
2021,559,1,3,0,44,4,0,,0,3,,5,7,4,,,,,,,-27,4,4,Argentina,2201,0,1,0
2020,854,2,1,0,36,4,0,0,50,60,40,5,5,,2829,,,,,,,2,2829,Brazil,2202,0,0,1
2020,879,3,1,0,72,7,0,80,70,20,78,5,10,,,3,,,,,,4,3,Colombia,2203,1,1,0
2021,1618,3,1,0,73,7,1,50,80,30,95,3,10,,,3,,,,10,10,3,3,Colombia,2203,1,1,0
2020,207,2,1,1,54,5,0,80,20,60,80,8,9,,2839,,,,,,,1,2839,Brazil,2204,1,0,1
2020,152,4,1,1,47,5,0,30,10,20,30,6,9,,,,13,,,,,2,13,Chile,2205,1,1,0
2021,260,4,1,1,48,5,0,10,50,50,90,8,9,,,,13,,,40,30,2,13,Chile,2205,1,1,0
2020,665,6,3,0,31,3,0,90,20,20,90,5,7,,,,,,15,,,3,15,Peru,2206,1,0,1
2020,531,4,3,1,47,5,0,50,80,50,95,5,9,,,,13,,,,,2,13,Chile,2207,1,0,1
2020,282,4,3,1,58,6,0,30,30,10,40,5,6,,,,13,,,,,3,13,Chile,2208,1,1,0
2021,494,4,3,1,59,6,1,40,40,20,40,0,8,,,,13,,,10,10,2,13,Chile,2208,0,1,0
2020,1159,6,3,0,35,3,0,,10,90,80,10,9,,,,,,4,,,3,4,Peru,2209,1,0,1
2020,329,6,3,1,57,6,0,50,80,90,70,10,9,,,,,,15,,,2,15,Peru,2210,0,1,0
2021,222,6,1,1,58,6,1,50,70,40,70,10,9,,,,,,15,-10,-50,3,15,Peru,2210,0,1,0
2020,491,4,1,0,34,3,0,30,50,50,50,5,5,,,,13,,,,,3,13,Chile,2211,1,1,0
2021,497,4,3,0,34,3,1,20,30,50,50,5,5,,,,13,,,-20,0,3,13,Chile,2211,1,1,0
2020,467,4,1,1,66,7,0,50,70,70,50,7,8,,,,13,,,,,2,13,Chile,2212,1,1,0
2021,590,4,1,1,67,7,1,70,60,50,70,7,9,,,,13,,,-10,-20,2,13,Chile,2212,1,1,0
2020,354,5,1,0,29,3,0,50,70,20,70,7,8,,,,,34,,,,2,34,Mexico,2213,1,0,1
2020,356,3,1,1,65,6,0,100,80,80,80,6,9,,,1,,,,,,2,1,Colombia,2214,0,1,0
2021,428,3,1,1,66,7,0,80,70,70,90,6,9,,,1,,,,-10,-10,2,1,Colombia,2214,1,1,0
2020,279,4,3,0,28,3,0,,10,90,100,5,8,,,,1,,,,,2,1,Chile,2215,0,0,1
2020,522,3,1,0,35,3,0,30,30,30,30,5,8,,,1,,,,,,2,1,Colombia,2216,0,1,0
2021,347,3,1,0,35,3,0,70,50,70,60,5,8,,,1,,,,20,40,3,1,Colombia,2216,1,1,0
2020,300,4,1,1,47,5,0,90,50,0,90,0,9,,,,13,,,,,3,13,Chile,2217,1,1,0
2021,206,4,1,1,48,5,1,100,20,50,100,0,9,,,,13,,,-30,50,3,13,Chile,2217,1,1,0
2020,472,1,3,0,49,5,0,,90,0,,5,5,2,,,,,,,,4,2,Argentina,2218,1,0,1
2020,162,5,3,0,45,4,0,90,80,90,100,5,9,,,,,34,,,,2,34,Mexico,2219,0,0,1
2020,204,3,1,1,32,3,0,,70,50,70,3,8,,,13,,,,,,2,13,Colombia,2220,1,0,1
2020,235,2,3,0,30,3,0,,0,100,,5,8,,2826,,,,,,,4,2826,Brazil,2221,0,0,1
2020,244,1,1,0,40,4,0,50,50,30,50,0,8,9,,,,,,,,4,9,Argentina,2222,1,1,0
2021,1719,1,1,0,41,4,0,30,30,50,50,5,8,9,,,,,,-20,20,4,9,Argentina,2222,1,1,0
2020,375,3,3,0,21,2,0,50,50,60,75,4,5,,,11,,,,,,3,11,Colombia,2223,0,1,0
2021,388,3,3,0,22,2,1,60,60,40,50,0,8,,,11,,,,10,-20,3,11,Colombia,2223,1,1,0
2020,217,4,3,1,55,5,0,70,70,60,90,3,7,,,,13,,,,,3,13,Chile,2224,0,1,0
2021,537,4,3,1,56,6,1,100,80,80,100,2,7,,,,13,,,10,20,2,13,Chile,2224,1,1,0
2020,390,3,1,0,21,2,0,70,40,10,40,5,9,,,1,,,,,,1,1,Colombia,2225,1,1,0
2021,667,3,1,0,22,2,1,,100,20,60,5,9,,,1,,,,60,10,2,1,Colombia,2225,1,1,0
2020,281,4,3,1,61,6,0,50,100,0,100,3,5,,,,1,,,,,3,1,Chile,2226,0,0,1
2020,354,1,1,0,41,4,0,,50,0,40,5,7,4,,,,,,,,3,4,Argentina,2227,1,0,1
2020,175,4,1,0,18,2,0,100,100,40,100,4,8,,,,9,,,,,2,9,Chile,2228,0,0,1
2020,177,2,1,0,45,4,0,70,50,50,70,5,8,,2838,,,,,,,3,2838,Brazil,2229,1,1,0
2021,284,2,1,0,45,4,0,80,80,80,80,5,8,,2838,,,,,30,30,3,2838,Brazil,2229,1,1,0
2020,359,2,1,1,38,4,0,80,80,50,80,2,8,,2838,,,,,,,2,2838,Brazil,2230,1,1,0
2021,585,2,1,1,39,4,0,80,80,60,70,5,9,,2838,,,,,0,10,2,2838,Brazil,2230,0,1,0
2020,292,5,3,0,31,3,0,,10,50,,6,5,,,,,21,,,,2,21,Mexico,2231,1,1,0
2021,489,5,3,0,31,3,1,,10,50,,0,5,,,,,21,,,0,1,21,Mexico,2231,0,1,0
2020,309,5,3,0,43,4,0,,10,50,,5,3,,,,,30,,,,2,30,Mexico,2232,0,0,1
2020,265,3,3,1,40,4,0,60,70,40,80,4,9,,,4,,,,,,2,4,Colombia,2233,1,1,0
2021,288,3,3,1,41,4,1,60,70,50,80,4,9,,,4,,,,0,10,2,4,Colombia,2233,1,1,0
2020,661,3,1,0,40,4,0,50,90,90,100,5,9,,,17,,,,,,2,17,Colombia,2234,1,1,0
2021,1651,3,1,0,41,4,1,80,78,75,90,5,9,,,17,,,,-12,-15,3,17,Colombia,2234,0,1,0
2020,219,5,1,0,39,4,0,,80,40,80,0,7,,,,,36,,,,1,36,Mexico,2235,0,1,0
2021,284,5,3,0,40,4,0,,10,50,,0,7,,,,,36,,,10,2,36,Mexico,2235,1,1,0
2020,182,4,1,0,60,6,0,35,35,20,80,1,9,,,,13,,,,,2,13,Chile,2236,0,1,0
2021,2957,4,1,0,60,6,1,60,65,50,80,5,9,,,,13,,,30,30,2,13,Chile,2236,1,1,0
2020,417,3,1,0,47,5,0,50,50,50,50,7,10,,,3,,,,,,2,3,Colombia,2237,1,1,0
2021,206,3,1,0,48,5,1,90,90,90,90,8,10,,,3,,,,40,40,3,3,Colombia,2237,0,1,0
2020,259,5,3,0,30,3,0,60,70,60,70,6,9,,,,,28,,,,2,28,Mexico,2238,1,0,1
2020,3016,5,1,0,52,5,0,10,50,20,50,1,5,,,,,34,,,,2,34,Mexico,2239,0,1,0
2021,859,5,3,0,52,5,1,,10,40,,1,5,,,,,34,,-40,20,4,34,Mexico,2239,0,1,0
2020,549,3,3,0,65,6,0,50,50,90,50,7,10,,,1,,,,,,2,1,Colombia,2240,1,0,1
2020,232,6,3,0,20,2,0,90,85,75,95,5,5,,,,,,15,,,2,15,Peru,2241,1,0,1
2020,225,2,1,0,64,6,0,,10,30,,4,10,,2838,,,,,,,2,2838,Brazil,2242,0,0,1
2020,339,6,3,0,18,2,0,60,60,75,50,2,5,,,,,,7,,,2,7,Peru,2243,1,1,0
2021,1018,6,3,0,19,2,0,75,65,70,75,10,6,,,,,,11,5,-5,2,11,Peru,2243,0,1,0
2020,280,1,3,0,43,4,0,,10,1,,1,5,2,,,,,,,,3,2,Argentina,2244,1,0,1
2020,243,3,3,1,37,4,0,50,50,0,50,5,10,,,7,,,,,,2,7,Colombia,2245,1,1,0
2021,504,3,3,1,38,4,0,70,70,90,100,3,10,,,7,,,,20,,2,7,Colombia,2245,1,1,0
2020,212,5,3,0,55,5,0,89,89,80,90,10,9,,,,,30,,,,1,30,Mexico,2246,1,0,1
2020,255,2,3,0,22,2,0,10,10,70,20,5,5,,2841,,,,,,,4,2841,Brazil,2247,0,0,1
2020,1656,2,3,0,37,4,0,90,95,90,90,4,8,,2834,,,,,,,1,2834,Brazil,2248,0,0,1
2020,682,4,3,0,48,5,0,80,80,20,80,5,10,,,,13,,,,,3,13,Chile,2249,1,0,1
2020,384,4,3,0,33,3,0,0,30,70,70,5,8,,,,13,,,,,4,13,Chile,2250,1,1,0
2021,278,4,3,0,34,3,0,35,10,98,20,5,8,,,,13,,,-20,28,3,13,Chile,2250,1,1,0
2020,485,6,3,0,26,3,0,,10,50,,5,5,,,,,,7,,,4,7,Peru,2251,0,0,1
2020,934,2,3,0,58,6,0,90,70,40,90,10,8,,2841,,,,,,,3,2841,Brazil,2252,0,1,0
2021,991,2,2,0,58,6,0,40,10,50,90,5,8,,2841,,,,,,10,4,2841,Brazil,2252,0,1,0
2020,581,2,3,0,23,2,0,70,10,90,,7,5,,2826,,,,,,,2,2826,Brazil,2253,1,0,1
2020,518,4,1,1,79,7,0,60,30,30,50,5,5,,,,13,,,,,1,13,Chile,2254,1,1,0
2021,699,4,1,1,80,7,1,,0,50,,5,5,,,,13,,,-30,20,1,13,Chile,2254,1,1,0
2020,368,1,1,1,54,5,0,30,40,30,80,5,9,2,,,,,,,,2,2,Argentina,2255,0,1,0
2021,754,1,3,1,55,5,0,40,50,50,90,5,9,2,,,,,,10,20,2,2,Argentina,2255,1,1,0
2020,150,4,3,1,28,3,0,70,60,50,70,5,8,,,,13,,,,,3,13,Chile,2256,0,0,1
2020,277,4,3,1,57,6,0,50,10,40,50,5,9,,,,14,,,,,1,14,Chile,2257,1,0,1
2020,281,2,3,1,40,4,0,,10,100,30,5,6,,2841,,,,,,,3,2841,Brazil,2258,0,0,1
2020,134,3,1,0,28,3,0,0,0,0,0,2,10,,,1,,,,,,1,1,Colombia,2259,0,0,1
2020,400,3,1,0,28,3,0,20,20,10,30,5,9,,,2,,,,,,2,2,Colombia,2260,1,0,1
2020,209,4,3,0,39,4,0,,10,90,30,0,1,,,,13,,,,,3,13,Chile,2261,0,0,1
2020,1491,2,1,1,57,6,0,90,30,80,30,5,9,,2841,,,,,,,3,2841,Brazil,2262,1,1,0
2021,342,2,1,1,57,6,0,70,10,60,,5,9,,2841,,,,,,-20,3,2841,Brazil,2262,0,1,0
2020,1789,1,1,0,52,5,0,,80,20,80,4,9,1,,,,,,,,2,1,Argentina,2263,1,0,1
2020,645,6,3,0,50,5,0,100,0,0,100,5,9,,,,,,15,,,4,15,Peru,2264,1,1,0
2021,504,6,3,0,52,5,0,70,80,60,90,10,9,,,,,,15,80,60,4,15,Peru,2264,1,1,0
2020,245,5,1,0,28,3,0,,10,70,,4,6,,,,,27,,,,4,27,Mexico,2265,1,0,1
2020,275,3,1,1,52,5,0,99,100,50,100,5,8,,,5,,,,,,3,5,Colombia,2266,0,1,0
2021,294,3,1,1,52,5,0,10,5,25,50,10,9,,,5,,,,-95,-25,4,5,Colombia,2266,1,1,0
2020,448,6,1,0,61,6,0,60,20,40,90,3,9,,,,,,15,,,2,15,Peru,2267,1,1,0
2021,390,6,1,0,61,6,0,50,50,80,90,8,9,,,,,,15,30,40,2,15,Peru,2267,1,1,0
2020,660,6,1,1,41,4,0,10,90,10,90,2,9,,,,,,4,,,2,4,Peru,2268,1,0,1
2020,350,3,1,0,35,3,0,100,50,70,80,5,7,,,1,,,,,,3,1,Colombia,2269,0,1,0
2021,584,3,1,0,36,4,1,90,20,80,80,5,7,,,1,,,,-30,10,4,1,Colombia,2269,0,1,0
2020,319,1,3,1,22,2,0,,10,70,,8,6,4,,,,,,,,3,4,Argentina,2270,1,1,0
2021,445,1,3,1,23,2,0,0,30,60,0,8,7,4,,,,,,,-10,1,4,Argentina,2270,1,1,0
2020,287,1,3,1,38,4,0,30,100,10,10,3,7,3,,,,,,,,4,3,Argentina,2271,1,0,1
2020,269,4,1,1,59,6,0,80,50,50,80,7,9,,,,16,,,,,2,16,Chile,2272,0,1,0
