year,state,yearstate,fips,yearx,tl_onset,house_delay,sen_delay,comb_delay,repeal,standardpoors,sp25,moodys,m25,fitch,f19,grants,igr,gopshare,totalrevenue,total_general_revenue,totalexp,deficit,general_revenue_from_taxes,fullfaithandcredit,nonguaranteeddebt,totallongtermdebt,squire_score,debtlimit,bsf_deposit,bsf_withdrawal,bsf_size,tel,income,unemployment,schoolagepopulation,over65population,gsp,popgrowth,population,populationdensity,exp_highways,exp_welfare,exp_education,handh,govdem,dividedgov,demcontrol,termlimits_governor,termlimits_house,termlimits_senate,termlimits_e,seats_house,seats_senate,initiatives,cpi,v57,grants_total,emptot,empwagesalary,emppriv,totempgovt,fedempciv,fedempmil,govtempsandl,totalexpipolated,highwaysipolated,welfareipolated,educationipolated,handhipolated,exp_real,exp_highways_real,exp_welfare_real,exp_education_real,handh_real,income_real,grants_real,igr_real,gsp_real,totallongtermdebt_i,nonguaranteeddebt_i,total_debt_real,nong_debt_real,exp_real_pc,exp_highways_real_pc,exp_welfare_real_pc,exp_education_real_pc,exp_handh_real_pc,income_real_pc,grants_real_pc,gsp_real_inc,fedempciv_pc,fedempmil_pc,govtempsandl_pc,exp_inc,total_debt_real_pc,nong_debt_real_pc,_Iyear_1980,_Iyear_1981,_Iyear_1982,_Iyear_1983,_Iyear_1984,_Iyear_1985,_Iyear_1986,_Iyear_1987,_Iyear_1988,_Iyear_1989,_Iyear_1990,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Ifips_4,_Ifips_5,_Ifips_6,_Ifips_8,_Ifips_9,_Ifips_10,_Ifips_12,_Ifips_13,_Ifips_16,_Ifips_17,_Ifips_18,_Ifips_19,_Ifips_20,_Ifips_21,_Ifips_22,_Ifips_23,_Ifips_24,_Ifips_25,_Ifips_26,_Ifips_27,_Ifips_28,_Ifips_29,_Ifips_30,_Ifips_32,_Ifips_33,_Ifips_34,_Ifips_35,_Ifips_36,_Ifips_37,_Ifips_38,_Ifips_39,_Ifips_40,_Ifips_41,_Ifips_42,_Ifips_44,_Ifips_45,_Ifips_46,_Ifips_47,_Ifips_48,_Ifips_49,_Ifips_50,_Ifips_51,_Ifips_53,_Ifips_54,_Ifips_55,_Ifips_56
2002,Alabama,Alabama2002,1,24,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,5557322000.0,5794984000.0,0.5565895,14942.2,23113.713,17996.42,-3054.22,9718.827,7085.526,11896.181,18981.707,0.067,1,0,0,0,0,25461,5.4,0.1822517,0.1312245,123805,0.0024522,4477571,88.24,1255.8,4110.058,6811.434,1836.705,1.0,0,1,1,0,0,0,105,35,0,1.05,5557.0,5557.0,2387215,1990053,1942764,389091,49703,37256,302132,17996.42,1255.8,4110.058,6811.434,1836.705,18896.24,1318.59,4315.561,7152.0054,1928.5402,26734.049,5835187700.0,6084733000.0,129995.24,18981.707,11896.1806640625,19930.791,12490.989,422.0199,29.448778,96.381744,159.72958,43.071125,597.06586,130320380.0,2903.2537,1110.0438,832.0583,6747.6763,0.70682305,445.12506,278.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Alabama,Alabama2003,1,25,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,5895622000.0,6115367000.0,0.5565895,19098.8,,18471.11,627.69,,,,,0.071,1,0,0,0,0,26371,5.4,0.1806049,0.1318492,130210,0.0039124,4495089,88.58,1163.904,4531.802,7053.792,1973.093,1.0,0,1,1,0,0,0,105,35,0,1.03,5896.0,5896.0,2396939,1986705,1949611,393746,50458,36586,306702,18471.11,1163.904,4531.802,7053.792,1973.093,19025.242,1198.8212,4667.756,7265.406,2032.2858,27162.129,6072490500.0,6298828000.0,134116.3,20241.501999999862,12712.958984375,20848.746,13094.348,423.24506,26.669577,103.84123,161.62985,45.211246,604.2623,135091660.0,2983.6182,1122.5139,813.91046,6823.0464,0.70043266,463.81165,291.3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Alabama,Alabama2004,1,26,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,6057110000.0,6130488000.0,0.6024375,21401.8,25368.178,19544.56,1857.24,10535.366,7971.56,13529.737,21501.297,0.071,1,0,0,0,0,28007,5.1,0.1790527,0.1321265,141527,0.0049728,4517442,89.02,1199.566,4568.332,7617.223,1915.121,0.0,1,0,1,0,0,0,105,35,0,1.0,6057.0,6057.11,2462648,2020854,2009740,399441,51077,39604,308760,19544.56,1199.566,4568.332,7617.223,1915.121,19544.56,1199.566,4568.332,7617.223,1915.121,28007.0,6057110000.0,6130488000.0,141527.0,21501.297,13529.7373046875,21501.297,13529.737,432.64664,26.5541,101.126526,168.61806,42.393925,619.97473,134082744.0,3132.9014,1130.662,876.69086,6834.8413,0.6978456,475.96176,299.49997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Alabama,Alabama2005,1,27,0,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,6306208000.0,6691201000.0,0.6024375,22296.8,"27,370",19923.86,2372.94,"11,661",,,,0.071,1,0,0,0,0,29460,3.8,0.1740253,0.1324613,150582,0.0089356,4557808,89.81964,1247.394,4071.617,7728.353,2192.971,0.0,1,0,1,0,0,0,105,35,0,0.97,,6306.208,2526976,2059706,2074542,400314,51555,36853,311906,19923.86,1247.394,4071.617,7728.353,2192.971,19326.145,1209.9723,3949.4685,7496.5024,2127.182,28576.201,6117021700.0,6490465300.0,146064.55,21868.185999999987,14346.515625,21212.14,13916.12,424.0228,26.547241,86.65281,164.47604,46.67116,626.9725,134209730.0,3204.7104,1131.1359,808.5685,6843.3335,0.6763021,465.40225,305.32483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Alabama,Alabama2006,1,28,0,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,6565179000.0,6977227000.0,0.6024375,23670.9,29579.745,21103.02,2567.88,12756.025,,,22235.075,0.071,1,0,0,0,0,30873,3.5,0.1771948,0.1338537,158858,0.0071157,4590240,90.632,1336.413,4179.68,8387.861,2072.053,0.0,1,0,1,0,0,0,105,35,0,0.94,,6565.179,2577639,2097044,2120695,404873,51782,36996,316095,21103.02,1336.413,4179.68,8387.861,2072.053,19836.838,1256.2281,3928.8994,7884.59,1947.7297,29020.62,6171268000.0,6558593500.0,149326.52,22235.075,15163.2939453125,20900.97,14253.496,432.15253,27.367374,85.59246,171.76857,42.43198,632.2244,134443250.0,3253.1309,1128.0891,805.97095,6886.241,0.6835429,455.33502,310.51746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Alabama,Alabama2007,1,29,0,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,6869216000.0,,0.6024375,27147.4,30880.98,22639.9,4507.5,13510.462,,,24292.474,0.071,1,0,0,0,0,32419,3.5,0.1761731,0.1352152,164524,0.0081937,4627851,91.19997,1358.627,4594.09,9055.319,1758.57,0.0,1,0,1,0,0,0,105,35,0,0.91,,6869.216,2618073,2119276,2157228,409942,52002,36263,321677,22639.9,1358.627,4594.09,9055.319,1758.57,20602.31,1236.3506,4180.622,8240.341,1600.2987,29501.291,6250986500.0,,149716.84,24292.474,15980.072265625,22106.152,14541.866,445.18094,26.715437,90.33614,178.05977,34.57974,637.4728,135073200.0,3235.1267,1123.6749,783.58185,6950.8936,0.6983529,477.6764,314.22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Arizona,Arizona1979,4,1,0,0,0,0,0,.,,.,,.,,809479000.0,479310000.0,0.6280019,2817.32,3901.2,2288.0,529.32,2459,1388.3,1982.1,3370.4,0.269,1,0,0,0,0,8518,5.1,0.2161308,0.1128249,27306,0.0478091,2635571,23.19,300.0,118.0,1056.0,139.0,1.0,1,0,0,0,0,0,60,30,1,2.6,845.0,809.0,1241307,1079035,990547,231698,37720,32974,161004,2288.0,300.0,118.0,1056.0,139.0,5948.8,780.0,306.8,2745.5999,361.4,22146.799,2104645400.0,1246206000.0,70995.59,3370.4,1982.0999755859375,8763.04,5153.46,225.71199,29.595104,11.64074,104.17477,13.712399,840.30365,79855384.0,2693.746,1431.189,1251.1141,6108.885,0.26860765,332.49115,195.53485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Arizona,Arizona1980,4,2,0,0,0,0,0,.,,.,,.,,837882000.0,541257000.0,0.6341552,3187.08,4365.9,2637.0,550.08,2738.2,1617.2,2988.8,4606.0,0.269,1,0,0,0,1,9524,6.7,0.2126395,0.1129418,30431,0.0313572,2718215,23.92,337.0,150.0,1182.0,156.0,1.0,1,0,0,0,0,0,60,30,1,2.29,990.0,838.0,1284946,1109792,1025181,238321,38299,33887,166135,2637.0,337.0,150.0,1182.0,156.0,6038.73,771.73,343.5,2706.78,357.24,21809.959,1918749700.0,1239478500.0,69686.99,4606.0,2988.800048828125,10547.74,6844.352,222.15793,28.391058,12.63697,99.57932,13.142447,802.3633,70588590.0,2563.704,1408.9761,1246.6637,6111.9155,0.2768795,388.0392,251.79584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Arizona,Arizona1981,4,3,0,0,0,0,0,.,,.,,.,,864322000.0,558857000.0,0.6341552,3404.7,4657.2,2841.0,563.7,2750.9,1698.3,3422.5,5120.8,0.269,1,0,0,0,1,10636,6.2,0.2028393,0.1160098,33703,0.033806,2810107,24.73,361.0,180.0,1364.0,189.0,1.0,1,0,0,0,0,0,60,30,1,2.08,1122.0,864.0,1317028,1137997,1059038,236940,37721,34734,164485,2841.0,361.0,180.0,1364.0,189.0,5909.28,750.87994,374.4,2837.1199,393.12,22122.879,1797789700.0,1162422500.0,70102.234,5120.8,3422.5,10651.264,7118.8,210.28665,26.720688,13.323336,100.96127,13.989503,787.2611,63975844.0,2494.6465,1342.3333,1236.0383,5853.336,0.2671117,379.0341,253.32843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Arizona,Arizona1982,4,4,0,0,0,0,0,.,,.,,.,,799223000.0,509422000.0,0.6341552,3502.57,5015.2,5146.0,-1643.43,2890.7,1918.8,4391.3,6310.1,0.269,1,0,0,0,1,10934,10.0,0.1965493,0.1183448,34994,0.0283811,2889861,25.43,455.0,243.0,2161.0,380.0,1.0,1,0,0,0,0,0,60,30,1,1.96,1206.0,799.0,1319727,1124076,1058933,240254,37004,36470,166780,5146.0,455.0,243.0,2161.0,380.0,10086.16,891.8,476.28,4235.56,744.8,21430.64,1566477000.0,998467140.0,68588.24,6310.1,4391.2998046875,12367.796,8606.948,349.01886,30.859615,16.48107,146.56622,25.772865,741.5803,54205964.0,2373.4097,1280.4768,1261.9984,5771.212,0.47064203,427.972,297.8326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Arizona,Arizona1983,4,5,0,0,0,0,0,.,,.,,.,,844994000.0,492349000.0,0.6341552,3969.22,5630.5,5586.0,-1616.78,3153.5,2061.6,5315.3,7376.9,0.269,1,0,0,0,1,11673,9.2,0.1916519,0.1209192,38835,0.0273591,2968925,26.13,453.0,347.0,2335.0,388.0,1.0,1,0,0,0,0,0,60,30,1,1.9,1188.0,845.0,1383140,1175898,1115414,245343,37584,37593,170166,5586.0,453.0,347.0,2335.0,388.0,10613.399,860.7,659.3,4436.5,737.2,22178.7,1605488600.0,935463100.0,73786.5,7376.9,5315.2998046875,14016.109,10099.069,357.4829,28.990292,22.20669,149.4312,24.830536,747.02795,54076428.0,2485.2935,1265.9127,1266.216,5731.5693,0.4785402,472.09375,340.15912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Arizona,Arizona1984,4,6,0,0,0,0,0,.,,.,,.,,989930000.0,599684000.0,0.6766706,4551.99,6394,6350.0,-1798.01,3804.3,2093.3,7764.1,9857.4,0.269,1,0,0,0,1,12886,5.0,0.1897536,0.1222639,45235,0.0330793,3067135,26.99,591.0,498.0,2453.0,370.0,1.0,1,0,0,0,0,0,60,30,1,1.82,1177.0,990.0,1511182,1280382,1242076,247980,38869,36775,172336,6350.0,591.0,498.0,2453.0,370.0,11557.0,1075.62,906.36005,4464.46,673.4,23452.521,1801672700.0,1091424900.0,82327.7,9857.4,7764.10009765625,17940.469,14130.662,376.80115,35.06921,29.550707,145.55798,21.955343,764.63934,58741228.0,2684.1892,1267.2738,1199.0017,5618.794,0.49278283,584.92596,460.7121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Arizona,Arizona1985,4,7,0,0,0,0,0,.,,.,,.,,1121528000.0,695007000.0,0.6766706,5330.49,7323.6,7345.0,-2014.51,4386.1,2574.0,8901.0,11475.0,0.269,1,0,0,0,1,13769,6.3,0.1887837,0.1231334,50080,0.0379517,3183538,28.02,774.0,576.0,2779.0,346.0,1.0,1,0,0,0,0,0,60,30,1,1.76,1305.0,1122.0,1631730,1383048,1349319,261050,40248,36607,184195,7345.0,774.0,576.0,2779.0,346.0,12927.2,1362.24,1013.76,4891.04,608.96,24233.44,1973889300.0,1223212300.0,88140.8,11475.0,8901.0,20196.0,15665.76,406.06396,42.790127,31.843817,153.63536,19.128405,761.21094,62003010.0,2768.6428,1264.2538,1149.8842,5785.8584,0.5334447,634.38855,492.08646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Arizona,Arizona1986,4,8,0,0,0,0,0,.,,.,,.,,1206279000.0,733331000.0,0.6766706,6038.0,8279.5,8429.0,-2391.0,4896.4,3050.0,10378.0,13428.0,0.25,1,0,0,0,1,14427,6.9,0.186805,0.1239321,55191,0.0391778,3308262,29.11,912.0,605.0,3274.0,410.0,1.0,1,0,0,0,0,0,60,30,1,1.72,1620.0,1206.0,1711535,1447181,1419921,271503,40946,38416,192141,8429.0,912.0,605.0,3274.0,410.0,14497.88,1568.64,1040.6,5631.2803,705.2,24814.44,2074799900.0,1261329300.0,94928.52,13428.0,10378.0,23096.16,17850.16,438.2325,47.415833,31.454582,170.21869,21.31633,750.07477,62715708.0,2869.438,1237.6892,1161.214,5807.9136,0.58425176,698.13574,539.56305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Arizona,Arizona1987,4,9,0,0,0,0,0,.,,.,,.,,1188406000.0,912915000.0,0.6766706,6673.43,9022.6,9490.0,-2816.57,5439.7,3349.0,10352.0,13701.0,0.25,1,0,0,0,1,14985,6.4,0.1870762,0.1248144,59171,0.0389452,3437103,30.25,1231.0,726.0,3625.0,427.0,0.0,1,0,0,0,0,0,60,30,1,1.66,1810.0,1188.0,1777428,1501617,1475458,280625,42329,39765,198531,9490.0,1231.0,726.0,3625.0,427.0,15753.399,2043.46,1205.16,6017.5,708.82,24875.1,1972753900.0,1515438800.0,98223.86,13701.0,10352.0,22743.66,17184.32,458.33365,59.452972,35.06325,175.07477,20.6226,723.72284,57395830.0,2857.7515,1231.5314,1156.9336,5776.1143,0.63329995,661.71014,499.96524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,Arizona,Arizona1988,4,10,0,0,0,0,0,.,,.,,.,,1176665000.0,943029000.0,0.639319,6868.49,9441.6,10398.0,-3529.51,5898,3828.0,14465.0,18293.0,0.25,1,0,0,0,1,15627,6.3,0.186129,0.1261604,63639,0.0285357,3535183,31.11,1218.0,829.0,3936.0,451.0,1.0,1,0,0,0,0,0,60,30,1,1.6,2235.0,1177.0,1847477,1543384,1537160,290340,43056,39973,207311,10398.0,1218.0,829.0,3936.0,451.0,16636.8,1948.8,1326.4,6297.6,721.60004,25003.201,1882664100.0,1508846500.0,101822.4,18293.0,14465.0,29268.8,23144.0,470.6065,55.125862,37.51998,178.14072,20.411957,707.2675,53255068.0,2880.2583,1217.9285,1130.7194,5864.2227,0.66538686,827.9289,654.67615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Arizona,Arizona1989,4,11,0,0,0,0,0,.,,.,,.,,1305187000.0,1033516000.0,0.639319,7577.64,10619.9,7157.0,420.64,6543.5,4073.0,12388.0,16461.0,0.25,1,0,0,0,1,16403,5.3,0.1866277,0.1278234,66390,0.0246103,3622185,31.88,1160.879,838.605,2431.286,254.198,1.0,1,0,0,0,0,0,60,30,1,1.52,2640.0,1305.0,1880387,1579597,1565098,296430,43525,40124,212781,9331.5,1343.5,953.0,3347.5,383.5,10878.64,1764.5361,1274.6796,3695.5544,386.38095,24932.56,1983884200.0,1570944300.0,100912.8,16461.0,12388.0,25020.719,18829.76,300.33362,48.714687,35.190903,102.02556,10.6670685,688.3293,54770372.0,2785.9648,1201.6228,1107.7291,5874.3823,0.4363226,690.7631,519.84534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Arizona,Arizona1990,4,12,0,0,0,0,0,.,,.,,.,,1619474000.0,1292634000.0,0.639319,8618.86,11622.2,8265.0,353.86,7040.4,4260.0,12907.0,17167.0,0.25,1,0,0,0,1,17005,5.3,0.1900506,0.1304491,69322,0.0170924,3684097,32.42,1469.0,1077.0,2759.0,316.0,1.0,1,0,0,0,0,0,60,30,1,1.45,2996.0,1620.0,1909879,1607628,1583146,307436,45843,38197,223396,8265.0,1469.0,1077.0,2759.0,316.0,11984.25,2130.05,1561.65,4000.55,458.2,24657.25,2348237300.0,1874319400.0,100516.91,17167.0,12907.0,24892.15,18715.15,325.2968,57.817425,42.38895,108.58971,12.437241,669.2888,63739830.0,2728.4001,1244.3484,1036.8076,6063.7925,0.48603353,675.6649,507.99832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Arizona,Arizona1991,4,13,0,0,0,0,0,.,,.,,.,,1809839000.0,1488711000.0,0.639319,9016.01,12317.1,7872.0,1144.01,7509.2,4463.0,13659.0,18122.0,0.25,1,0,0,0,1,17260,5.7,0.1885759,0.1317263,72263,0.0283595,3788576,33.34,1094.0,1034.0,2807.0,357.0,0.0,0,0,0,0,0,0,60,30,1,1.39,3150.0,1810.0,1917587,1600769,1589540,308944,44525,36249,228170,7872.0,1094.0,1034.0,2807.0,357.0,10942.08,1520.66,1437.26,3901.73,496.22998,23991.4,2515676200.0,2069308300.0,100445.57,18122.0,13659.0,25189.58,18986.01,288.81775,40.13804,37.93668,102.98672,13.098061,633.2564,66401628.0,2651.2751,1175.2437,956.7975,6022.5796,0.45608342,664.8825,501.13843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Arizona,Arizona1992,4,14,0,0,0,0,0,.,,.,,.,,2235114000.0,1851938000.0,0.5602297,9490.97,12917.9,9095.781,395.189,7764.4,5039.0,13887.0,18926.0,0.25,1,0,0,0,1,17777,7.4,0.1873025,0.1324169,79695,0.0335651,3915740,34.46,954.36,1811.875,2929.886,431.193,0.0,0,0,0,0,0,1,60,30,1,1.35,3095.0,2235.0,1940028,1632606,1606430,313532,44774,35211,233547,9095.781,954.36,1811.875,2929.886,431.193,12279.305,1288.386,2446.0312,3955.3462,582.11053,23998.951,3017404000.0,2500116200.0,107588.25,18926.0,13887.0,25550.1,18747.451,313.58835,32.902744,62.46664,101.01146,14.865913,612.88416,77058330.0,2747.5842,1143.4365,899.217,5964.3135,0.51166004,652.4974,478.7716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Arizona,Arizona1993,4,15,1,0,0,0,0,.,,.,,.,,2640230000.0,2140957000.0,0.5602297,10843.4,13698.1,9782.725,1060.675,8312.6,5109.734,13551.98,18661.714,0.25,1,0,0,0,1,18293,6.4,0.187344,0.1327079,85157,0.0382303,4065440,35.78,920.713,2159.415,3016.961,530.939,0.0,0,0,0,0,0,1,60,30,1,1.31,3355.0,2640.0,2026075,1710146,1677772,329182,44239,33904,251039,9782.725,920.713,2159.415,3016.961,530.939,12815.369,1206.134,2828.8335,3952.2188,695.5301,23963.828,3458701000.0,2804653600.0,111555.664,18661.714,13551.98046875,24446.844,17753.094,315.2271,29.667982,69.582466,97.215034,17.10836,589.4523,85075690.0,2743.9998,1088.1725,833.9565,6174.9526,0.5347797,601.33325,436.6832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Arizona,Arizona1994,4,16,1,0,0,0,0,.,,.,,.,,2995682000.0,2467093000.0,0.5602297,11748.6,14903.1,10522.31,1226.29,8873,5852.525,13128.34,18980.865,0.25,1,0,0,0,1,19212,6.1,0.1843321,0.1317701,95292,0.0441893,4245089,37.36,1053.985,2318.661,3306.759,556.8,0.0,0,0,2,0,0,1,60,30,1,1.27,648.0,2996.0,2157675,1811870,1800257,337637,43693,34853,259091,10522.31,1053.985,2318.661,3306.759,556.8,13363.333,1338.5609,2944.6992,4199.584,707.136,24399.24,3804516000.0,3133208000.0,121020.836,18980.865,13128.33984375,24105.697,16672.992,314.7951,31.531986,69.367195,98.928055,16.657742,574.7639,89621580.0,2850.8433,1029.2599,821.0193,6103.3115,0.5476946,567.84906,392.75955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Arizona,Arizona1995,4,17,1,0,0,0,0,.,,.,,.,,3150180000.0,2680506000.0,0.5602297,12593.4,16115,11162.45,1430.95,9666,6170.89,12136.07,18306.96,0.25,1,0,0,0,1,19929,5.3,0.1860824,0.13016,104036,0.0441475,4432499,39.01,925.358,2468.116,3601.018,544.701,0.0,0,0,2,0,0,1,60,30,1,1.24,763.0,3150.0,2275033,1920574,1906378,348756,43256,34677,270823,11162.45,925.358,2468.116,3601.018,544.701,13841.438,1147.4438,3060.4639,4465.262,675.42926,24711.96,3906223000.0,3323827500.0,129004.64,18306.96,12136.0703125,22700.63,15048.728,312.27167,25.887064,69.04601,100.73916,15.238114,557.5176,88126880.0,2910.4268,975.88293,782.3352,6109.9395,0.56011087,512.1407,339.50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
