state,year,office,dist,type,dem_share,dem_win,dem_share_next,dem_win_next,state_type2,gov_dem,st_dem
SD,1918,G,,G,0.25868788,0.0,0.23526894,0.0,R,0.0,0.0
SD,1918,H,1.0,G,0.43384194,0.0,0.27411833,0.0,R,0.0,0.0
SD,1918,H,2.0,G,0.27949297,0.0,0.16383642,0.0,R,0.0,0.0
SD,1918,H,3.0,G,0.58194965,1.0,0.45610285,0.0,R,0.0,0.0
SD,1918,LANDS,,G,0.30223334,0.0,0.22665136,0.0,R,0.0,0.0
SD,1918,LT GOV,,G,0.28297433,0.0,0.22766224,0.0,R,0.0,0.0
SD,1918,PUB UTL C,1.0,G,0.3103156,0.0,0.27981108,0.0,R,0.0,0.0
SD,1918,S,2.0,G,0.41426414,0.0,0.4138479,0.0,R,0.0,0.0
SD,1918,SEC STATE,,G,0.3026232,0.0,0.22485322,0.0,R,0.0,0.0
SD,1918,TREASURER,,G,0.30815935,0.0,0.22542177,0.0,R,0.0,0.0
SD,1920,ATTY GENL,,G,0.2238097,0.0,0.31418422,0.0,R,0.0,0.0
SD,1920,AUDITOR,,G,0.22344719,0.0,0.31988993,0.0,R,0.0,0.0
SD,1920,EDUCATION,,G,0.23262864,0.0,0.3226389,0.0,R,0.0,0.0
SD,1920,G,,G,0.23526894,0.0,0.38958058,0.0,R,0.0,0.0
SD,1920,H,1.0,G,0.27411833,0.0,0.34379068,0.0,R,0.0,0.0
SD,1920,H,2.0,G,0.16383642,0.0,0.038528126,0.0,R,0.0,0.0
SD,1920,H,3.0,G,0.45610285,0.0,0.44117472,0.0,R,0.0,0.0
SD,1920,LANDS,,G,0.22665136,0.0,,0.0,R,0.0,0.0
SD,1920,LT GOV,,G,0.22766224,0.0,0.32345128,0.0,R,0.0,0.0
SD,1920,PUB UTL C,2.0,G,0.22933078,0.0,0.3948412,0.0,R,0.0,0.0
SD,1920,PUB UTL C,3.0,G,0.22680204,0.0,0.33876517,0.0,R,0.0,0.0
SD,1920,S,3.0,G,0.28530598,0.0,0.35860363,0.0,R,0.0,0.0
SD,1920,SEC STATE,,G,0.22485322,0.0,0.31354097,0.0,R,0.0,0.0
SD,1920,TREASURER,,G,0.22542177,0.0,0.32179344,0.0,R,0.0,0.0
SD,1922,ATTY GENL,,G,0.31418422,0.0,0.27083233,0.0,R,0.0,0.0
SD,1922,AUDITOR,,G,0.31988993,0.0,0.26041797,0.0,R,0.0,0.0
SD,1922,EDUCATION,,G,0.3226389,0.0,0.3044085,0.0,R,0.0,0.0
SD,1922,G,,G,0.38958058,0.0,0.29779527,0.0,R,0.0,0.0
SD,1922,H,1.0,G,0.34379068,0.0,0.33711594,0.0,R,0.0,0.0
SD,1922,H,2.0,G,0.038528126,0.0,0.1520071,0.0,R,0.0,0.0
SD,1922,H,3.0,G,0.44117472,0.0,0.26262572,0.0,R,0.0,0.0
SD,1922,LANDS,,G,0.0,0.0,0.30072254,0.0,R,0.0,0.0
SD,1922,LT GOV,,G,0.32345128,0.0,0.2839073,0.0,R,0.0,0.0
SD,1922,PUB UTL C,3.0,G,0.33876517,0.0,0.39665028,0.0,R,0.0,0.0
SD,1922,SEC STATE,,G,0.31354097,0.0,0.28064424,0.0,R,0.0,0.0
SD,1922,TREASURER,,G,0.32179344,0.0,0.28840396,0.0,R,0.0,0.0
SD,1924,ATTY GENL,,G,0.27083233,0.0,0.35475636,0.0,R,0.0,0.0
SD,1924,AUDITOR,,G,0.26041797,0.0,0.35777643,0.0,R,0.0,0.0
SD,1924,EDUCATION,,G,0.3044085,0.0,0.42785713,0.0,R,0.0,0.0
SD,1924,G,,G,0.29779527,0.0,0.5402508,1.0,R,0.0,0.0
SD,1924,H,1.0,G,0.33711594,0.0,0.41244787,0.0,R,0.0,0.0
SD,1924,H,2.0,G,0.1520071,0.0,0.3567002,0.0,R,0.0,0.0
SD,1924,H,3.0,G,0.26262572,0.0,0.47684446,0.0,R,0.0,0.0
SD,1924,LANDS,,G,0.30072254,0.0,0.37604922,0.0,R,0.0,0.0
SD,1924,LT GOV,,G,0.2839073,0.0,0.4404149,0.0,R,0.0,0.0
SD,1924,PUB UTL C,1.0,G,0.27981108,0.0,0.4115265,0.0,R,0.0,0.0
SD,1924,S,2.0,G,0.4138479,0.0,0.5163225,1.0,R,0.0,0.0
SD,1924,SEC STATE,,G,0.28064424,0.0,0.37477377,0.0,R,0.0,0.0
SD,1924,TREASURER,,G,0.28840396,0.0,0.38937122,0.0,R,0.0,0.0
SD,1926,ATTY GENL,,G,0.35475636,0.0,0.42083293,0.0,R,0.0,0.0
SD,1926,AUDITOR,,G,0.35777643,0.0,0.38735288,0.0,R,0.0,0.0
SD,1926,EDUCATION,,G,0.42785713,0.0,0.4096173,0.0,R,0.0,0.0
SD,1926,G,,G,0.5402508,1.0,0.5278915,1.0,R,0.0,0.0
SD,1926,H,1.0,G,0.41244787,0.0,0.4108369,0.0,R,0.0,0.0
SD,1926,H,2.0,G,0.3567002,0.0,0.4215533,0.0,R,0.0,0.0
SD,1926,H,3.0,G,0.47684446,0.0,0.44273093,0.0,R,0.0,0.0
SD,1926,LANDS,,G,0.37604922,0.0,0.38319728,0.0,R,0.0,0.0
SD,1926,LT GOV,,G,0.4404149,0.0,0.4496608,0.0,R,0.0,0.0
SD,1926,PUB UTL C,2.0,G,0.3948412,0.0,0.54970634,1.0,R,0.0,0.0
SD,1926,S,3.0,G,0.35860363,0.0,0.45296064,0.0,R,0.0,0.0
SD,1926,SEC STATE,,G,0.37477377,0.0,0.38265958,0.0,R,0.0,0.0
SD,1926,TREASURER,,G,0.38937122,0.0,0.39421183,0.0,R,0.0,0.0
SD,1928,ATTY GENL,,G,0.42083293,0.0,0.4603668,0.0,R,1.0,0.0
SD,1928,AUDITOR,,G,0.38735288,0.0,0.39298245,0.0,R,1.0,0.0
SD,1928,EDUCATION,,G,0.4096173,0.0,0.44247165,0.0,R,1.0,0.0
SD,1928,G,,G,0.5278915,1.0,0.4660486,0.0,R,1.0,0.0
SD,1928,H,1.0,G,0.4108369,0.0,,0.0,R,1.0,0.0
SD,1928,H,2.0,G,0.4215533,0.0,0.47273606,0.0,R,1.0,0.0
SD,1928,H,3.0,G,0.44273093,0.0,0.44223166,0.0,R,1.0,0.0
SD,1928,LANDS,,G,0.38319728,0.0,0.38705298,0.0,R,1.0,0.0
SD,1928,LT GOV,,G,0.4496608,0.0,0.43906265,0.0,R,1.0,0.0
SD,1928,PUB UTL C,3.0,G,0.39665028,0.0,0.54861385,1.0,R,1.0,0.0
SD,1928,SEC STATE,,G,0.38265958,0.0,0.4126935,0.0,R,1.0,0.0
SD,1928,TREASURER,,G,0.39421183,0.0,0.40760344,0.0,R,1.0,0.0
SD,1930,ATTY GENL,,G,0.4603668,0.0,0.5127804,1.0,R,1.0,0.0
SD,1930,AUDITOR,,G,0.39298245,0.0,0.5183828,1.0,R,1.0,0.0
SD,1930,EDUCATION,,G,0.44247165,0.0,0.61557174,1.0,R,1.0,0.0
SD,1930,G,,G,0.4660486,0.0,0.5674701,1.0,R,1.0,0.0
SD,1930,H,1.0,G,0.0,0.0,,,R,1.0,0.0
SD,1930,H,2.0,G,0.47273606,0.0,,,R,1.0,0.0
SD,1930,H,3.0,G,0.44223166,0.0,,,R,1.0,0.0
SD,1930,LANDS,,G,0.38705298,0.0,0.53564626,1.0,R,1.0,0.0
SD,1930,LT GOV,,G,0.43906265,0.0,0.5668717,1.0,R,1.0,0.0
SD,1930,PUB UTL C,1.0,G,0.4115265,0.0,0.4961936,0.0,R,1.0,0.0
SD,1930,S,2.0,G,0.5163225,1.0,0.51091814,1.0,R,1.0,0.0
SD,1930,SEC STATE,,G,0.4126935,0.0,0.52160686,1.0,R,1.0,0.0
SD,1930,TREASURER,,G,0.40760344,0.0,0.54582095,1.0,R,1.0,0.0
SD,1932,ATTY GENL,,G,0.5127804,1.0,0.57618356,1.0,R,0.0,0.0
SD,1932,AUDITOR,,G,0.5183828,1.0,0.57177967,1.0,R,0.0,0.0
SD,1932,G,,G,0.5674701,1.0,0.5904184,1.0,R,0.0,0.0
SD,1932,H,1.0,G,0.5444933,1.0,0.59169626,1.0,R,0.0,0.0
SD,1932,H,2.0,G,0.5589712,1.0,0.5248772,1.0,R,0.0,0.0
SD,1932,LANDS,,G,0.53564626,1.0,0.5673555,1.0,R,0.0,0.0
SD,1932,LT GOV,,G,0.5668717,1.0,0.5710903,1.0,R,0.0,0.0
SD,1932,PUB UTL C,2.0,G,0.54970634,1.0,0.44917062,0.0,R,0.0,0.0
SD,1932,S,3.0,G,0.45296064,0.0,0.41940188,0.0,R,0.0,0.0
SD,1932,SEC STATE,,G,0.52160686,1.0,0.57039285,1.0,R,0.0,0.0
SD,1932,TREASURER,,G,0.54582095,1.0,0.56748843,1.0,R,0.0,0.0
SD,1934,ATTY GENL,,G,0.57618356,1.0,0.50067824,1.0,R,1.0,0.0
SD,1934,AUDITOR,,G,0.57177967,1.0,0.5173423,1.0,R,1.0,0.0
SD,1934,EDUCATION,,G,0.61557174,1.0,0.5256425,1.0,R,1.0,0.0
SD,1934,G,,G,0.5904184,1.0,0.4840021,0.0,R,1.0,0.0
SD,1934,H,1.0,G,0.59169626,1.0,0.5058652,1.0,R,1.0,0.0
SD,1934,H,2.0,G,0.5248772,1.0,0.48320246,0.0,R,1.0,0.0
SD,1934,LANDS,,G,0.5673555,1.0,0.53474855,1.0,R,1.0,0.0
SD,1934,LT GOV,,G,0.5710903,1.0,0.49777132,0.0,R,1.0,0.0
SD,1934,PUB UTL C,3.0,G,0.54861385,1.0,0.49421158,0.0,R,1.0,0.0
SD,1934,SEC STATE,,G,0.57039285,1.0,0.5202052,1.0,R,1.0,0.0
SD,1934,TREASURER,,G,0.56748843,1.0,0.5026023,1.0,R,1.0,0.0
SD,1936,ATTY GENL,,G,0.50067824,1.0,0.46181047,0.0,,1.0,
SD,1936,AUDITOR,,G,0.5173423,1.0,0.45062673,0.0,,1.0,
SD,1936,EDUCATION,,G,0.5256425,1.0,,,,1.0,
SD,1936,G,,G,0.4840021,0.0,0.460489,0.0,,1.0,
SD,1936,H,1.0,G,0.5058652,1.0,0.46029118,0.0,,1.0,
SD,1936,H,2.0,G,0.48320246,0.0,0.3855085,0.0,,1.0,
SD,1936,LANDS,,G,0.53474855,1.0,0.47261563,0.0,,1.0,
SD,1936,LT GOV,,G,0.49777132,0.0,0.45156232,0.0,,1.0,
SD,1936,PUB UTL C,1.0,G,0.4961936,0.0,0.37409717,0.0,,1.0,
SD,1936,PUB UTL C,3.0,G,0.49421158,0.0,0.40210116,0.0,,1.0,
SD,1936,S,2.0,G,0.51091814,1.0,0.4125814,0.0,,1.0,
SD,1936,SEC STATE,,G,0.5202052,1.0,0.4842696,0.0,,1.0,
SD,1936,TREASURER,,G,0.5026023,1.0,0.4538143,0.0,,1.0,
SD,1938,ATTY GENL,,G,0.46181047,0.0,0.4177683,0.0,,0.0,
SD,1938,AUDITOR,,G,0.45062673,0.0,0.41091654,0.0,,0.0,
SD,1938,G,,G,0.460489,0.0,0.4486081,0.0,,0.0,
SD,1938,H,1.0,G,0.46029118,0.0,0.40447634,0.0,,0.0,
SD,1938,H,2.0,G,0.3855085,0.0,0.33943114,0.0,,0.0,
SD,1938,LANDS,,G,0.47261563,0.0,0.3973287,0.0,,0.0,
SD,1938,LT GOV,,G,0.45156232,0.0,0.42415708,0.0,,0.0,
SD,1938,PUB UTL C,2.0,G,0.44917062,0.0,0.38718304,0.0,,0.0,
SD,1938,S,3.0,G,0.47543743,0.0,0.3613985,0.0,,0.0,
SD,1938,S,3.0,S,0.41940188,0.0,0.47543743,0.0,,0.0,
SD,1938,SEC STATE,,G,0.4842696,0.0,0.39136392,0.0,,0.0,
SD,1938,TREASURER,,G,0.4538143,0.0,0.41378942,0.0,,0.0,
SD,1940,ATTY GENL,,G,0.4177683,0.0,0.36633623,0.0,,0.0,
SD,1940,AUDITOR,,G,0.41091654,0.0,0.37821466,0.0,,0.0,
SD,1940,G,,G,0.4486081,0.0,0.38492483,0.0,,0.0,
SD,1940,H,1.0,G,0.40447634,0.0,0.40092027,0.0,,0.0,
SD,1940,H,2.0,G,0.33943114,0.0,0.2812611,0.0,,0.0,
SD,1940,LANDS,,G,0.3973287,0.0,0.3771939,0.0,,0.0,
SD,1940,LT GOV,,G,0.42415708,0.0,0.36064085,0.0,,0.0,
SD,1940,PUB UTL C,3.0,G,0.40210116,0.0,,0.0,,0.0,
SD,1940,SEC STATE,,G,0.39136392,0.0,0.36229953,0.0,,0.0,
SD,1940,TREASURER,,G,0.41378942,0.0,0.38777345,0.0,,0.0,
SD,1942,ATTY GENL,,G,0.36633623,0.0,0.37798524,0.0,R,0.0,0.0
SD,1942,AUDITOR,,G,0.37821466,0.0,0.38462237,0.0,R,0.0,0.0
SD,1942,G,,G,0.38492483,0.0,0.3449467,0.0,R,0.0,0.0
SD,1942,H,1.0,G,0.40092027,0.0,0.35994938,0.0,R,0.0,0.0
SD,1942,H,2.0,G,0.2812611,0.0,0.3098483,0.0,R,0.0,0.0
SD,1942,LANDS,,G,0.3771939,0.0,0.3641808,0.0,R,0.0,0.0
SD,1942,LT GOV,,G,0.36064085,0.0,0.37381548,0.0,R,0.0,0.0
SD,1942,PUB UTL C,1.0,G,0.37409717,0.0,0.43209073,0.0,R,0.0,0.0
SD,1942,S,2.0,G,0.4125814,0.0,0.40665397,0.0,R,0.0,0.0
SD,1942,SEC STATE,,G,0.36229953,0.0,0.4095677,0.0,R,0.0,0.0
SD,1942,TREASURER,,G,0.38777345,0.0,0.38082558,0.0,R,0.0,0.0
SD,1944,ATTY GENL,,G,0.37798524,0.0,0.32156554,0.0,R,0.0,0.0
SD,1944,AUDITOR,,G,0.38462237,0.0,0.3367301,0.0,R,0.0,0.0
SD,1944,G,,G,0.3449467,0.0,0.32838342,0.0,R,0.0,0.0
SD,1944,H,1.0,G,0.35994938,0.0,0.3851825,0.0,R,0.0,0.0
SD,1944,H,2.0,G,0.3098483,0.0,0.2632368,0.0,R,0.0,0.0
SD,1944,LANDS,,G,0.3641808,0.0,0.30953753,0.0,R,0.0,0.0
SD,1944,LT GOV,,G,0.37381548,0.0,0.34181842,0.0,R,0.0,0.0
SD,1944,PUB UTL C,2.0,G,0.38718304,0.0,0.43448994,0.0,R,0.0,0.0
SD,1944,S,3.0,G,0.3613985,0.0,0.36080235,0.0,R,0.0,0.0
SD,1944,SEC STATE,,G,0.4095677,0.0,0.3451853,0.0,R,0.0,0.0
SD,1944,TREASURER,,G,0.38082558,0.0,0.33337584,0.0,R,0.0,0.0
SD,1946,ATTY GENL,,G,0.32156554,0.0,0.42060953,0.0,R,0.0,0.0
SD,1946,AUDITOR,,G,0.3367301,0.0,0.42601597,0.0,R,0.0,0.0
SD,1946,G,,G,0.32838342,0.0,0.38916013,0.0,R,0.0,0.0
SD,1946,H,1.0,G,0.3851825,0.0,0.4645847,0.0,R,0.0,0.0
SD,1946,H,2.0,G,0.2632368,0.0,0.34089154,0.0,R,0.0,0.0
SD,1946,LANDS,,G,0.30953753,0.0,0.44003913,0.0,R,0.0,0.0
SD,1946,LT GOV,,G,0.34181842,0.0,0.4305123,0.0,R,0.0,0.0
SD,1946,PUB UTL C,3.0,G,0.0,0.0,0.32868528,0.0,R,0.0,0.0
SD,1946,SEC STATE,,G,0.3451853,0.0,0.43382975,0.0,R,0.0,0.0
SD,1946,TREASURER,,G,0.33337584,0.0,0.42204243,0.0,R,0.0,0.0
SD,1948,ATTY GENL,,G,0.42060953,0.0,0.40328926,0.0,R,0.0,0.0
SD,1948,AUDITOR,,G,0.42601597,0.0,0.38611728,0.0,R,0.0,0.0
SD,1948,G,,G,0.38916013,0.0,0.39106098,0.0,R,0.0,0.0
SD,1948,H,1.0,G,0.4645847,0.0,0.39226076,0.0,R,0.0,0.0
SD,1948,H,2.0,G,0.34089154,0.0,0.39701414,0.0,R,0.0,0.0
SD,1948,LANDS,,G,0.44003913,0.0,0.3936346,0.0,R,0.0,0.0
SD,1948,LT GOV,,G,0.4305123,0.0,0.386079,0.0,R,0.0,0.0
SD,1948,PUB UTL C,1.0,G,0.43209073,0.0,0.46128443,0.0,R,0.0,0.0
SD,1948,S,2.0,G,0.40665397,0.0,0.42704618,0.0,R,0.0,0.0
SD,1948,SEC STATE,,G,0.43382975,0.0,0.4028437,0.0,R,0.0,0.0
SD,1948,TREASURER,,G,0.42204243,0.0,0.41825676,0.0,R,0.0,0.0
SD,1950,ATTY GENL,,G,0.40328926,0.0,0.3344008,0.0,R,0.0,0.0
SD,1950,AUDITOR,,G,0.38611728,0.0,0.31948134,0.0,R,0.0,0.0
SD,1950,G,,G,0.39106098,0.0,0.2984726,0.0,R,0.0,0.0
SD,1950,H,1.0,G,0.39226076,0.0,0.3154105,0.0,R,0.0,0.0
SD,1950,H,2.0,G,0.39701414,0.0,0.3103594,0.0,R,0.0,0.0
SD,1950,LANDS,,G,0.3936346,0.0,0.32434288,0.0,R,0.0,0.0
SD,1950,LT GOV,,G,0.386079,0.0,0.3156316,0.0,R,0.0,0.0
SD,1950,PUB UTL C,2.0,G,0.43448994,0.0,0.46667308,0.0,R,0.0,0.0
SD,1950,S,3.0,G,0.36080235,0.0,0.49205154,0.0,R,0.0,0.0
SD,1950,SEC STATE,,G,0.4028437,0.0,0.31892714,0.0,R,0.0,0.0
SD,1950,TREASURER,,G,0.41825676,0.0,0.32248032,0.0,R,0.0,0.0
SD,1952,ATTY GENL,,G,0.3344008,0.0,0.44582453,0.0,R,0.0,0.0
SD,1952,AUDITOR,,G,0.31948134,0.0,0.42474034,0.0,R,0.0,0.0
SD,1952,G,,G,0.2984726,0.0,0.43333262,0.0,R,0.0,0.0
SD,1952,H,1.0,G,0.3154105,0.0,0.42003533,0.0,R,0.0,0.0
SD,1952,H,2.0,G,0.3103594,0.0,0.3606083,0.0,R,0.0,0.0
SD,1952,LANDS,,G,0.32434288,0.0,0.44512615,0.0,R,0.0,0.0
SD,1952,LT GOV,,G,0.3156316,0.0,0.45441857,0.0,R,0.0,0.0
SD,1952,PUB UTL C,3.0,G,0.32868528,0.0,0.4980871,0.0,R,0.0,0.0
SD,1952,SEC STATE,,G,0.31892714,0.0,0.41008943,0.0,R,0.0,0.0
SD,1952,TREASURER,,G,0.32248032,0.0,0.43708563,0.0,R,0.0,0.0
SD,1954,ATTY GENL,,G,0.44582453,0.0,0.45044467,0.0,R,0.0,0.0
SD,1954,AUDITOR,,G,0.42474034,0.0,0.47684297,0.0,R,0.0,0.0
SD,1954,G,,G,0.43333262,0.0,0.45613098,0.0,R,0.0,0.0
SD,1954,H,1.0,G,0.42003533,0.0,0.52401835,1.0,R,0.0,0.0
SD,1954,H,2.0,G,0.3606083,0.0,0.44139192,0.0,R,0.0,0.0
SD,1954,LANDS,,G,0.44512615,0.0,0.46583012,0.0,R,0.0,0.0
SD,1954,LT GOV,,G,0.45441857,0.0,0.47635695,0.0,R,0.0,0.0
SD,1954,PUB UTL C,1.0,G,0.46128443,0.0,0.4372888,0.0,R,0.0,0.0
SD,1954,S,2.0,G,0.42704618,0.0,0.47557637,0.0,R,0.0,0.0
SD,1954,SEC STATE,,G,0.41008943,0.0,0.47958416,0.0,R,0.0,0.0
SD,1954,TREASURER,,G,0.43708563,0.0,0.47331506,0.0,R,0.0,0.0
SD,1956,ATTY GENL,,G,0.45044467,0.0,0.5078312,1.0,R,0.0,0.0
SD,1956,AUDITOR,,G,0.47684297,0.0,0.51222694,1.0,R,0.0,0.0
SD,1956,G,,G,0.45613098,0.0,0.5140177,1.0,R,0.0,0.0
SD,1956,H,1.0,G,0.52401835,1.0,0.5344334,1.0,R,0.0,0.0
SD,1956,H,2.0,G,0.44139192,0.0,0.4441018,0.0,R,0.0,0.0
SD,1956,LANDS,,G,0.46583012,0.0,0.48371664,0.0,R,0.0,0.0
SD,1956,LT GOV,,G,0.47635695,0.0,0.5162506,1.0,R,0.0,0.0
SD,1956,PUB UTL C,2.0,G,0.46667308,0.0,0.4501383,0.0,R,0.0,0.0
SD,1956,S,3.0,G,0.49205154,0.0,0.50117373,1.0,R,0.0,0.0
SD,1956,SEC STATE,,G,0.47958416,0.0,0.50794697,1.0,R,0.0,0.0
SD,1956,TREASURER,,G,0.47331506,0.0,0.49373487,0.0,R,0.0,0.0
SD,1958,ATTY GENL,,G,0.5078312,1.0,0.46319893,0.0,R,0.0,0.0
SD,1958,AUDITOR,,G,0.51222694,1.0,0.4655439,0.0,R,0.0,0.0
SD,1958,G,,G,0.5140177,1.0,0.49272054,0.0,R,0.0,0.0
SD,1958,H,1.0,G,0.5344334,1.0,0.45152488,0.0,R,0.0,0.0
SD,1958,H,2.0,G,0.4441018,0.0,0.4025219,0.0,R,0.0,0.0
SD,1958,LANDS,,G,0.48371664,0.0,0.436532,0.0,R,0.0,0.0
SD,1958,LT GOV,,G,0.5162506,1.0,0.48733258,0.0,R,0.0,0.0
SD,1958,PUB UTL C,3.0,G,0.4980871,0.0,0.48791915,0.0,R,0.0,0.0
SD,1958,SEC STATE,,G,0.50794697,1.0,0.47972798,0.0,R,0.0,0.0
SD,1958,TREASURER,,G,0.49373487,0.0,0.4383698,0.0,R,0.0,0.0
SD,1960,ATTY GENL,,G,0.46319893,0.0,0.43908226,0.0,,1.0,
SD,1960,AUDITOR,,G,0.4655439,0.0,0.41798908,0.0,,1.0,
SD,1960,G,,G,0.49272054,0.0,0.43900517,0.0,,1.0,
SD,1960,H,1.0,G,0.45152488,0.0,0.40760204,0.0,,1.0,
SD,1960,H,2.0,G,0.4025219,0.0,0.38523245,0.0,,1.0,
SD,1960,LANDS,,G,0.436532,0.0,0.42816943,0.0,,1.0,
SD,1960,LT GOV,,G,0.48733258,0.0,0.4381969,0.0,,1.0,
SD,1960,PUB UTL C,1.0,G,0.4372888,0.0,0.4149792,0.0,,1.0,
SD,1960,S,2.0,G,0.47557637,0.0,0.33716312,0.0,,1.0,
SD,1960,SEC STATE,,G,0.47972798,0.0,0.45115274,0.0,,1.0,
SD,1960,TREASURER,,G,0.4383698,0.0,0.435615,0.0,,1.0,
SD,1962,ATTY GENL,,G,0.43908226,0.0,0.4420262,0.0,,0.0,
SD,1962,AUDITOR,,G,0.41798908,0.0,0.47496256,0.0,,0.0,
SD,1962,G,,G,0.43900517,0.0,0.4832536,0.0,,0.0,
SD,1962,H,1.0,G,0.40760204,0.0,0.42452317,0.0,,0.0,
SD,1962,H,2.0,G,0.38523245,0.0,0.44038665,0.0,,0.0,
SD,1962,LANDS,,G,0.42816943,0.0,0.4644596,0.0,,0.0,
SD,1962,LT GOV,,G,0.4381969,0.0,0.4994151,0.0,,0.0,
SD,1962,PUB UTL C,2.0,G,0.4501383,0.0,0.45106462,0.0,,0.0,
SD,1962,S,3.0,G,0.50117373,1.0,0.56789637,1.0,,0.0,
SD,1962,SEC STATE,,G,0.45115274,0.0,0.4608648,0.0,,0.0,
SD,1962,TREASURER,,G,0.435615,0.0,0.4794364,0.0,,0.0,
SD,1964,ATTY GENL,,G,0.4420262,0.0,0.35983992,0.0,,0.0,
SD,1964,AUDITOR,,G,0.47496256,0.0,0.40337175,0.0,,0.0,
SD,1964,G,,G,0.4832536,0.0,0.42286626,0.0,,0.0,
SD,1964,H,1.0,G,0.42452317,0.0,,,,0.0,
SD,1964,H,2.0,G,0.44038665,0.0,,,,0.0,
SD,1964,LANDS,,G,0.4644596,0.0,0.39069578,0.0,,0.0,
SD,1964,LT GOV,,G,0.4994151,0.0,0.41834915,0.0,,0.0,
SD,1964,PUB UTL C,3.0,G,0.48791915,0.0,0.5062277,1.0,,0.0,
SD,1964,SEC STATE,,G,0.4608648,0.0,0.37050995,0.0,,0.0,
SD,1964,TREASURER,,G,0.4794364,0.0,0.39447644,0.0,,0.0,
SD,1966,ATTY GENL,,G,0.35983992,0.0,0.44309357,0.0,,0.0,
SD,1966,AUDITOR,,G,0.40337175,0.0,0.46173105,0.0,,0.0,
SD,1966,G,,G,0.42286626,0.0,0.423465,0.0,,0.0,
SD,1966,H,1.0,G,0.3330023,0.0,0.42007214,0.0,,0.0,
SD,1966,H,2.0,G,0.3948934,0.0,0.40653726,0.0,,0.0,
SD,1966,LANDS,,G,0.39069578,0.0,0.45561776,0.0,,0.0,
SD,1966,LT GOV,,G,0.41834915,0.0,0.4422117,0.0,,0.0,
SD,1966,PUB UTL C,1.0,G,0.4149792,0.0,0.50544506,1.0,,0.0,
SD,1966,S,2.0,G,0.33716312,0.0,0.57043403,1.0,,0.0,
SD,1966,SEC STATE,,G,0.37050995,0.0,0.40024567,0.0,,0.0,
SD,1966,TREASURER,,G,0.39447644,0.0,0.4352201,0.0,,0.0,
SD,1968,ATTY GENL,,G,0.44309357,0.0,0.4959762,0.0,R,0.0,0.0
SD,1968,AUDITOR,,G,0.46173105,0.0,0.4914606,0.0,R,0.0,0.0
SD,1968,G,,G,0.423465,0.0,0.54848456,1.0,R,0.0,0.0
SD,1968,H,1.0,G,0.42007214,0.0,0.559805,1.0,R,0.0,0.0
SD,1968,H,2.0,G,0.40653726,0.0,0.5225805,1.0,R,0.0,0.0
SD,1968,LANDS,,G,0.45561776,0.0,0.48356748,0.0,R,0.0,0.0
SD,1968,LT GOV,,G,0.4422117,0.0,0.50515205,1.0,R,0.0,0.0
SD,1968,PUB UTL C,2.0,G,0.45106462,0.0,0.51295006,1.0,R,0.0,0.0
SD,1968,S,3.0,G,0.56789637,1.0,0.530432,1.0,R,0.0,0.0
SD,1968,SEC STATE,,G,0.40024567,0.0,0.4155293,0.0,R,0.0,0.0
SD,1968,TREASURER,,G,0.4352201,0.0,0.45704526,0.0,R,0.0,0.0
SD,1970,ATTY GENL,,G,0.4959762,0.0,0.51598233,1.0,R,0.0,0.0
SD,1970,AUDITOR,,G,0.4914606,0.0,0.48473182,0.0,R,0.0,0.0
SD,1970,G,,G,0.54848456,1.0,0.6003433,1.0,R,0.0,0.0
SD,1970,H,1.0,G,0.559805,1.0,,,R,0.0,0.0
SD,1970,H,2.0,G,0.5225805,1.0,,,R,0.0,0.0
SD,1970,LANDS,,G,0.48356748,0.0,0.51051927,1.0,R,0.0,0.0
SD,1970,LT GOV,,G,0.50515205,1.0,0.5903278,1.0,R,0.0,0.0
SD,1970,PUB UTL C,3.0,G,0.5062277,1.0,0.4231016,0.0,R,0.0,0.0
SD,1970,SEC STATE,,G,0.4155293,0.0,0.5290853,1.0,R,0.0,0.0
SD,1970,TREASURER,,G,0.45704526,0.0,0.48749018,0.0,R,0.0,0.0
SD,1972,ATTY GENL,,G,0.51598233,1.0,0.33342546,0.0,R,1.0,0.0
SD,1972,AUDITOR,,G,0.48473182,0.0,0.45061982,0.0,R,1.0,0.0
SD,1972,G,,G,0.6003433,1.0,0.53646034,1.0,R,1.0,0.0
SD,1972,H,1.0,G,0.6052772,1.0,0.44729352,0.0,R,1.0,0.0
SD,1972,H,2.0,G,0.45125932,0.0,0.32185078,0.0,R,1.0,0.0
SD,1972,LANDS,,G,0.51051927,1.0,0.5329447,1.0,R,1.0,0.0
SD,1972,LT GOV,,G,0.5903278,1.0,,,R,1.0,0.0
SD,1972,PUB UTL C,1.0,G,0.50544506,1.0,0.54955477,1.0,R,1.0,0.0
SD,1972,S,2.0,G,0.57043403,1.0,0.33164057,0.0,R,1.0,0.0
SD,1972,SEC STATE,,G,0.5290853,1.0,0.57262105,1.0,R,1.0,0.0
SD,1972,TREASURER,,G,0.48749018,0.0,0.49320891,0.0,R,1.0,0.0
SD,1974,ATTY GENL,,G,0.33342546,0.0,0.42806643,0.0,,1.0,
SD,1974,AUDITOR,,G,0.45061982,0.0,0.4392896,0.0,,1.0,
SD,1974,G,,G,0.53646034,1.0,0.43372273,0.0,,1.0,
