X,duration,cblame_1,tblame_1,mc,lc_c,direct_c,lt_c,lc_t,direct_t,lt_t,sex,age,race,income,worry,twitter,party,lean,ideology,state,ch,covid,virus,list,blame,direct,ict.c,ict.t,ict,Y.c,Y.t,ido,ido1,inc,wor,social,ID,Item,ch1,male,female,young,midage,old,white,blk,his,asian,other,hwor,lwor,hsocial,lsocial,Dem,Rep,Ind,lib,con,mod,low,med,high,mcr,group
887,115,80,NA,COVID-19,1,0,NA,NA,NA,NA,1,27,White,"Less than $25,000",Very worried,Always,Democrat,,Very Liberal,Massachusetts,0,0,NA,0,80,0,1,NA,1,1,NA,5,3,1,3,4,887,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid3
888,185,NA,90,Chinese Virus,NA,NA,NA,NA,NA,1,1,39,White,"$75,000 to $99,999",Somewhat worried,Never,Democrat,,Liberal,Maryland,1,NA,1,1,90,NA,NA,1,1,NA,1,4,3,5,2,0,888,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
889,271,NA,75,Chinese Virus,NA,NA,NA,2,0,NA,0,29,White,"Less than $25,000",Somewhat worried,Sometimes,Republican,,Very Liberal,Wisconsin,1,NA,0,0,75,0,NA,2,2,NA,2,5,3,1,2,1,889,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,virus3
890,203,NA,8,Chinese Virus,NA,NA,NA,2,0,NA,0,45,White,"$50,000 to $74,999",Very worried,Never,Republican,,Conservative,South Dakota,1,NA,0,0,8,0,NA,2,2,NA,2,2,1,4,3,0,890,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,virus3
891,136,NA,73,Chinese Virus,NA,NA,NA,2,0,NA,0,31,White,"$25,000 to $34,999",Not too worried,About half the time,Republican,,Moderate,Pennsylvania,1,NA,0,0,73,0,NA,2,2,NA,2,3,2,2,1,2,891,3-item,b,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,virus3
892,228,75,NA,COVID-19,NA,NA,1,NA,NA,NA,0,58,White,"Less than $25,000",Somewhat worried,Most of the time,Independent,Republican,Moderate,Michigan,0,1,NA,1,75,NA,1,NA,1,1,NA,3,2,1,2,3,892,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,covid4
893,137,NA,22,Chinese Virus,NA,NA,NA,0,1,NA,1,46,Asian,"$35,000 to $49,999",Not worried at all,Never,Independent,Democratic,Moderate,California,1,NA,0,0,22,1,NA,0,0,NA,1,3,2,3,0,0,893,3-item,b,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,virus3
894,279,71,NA,COVID-19,2,1,NA,NA,NA,NA,0,23,Hispanic,"$75,000 to $99,999",Somewhat worried,Most of the time,Democrat,,Moderate,California,0,0,NA,0,71,1,2,NA,2,3,NA,3,2,5,2,3,894,3-item,a,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,covid3
895,207,NA,75,Chinese Virus,NA,NA,NA,1,0,NA,1,46,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Independent,No opinion,Moderate,Indiana,1,NA,0,0,75,0,NA,1,1,NA,1,3,2,5,2,1,895,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,virus3
896,114,31,NA,COVID-19,NA,NA,1,NA,NA,NA,1,25,Hispanic,"$35,000 to $49,999",Somewhat worried,Sometimes,Democrat,,Liberal,Indiana,0,1,NA,1,31,NA,1,NA,1,1,NA,4,3,3,2,1,896,4-item,a,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
897,286,NA,20,Chinese Virus,NA,NA,NA,NA,NA,1,1,50,White,"Less than $25,000",Somewhat worried,Always,Independent,No opinion,Very Liberal,Illinois,1,NA,1,1,20,NA,NA,1,1,NA,1,5,3,1,2,4,897,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,virus4
898,287,9,NA,COVID-19,2,0,NA,NA,NA,NA,0,47,White,"$100,000 to $149,999",Very worried,Always,Republican,,Conservative,Indiana,0,0,NA,0,9,0,2,NA,2,2,NA,2,1,6,3,4,898,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
899,98,49,NA,COVID-19,1,0,NA,NA,NA,NA,0,51,White,"Less than $25,000",Very worried,About half the time,Democrat,,Liberal,Washington,0,0,NA,0,49,0,1,NA,1,1,NA,4,3,1,3,2,899,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid3
900,113,55,NA,COVID-19,NA,NA,1,NA,NA,NA,1,36,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Independent,No opinion,Moderate,New Mexico,0,1,NA,1,55,NA,1,NA,1,1,NA,3,2,4,2,1,900,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,covid4
901,173,100,NA,COVID-19,NA,NA,2,NA,NA,NA,0,35,White,"$150,000 or more",Very worried,Never,Democrat,,Liberal,Massachusetts,0,1,NA,1,100,NA,2,NA,2,2,NA,4,3,7,3,0,901,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid4
902,375,70,NA,COVID-19,NA,NA,2,NA,NA,NA,0,25,Asian,"$50,000 to $74,999",Somewhat worried,Always,Republican,,Conservative,Texas,0,1,NA,1,70,NA,2,NA,2,2,NA,2,1,4,2,4,902,4-item,a,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid4
903,96,100,NA,COVID-19,2,0,NA,NA,NA,NA,0,30,Asian,"Less than $25,000",Very worried,Always,Democrat,,Liberal,California,0,0,NA,0,100,0,2,NA,2,2,NA,4,3,1,3,4,903,3-item,a,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid3
904,187,60,NA,COVID-19,NA,NA,3,NA,NA,NA,1,28,White,"$35,000 to $49,999",Very worried,Most of the time,Democrat,,Liberal,Oregon,0,1,NA,1,60,NA,3,NA,3,3,NA,4,3,3,3,3,904,4-item,a,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
905,173,NA,27,Chinese Virus,NA,NA,NA,1,0,NA,1,70,Black,"$50,000 to $74,999",Somewhat worried,Most of the time,Independent,Republican,Conservative,Virginia,1,NA,0,0,27,0,NA,1,1,NA,1,2,1,4,2,3,905,3-item,b,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
906,230,79,NA,COVID-19,2,0,NA,NA,NA,NA,0,59,Asian,"$100,000 to $149,999",Somewhat worried,Most of the time,Independent,Democratic,Moderate,Arizona,0,0,NA,0,79,0,2,NA,2,2,NA,3,2,6,2,3,906,3-item,a,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,covid3
907,103,NA,0,Chinese Virus,NA,NA,NA,1,0,NA,0,29,White,"$25,000 to $34,999",Very worried,Most of the time,Independent,Democratic,Very Liberal,District of Columbia,1,NA,0,0,0,0,NA,1,1,NA,1,5,3,2,3,3,907,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
908,190,71,NA,COVID-19,2,0,NA,NA,NA,NA,0,34,White,"$100,000 to $149,999",Not too worried,Most of the time,Democrat,,Liberal,Wisconsin,0,0,NA,0,71,0,2,NA,2,2,NA,4,3,6,1,3,908,3-item,a,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,covid3
909,145,NA,75,Chinese Virus,NA,NA,NA,1,0,NA,1,33,White,"$75,000 to $99,999",Somewhat worried,About half the time,Democrat,,Very Liberal,Michigan,1,NA,0,0,75,0,NA,1,1,NA,1,5,3,5,2,2,909,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus3
910,322,33,NA,COVID-19,1,0,NA,NA,NA,NA,0,32,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Independent,Democratic,Liberal,Maryland,0,0,NA,0,33,0,1,NA,1,1,NA,4,3,4,2,3,910,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
911,82,NA,72,COVID-19,NA,NA,NA,2,0,NA,0,23,White,"Less than $25,000",Not too worried,Most of the time,Independent,Democratic,Moderate,North Carolina,1,NA,0,0,72,0,NA,2,2,NA,2,3,2,1,1,3,911,3-item,b,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,virus3
912,225,71,NA,COVID-19,NA,NA,1,NA,NA,NA,0,29,White,"$35,000 to $49,999",Somewhat worried,About half the time,Democrat,,Liberal,Connecticut,0,1,NA,1,71,NA,1,NA,1,1,NA,4,3,3,2,2,912,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
913,273,NA,90,Chinese Virus,NA,NA,NA,2,0,NA,1,54,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,South Carolina,1,NA,0,0,90,0,NA,2,2,NA,2,5,3,4,2,3,913,3-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
914,522,NA,25,Chinese Virus,NA,NA,NA,1,0,NA,0,31,White,"$75,000 to $99,999",Not too worried,Never,Democrat,,Liberal,Washington,1,NA,0,0,25,0,NA,1,1,NA,1,4,3,5,1,0,914,3-item,b,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,virus3
915,194,70,NA,COVID-19,NA,NA,2,NA,NA,NA,1,43,Other,"$25,000 to $34,999",Very worried,Most of the time,Republican,,Conservative,California,0,1,NA,1,70,NA,2,NA,2,2,NA,2,1,2,3,3,915,4-item,a,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid4
916,163,NA,35,Chinese Virus,NA,NA,NA,2,0,NA,1,38,White,"$150,000 or more",Very worried,Sometimes,Democrat,,Liberal,New York,1,NA,0,0,35,0,NA,2,2,NA,2,4,3,7,3,1,916,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
917,253,8,NA,COVID-19,NA,NA,1,NA,NA,NA,0,56,White,"$50,000 to $74,999",Somewhat worried,Always,Independent,No opinion,Moderate,Pennsylvania,0,1,NA,1,8,NA,1,NA,1,1,NA,3,2,4,2,4,917,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,covid4
918,182,11,NA,COVID-19,2,0,NA,NA,NA,NA,0,41,Hispanic,"$75,000 to $99,999",Very worried,Always,Republican,,Conservative,New Jersey,0,0,NA,0,11,0,2,NA,2,2,NA,2,1,5,3,4,918,3-item,a,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
919,103,NA,46,Chinese Virus,NA,NA,NA,NA,NA,1,0,22,Asian,"$50,000 to $74,999",Somewhat worried,About half the time,Democrat,,Liberal,New Jersey,1,NA,1,1,46,NA,NA,1,1,NA,1,4,3,4,2,2,919,4-item,b,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
920,156,NA,80,Chinese Virus,NA,NA,NA,NA,NA,2,1,64,Asian,"$75,000 to $99,999",Somewhat worried,Never,Democrat,,Liberal,Texas,1,NA,1,1,80,NA,NA,2,2,NA,2,4,3,5,2,0,920,4-item,b,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
921,253,25,NA,COVID-19,NA,NA,2,NA,NA,NA,1,70,White,"$25,000 to $34,999",Very worried,Never,Independent,Democratic,Moderate,Washington,0,1,NA,1,25,NA,2,NA,2,2,NA,3,2,2,3,0,921,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,covid4
922,291,20,NA,COVID-19,1,0,NA,NA,NA,NA,0,65,White,"$50,000 to $74,999",Somewhat worried,Always,Democrat,,Moderate,Ohio,0,0,NA,0,20,0,1,NA,1,1,NA,3,2,4,2,4,922,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,covid3
923,101,0,NA,COVID-19,1,0,NA,NA,NA,NA,1,30,White,"$100,000 to $149,999",Not too worried,Sometimes,Republican,,Conservative,Maryland,0,0,NA,0,0,0,1,NA,1,1,NA,2,1,6,1,1,923,3-item,a,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,covid3
924,98,NA,8,COVID-19,NA,NA,NA,NA,NA,0,1,26,Black,"$50,000 to $74,999",Somewhat worried,Always,Republican,,Conservative,Florida,1,NA,1,1,8,NA,NA,0,0,NA,0,2,1,4,2,4,924,4-item,b,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,virus4
925,197,NA,0,Chinese Virus,NA,NA,NA,NA,NA,1,0,39,Asian,"$25,000 to $34,999",Very worried,Sometimes,Democrat,,Liberal,Delaware,1,NA,1,1,0,NA,NA,1,1,NA,1,4,3,2,3,1,925,4-item,b,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
926,103,70,NA,COVID-19,NA,NA,2,NA,NA,NA,1,38,Asian,"$75,000 to $99,999",Somewhat worried,Sometimes,Independent,No opinion,Moderate,New York,0,1,NA,1,70,NA,2,NA,2,2,NA,3,2,5,2,1,926,4-item,a,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,covid4
927,201,NA,0,Chinese Virus,NA,NA,NA,NA,NA,2,0,31,White,"$35,000 to $49,999",Very worried,Most of the time,Republican,,Conservative,Illinois,1,NA,1,1,0,NA,NA,2,2,NA,2,2,1,3,3,3,927,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus4
928,361,NA,82,Chinese Virus,NA,NA,NA,2,0,NA,1,32,White,"$35,000 to $49,999",Not too worried,About half the time,Democrat,,Moderate,Washington,1,NA,0,0,82,0,NA,2,2,NA,2,3,2,3,1,2,928,3-item,b,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,virus3
929,152,NA,29,Chinese Virus,NA,NA,NA,NA,NA,2,1,24,White,"$25,000 to $34,999",Somewhat worried,Sometimes,Republican,,Conservative,Georgia,1,NA,1,1,29,NA,NA,2,2,NA,2,2,1,2,2,1,929,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,virus4
930,274,NA,10,COVID-19,NA,NA,NA,1,0,NA,1,41,White,"$50,000 to $74,999",Somewhat worried,Never,Independent,Democratic,Moderate,Illinois,1,NA,0,0,10,0,NA,1,1,NA,1,3,2,4,2,0,930,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,virus3
931,242,NA,18,Chinese Virus,NA,NA,NA,1,0,NA,0,65,White,"$75,000 to $99,999",Very worried,Most of the time,Democrat,,Liberal,Michigan,1,NA,0,0,18,0,NA,1,1,NA,1,4,3,5,3,3,931,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus3
932,158,NA,25,Chinese Virus,NA,NA,NA,1,0,NA,1,48,White,"$150,000 or more",Somewhat worried,Sometimes,Republican,,Conservative,Missouri,1,NA,0,0,25,0,NA,1,1,NA,1,2,1,7,2,1,932,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,virus3
933,261,NA,39,Chinese Virus,NA,NA,NA,2,0,NA,0,36,White,"$25,000 to $34,999",Somewhat worried,Always,Republican,,Very conservative,Georgia,1,NA,0,0,39,0,NA,2,2,NA,2,1,1,2,2,4,933,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
934,84,69,NA,COVID-19,NA,NA,2,NA,NA,NA,1,26,Asian,"$75,000 to $99,999",Somewhat worried,Most of the time,Independent,Democratic,Moderate,California,0,1,NA,1,69,NA,2,NA,2,2,NA,3,2,5,2,3,934,4-item,a,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,covid4
935,361,65,NA,COVID-19,1,0,NA,NA,NA,NA,0,42,Hispanic,"Less than $25,000",Somewhat worried,Most of the time,Democrat,,Moderate,Washington,0,0,NA,0,65,0,1,NA,1,1,NA,3,2,1,2,3,935,3-item,a,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,covid3
936,174,NA,100,Chinese Virus,NA,NA,NA,2,0,NA,0,32,Black,"$100,000 to $149,999",Somewhat worried,Always,Democrat,,Liberal,Georgia,1,NA,0,0,100,0,NA,2,2,NA,2,4,3,6,2,4,936,3-item,b,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus3
937,234,54,NA,COVID-19,2,1,NA,NA,NA,NA,1,26,Black,"$25,000 to $34,999",Not too worried,Most of the time,Independent,No opinion,Moderate,Georgia,0,0,NA,0,54,1,2,NA,2,3,NA,3,2,2,1,3,937,3-item,a,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,covid3
938,162,NA,68,Chinese Virus,NA,NA,NA,NA,NA,1,1,24,White,"$75,000 to $99,999",Not too worried,Never,Independent,Democratic,Liberal,Georgia,1,NA,1,1,68,NA,NA,1,1,NA,1,4,3,5,1,0,938,4-item,b,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,virus4
939,128,NA,0,Chinese Virus,NA,NA,NA,0,0,NA,1,35,White,"$35,000 to $49,999",Not too worried,Sometimes,Independent,No opinion,Moderate,West Virginia,1,NA,0,0,0,0,NA,0,0,NA,0,3,2,3,1,1,939,3-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,virus3
940,175,NA,80,COVID-19,NA,NA,NA,3,0,NA,1,28,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Liberal,Washington,1,NA,0,0,80,0,NA,3,3,NA,3,4,3,4,2,1,940,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,virus3
941,83,96,NA,COVID-19,NA,NA,1,NA,NA,NA,1,30,White,"$35,000 to $49,999",Not too worried,Most of the time,Independent,No opinion,Moderate,Indiana,0,1,NA,1,96,NA,1,NA,1,1,NA,3,2,3,1,3,941,4-item,a,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,covid4
942,373,NA,75,COVID-19,NA,NA,NA,NA,NA,2,0,40,Black,"$75,000 to $99,999",Not too worried,Sometimes,Republican,,Moderate,Texas,1,NA,1,1,75,NA,NA,2,2,NA,2,3,2,5,1,1,942,4-item,b,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,virus4
943,122,70,NA,COVID-19,2,0,NA,NA,NA,NA,1,34,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Liberal,Colorado,0,0,NA,0,70,0,2,NA,2,2,NA,4,3,4,2,3,943,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
944,99,100,NA,COVID-19,1,0,NA,NA,NA,NA,1,19,Black,"$100,000 to $149,999",Somewhat worried,Always,Democrat,,Very Liberal,California,0,0,NA,0,100,0,1,NA,1,1,NA,5,3,6,2,4,944,3-item,a,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid3
945,149,35,NA,COVID-19,NA,NA,2,NA,NA,NA,1,57,White,"$100,000 to $149,999",Not too worried,Never,Democrat,,Moderate,New York,0,1,NA,1,35,NA,2,NA,2,2,NA,3,2,6,1,0,945,4-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,covid4
946,157,NA,NA,COVID-19,NA,NA,1,NA,NA,NA,1,31,White,"$35,000 to $49,999",Very worried,Sometimes,Democrat,,Very Liberal,Texas,0,1,NA,1,NA,NA,1,NA,1,1,NA,5,3,3,3,1,946,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
947,437,69,NA,COVID-19,NA,NA,4,NA,NA,NA,0,50,White,"$25,000 to $34,999",Not too worried,About half the time,Republican,,Conservative,Pennsylvania,0,1,NA,1,69,NA,4,NA,4,4,NA,2,1,2,1,2,947,4-item,a,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,covid4
948,75,33,NA,COVID-19,2,0,NA,NA,NA,NA,1,37,White,"$50,000 to $74,999",Somewhat worried,About half the time,Independent,Republican,Liberal,Pennsylvania,0,0,NA,0,33,0,2,NA,2,2,NA,4,3,4,2,2,948,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,covid3
949,164,83,NA,COVID-19,NA,NA,1,NA,NA,NA,0,20,Black,"Less than $25,000",Not worried at all,Always,Independent,Democratic,Very Liberal,California,0,1,NA,1,83,NA,1,NA,1,1,NA,5,3,1,0,4,949,4-item,a,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,covid4
950,220,NA,25,Chinese Virus,NA,NA,NA,NA,NA,2,1,20,Asian,"Less than $25,000",Somewhat worried,Always,Republican,,Moderate,California,1,NA,1,1,25,NA,NA,2,2,NA,2,3,2,1,2,4,950,4-item,b,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,virus4
951,284,100,NA,COVID-19,1,0,NA,NA,NA,NA,0,30,Black,"Less than $25,000",Not worried at all,Sometimes,Democrat,,Moderate,Oklahoma,0,0,NA,0,100,0,1,NA,1,1,NA,3,2,1,0,1,951,3-item,a,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,covid3
952,205,80,NA,COVID-19,2,0,NA,NA,NA,NA,1,27,White,"$35,000 to $49,999",Somewhat worried,Never,Independent,Democratic,Very Liberal,California,0,0,NA,0,80,0,2,NA,2,2,NA,5,3,3,2,0,952,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
953,82,NA,70,Chinese Virus,NA,NA,NA,2,0,NA,1,28,Asian,"$100,000 to $149,999",Somewhat worried,Always,Democrat,,Liberal,California,1,NA,0,0,70,0,NA,2,2,NA,2,4,3,6,2,4,953,3-item,b,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus3
954,90,NA,61,Chinese Virus,NA,NA,NA,NA,NA,2,1,22,White,"$50,000 to $74,999",Somewhat worried,About half the time,Independent,Democratic,Liberal,New York,1,NA,1,1,61,NA,NA,2,2,NA,2,4,3,4,2,2,954,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
955,125,NA,25,Chinese Virus,NA,NA,NA,NA,NA,1,1,35,White,"$100,000 to $149,999",Somewhat worried,About half the time,Democrat,,Liberal,Iowa,1,NA,1,1,25,NA,NA,1,1,NA,1,4,3,6,2,2,955,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
956,216,NA,100,Chinese Virus,NA,NA,NA,NA,NA,3,1,36,Black,"$50,000 to $74,999",Very worried,Always,Democrat,,Moderate,Georgia,1,NA,1,1,100,NA,NA,3,3,NA,3,3,2,4,3,4,956,4-item,b,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,virus4
957,223,NA,70,Chinese Virus,NA,NA,NA,NA,NA,2,0,55,White,"$50,000 to $74,999",Very worried,Most of the time,Democrat,,Liberal,California,1,NA,1,1,70,NA,NA,2,2,NA,2,4,3,4,3,3,957,4-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
958,85,53,NA,COVID-19,1,0,NA,NA,NA,NA,0,37,White,"$25,000 to $34,999",Very worried,Sometimes,Democrat,,Very Liberal,California,0,0,NA,0,53,0,1,NA,1,1,NA,5,3,2,3,1,958,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
959,189,NA,52,Chinese Virus,NA,NA,NA,NA,NA,1,0,29,Black,"$35,000 to $49,999",Very worried,Most of the time,Democrat,,Very Liberal,Florida,1,NA,1,1,52,NA,NA,1,1,NA,1,5,3,3,3,3,959,4-item,b,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
960,95,NA,67,Chinese Virus,NA,NA,NA,NA,NA,2,0,19,White,"Less than $25,000",Somewhat worried,Most of the time,Democrat,,Liberal,Connecticut,1,NA,1,1,67,NA,NA,2,2,NA,2,4,3,1,2,3,960,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus4
961,325,NA,50,Chinese Virus,NA,NA,NA,NA,NA,2,1,35,Black,"Less than $25,000",Not too worried,Never,Independent,No opinion,Moderate,California,1,NA,1,1,50,NA,NA,2,2,NA,2,3,2,1,1,0,961,4-item,b,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,virus4
962,121,NA,95,Chinese Virus,NA,NA,NA,NA,NA,1,0,29,White,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Liberal,Illinois,1,NA,1,1,95,NA,NA,1,1,NA,1,4,3,2,3,3,962,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
963,156,NA,75,Chinese Virus,NA,NA,NA,NA,NA,1,0,52,White,"$25,000 to $34,999",Not worried at all,Always,Independent,Democratic,Very Liberal,Arizona,1,NA,1,1,75,NA,NA,1,1,NA,1,5,3,2,0,4,963,4-item,b,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,virus4
964,176,9,NA,COVID-19,2,0,NA,NA,NA,NA,1,57,White,"$150,000 or more",Not too worried,Never,Republican,,Conservative,South Carolina,0,0,NA,0,9,0,2,NA,2,2,NA,2,1,7,1,0,964,3-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,covid3
965,148,NA,100,Chinese Virus,NA,NA,NA,NA,NA,2,0,32,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Liberal,Indiana,1,NA,1,1,100,NA,NA,2,2,NA,2,4,3,4,2,1,965,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus4
