worker_id,post_policy,minimum_wage_policy,current_monthly_income,previous_monthly_income,work_experience_years,gender,union_membership
899,1,1,61.44452800214763,2,10,0,0
900,1,1,62.0786674368205,3,7,1,1
901,1,1,60.036817921209845,3,4,0,0
902,1,1,60.455207934268216,2,7,0,1
903,1,1,61.18146669192621,2,11,1,1
904,1,1,61.25973345873624,1,8,1,0
905,1,1,61.42273743151904,3,3,1,0
906,1,0,48.94132107511962,3,9,1,1
907,1,0,52.94105279363546,2,5,1,0
908,1,1,60.9917726279123,1,7,0,1
909,1,0,50.02942508804916,3,7,1,1
910,1,1,60.82015993370722,3,6,0,1
911,1,0,50.75000311588654,2,6,1,1
912,1,1,60.35916597008301,4,8,1,1
913,1,1,60.5175489932222,2,6,1,0
914,1,1,61.42492358574306,4,7,1,1
915,1,0,50.69600547404609,2,7,1,1
916,1,0,49.20528797985101,3,6,0,0
917,1,0,49.354971381218064,4,7,1,1
918,1,1,61.72694817424114,3,8,1,0
919,1,1,59.64650484023666,3,4,0,0
920,1,1,61.54475391908738,3,8,1,0
921,1,0,50.23592071745068,3,9,1,1
922,1,1,61.44001419486668,3,6,1,1
923,1,1,62.45958114704136,2,7,0,0
924,1,1,62.570431065930165,2,6,1,0
925,1,0,49.398902145489465,2,4,0,0
926,1,1,62.24600608476558,4,7,0,0
927,1,1,60.61211930100117,2,7,1,1
928,1,1,60.73592619586216,1,8,0,0
929,1,1,60.350607508450224,2,7,1,0
930,1,1,63.01482205035497,2,4,1,1
931,1,1,60.98463475464456,2,6,1,1
932,1,0,50.85350103998921,2,6,1,1
933,1,0,48.62783191182112,3,8,0,1
934,1,1,60.9296994164819,2,3,0,0
935,1,1,60.67164013383943,3,6,0,1
936,1,0,47.88970964687572,4,5,0,0
937,1,1,59.97143202186983,4,5,0,1
938,1,1,61.09044351479761,2,8,0,1
939,1,1,61.759718271166,1,9,0,1
940,1,0,49.39812347537335,2,9,0,1
941,1,1,60.177953637240655,3,7,1,1
942,1,0,51.43370862542353,3,8,0,1
943,1,1,61.64445448265874,2,7,0,0
944,1,1,61.09096809849884,2,9,0,1
945,1,0,52.04048851790741,2,6,0,0
946,1,1,60.8347971299091,2,5,0,1
947,1,0,52.32967312760134,1,6,0,0
948,1,0,51.87923173575615,4,8,0,0
949,1,1,60.74436869832296,2,4,1,0
950,1,1,61.34567279450327,1,4,0,0
951,1,1,60.70907509546421,3,5,1,0
952,1,0,52.64187892345488,1,8,0,1
953,1,1,62.3967730819889,1,7,1,0
954,1,0,50.56314275072954,4,8,0,0
955,1,1,60.82012915853424,3,8,1,1
956,1,1,61.02473332980992,2,5,0,0
957,1,0,49.83615317103703,2,7,1,0
958,1,0,48.74183453179134,3,6,1,0
959,1,1,60.94513800441276,2,8,1,1
960,1,1,62.42605492744178,3,5,1,1
961,1,0,49.98519209804617,3,9,1,0
962,1,1,60.37615721968557,1,5,1,1
963,1,1,61.33773462200123,3,4,1,0
964,1,1,63.01199144764176,1,5,0,1
965,1,1,60.6727752608406,2,9,0,1
966,1,0,49.54252346164835,2,7,1,0
967,1,1,60.85686920612341,3,4,0,0
968,1,0,49.37958717431334,3,9,0,1
969,1,0,49.33325354123254,2,7,1,1
970,1,1,62.43910932867872,2,5,1,1
971,1,1,60.93760975863127,3,5,0,1
972,1,0,49.387685379757976,4,6,0,1
973,1,1,62.2416511739629,3,7,0,1
974,1,1,61.79243754657273,1,4,1,1
975,1,0,48.77520074778495,2,5,0,0
976,1,0,49.79365359524055,2,8,0,1
977,1,1,60.90219155014704,1,7,0,0
978,1,1,61.88823926676792,1,4,0,0
979,1,0,50.08736073480794,2,5,0,0
980,1,1,59.36612294127566,2,5,0,1
981,1,1,60.15328590091666,5,5,1,1
982,1,1,61.68063867414459,3,7,0,0
983,1,1,60.0990421706064,3,5,1,1
984,1,1,59.84167336328812,2,8,1,1
985,1,1,60.12149007131644,4,6,1,0
986,1,1,61.61610915325153,2,7,0,0
987,1,0,50.59208718859564,3,10,1,0
988,1,1,62.24193923810251,2,9,0,0
989,1,1,62.6817050242154,3,9,0,1
990,1,0,49.93740612532149,2,9,1,0
991,1,1,60.41925326874099,4,7,1,0
992,1,1,60.83251333096087,1,5,0,1
993,1,1,60.72048517588995,1,8,0,0
994,1,0,51.41702953524624,2,8,0,0
995,1,1,61.10916214771586,2,7,0,0
996,1,1,60.24657459107144,1,6,0,1
997,1,1,60.26615528961429,2,8,1,0
998,1,0,50.7416036299143,3,6,0,0
999,1,1,59.81291994039648,3,8,0,1
