defendant_id,post_policy,new_sentencing_policy,sentence_length,defendant_age,previous_convictions,legal_representation,income_level
900,1,0,49.681417981438,1,7,0,1
901,1,0,50.095161749142186,1,9,1,0
902,1,0,51.06596974869736,2,5,1,1
903,1,1,53.75366261649077,2,6,1,0
904,1,0,51.75997412264285,2,8,1,0
905,1,0,49.58754867139826,3,7,1,0
906,1,1,55.30347517996367,2,4,1,0
907,1,1,55.654880695112574,3,4,1,0
908,1,0,51.55068780369038,3,9,0,1
909,1,0,50.78580175343166,1,8,1,1
910,1,0,50.40873747135878,2,6,0,1
911,1,0,49.543676644738994,2,6,1,1
912,1,1,53.56692477017644,2,6,1,1
913,1,1,55.76111964630756,3,7,1,0
914,1,1,55.07370781332188,0,6,1,1
915,1,0,51.00151033753552,2,6,0,0
916,1,0,49.83017567574127,1,8,0,0
917,1,1,54.093008186139,3,5,0,0
918,1,0,51.73829504601857,3,4,0,0
919,1,0,49.45007075129129,4,8,1,0
920,1,0,51.96307211810532,1,6,1,0
921,1,0,51.17989477124522,0,6,0,0
922,1,1,52.933771811617454,3,7,0,0
923,1,1,54.56809217116428,3,8,1,1
924,1,1,54.93452085885902,2,10,0,0
925,1,1,55.390081896479536,3,7,0,0
926,1,1,53.97633704237366,4,9,1,1
927,1,1,56.0401743441068,2,7,0,1
928,1,0,50.535423385241046,2,6,0,0
929,1,0,51.81399505492377,2,5,1,1
930,1,1,56.28320541499897,3,4,1,0
931,1,0,49.63927858393483,2,8,1,1
932,1,1,55.85971479928014,1,6,1,0
933,1,0,49.53623095337169,2,9,0,0
934,1,0,49.27522152510869,2,5,0,0
935,1,0,51.63499787516261,1,8,0,1
936,1,0,50.676511441041264,3,5,0,0
937,1,0,49.89013263020705,3,7,0,0
938,1,0,51.14757861759676,3,7,1,1
939,1,0,49.9964106469496,3,9,0,0
940,1,0,50.924219523451626,3,8,1,1
941,1,0,53.05365132024042,3,2,1,0
942,1,1,53.361296725801374,3,7,0,1
943,1,0,49.4960646519543,3,5,0,0
944,1,0,51.166127893423486,4,5,1,1
945,1,0,48.95624409746509,3,7,1,0
946,1,0,48.87077158078476,3,5,1,1
947,1,0,50.86588822722333,3,8,0,0
948,1,1,54.12685911114156,2,7,0,1
949,1,0,51.83984388885235,3,3,0,1
950,1,0,51.035809662890784,5,5,1,0
951,1,0,50.63491230501367,3,5,1,1
952,1,1,55.87296751539682,2,6,1,1
953,1,0,51.88418900019241,3,5,1,1
954,1,1,53.78397966020763,3,5,0,1
955,1,0,52.42722488104022,3,3,1,0
956,1,1,53.905315963398266,2,7,1,0
957,1,1,55.58394494268381,3,7,1,1
958,1,1,53.211257029989,2,6,0,1
959,1,1,53.69629248147782,2,7,0,1
960,1,0,52.69008553115231,3,4,1,0
961,1,0,50.758375324326586,2,4,0,0
962,1,0,50.74791576331225,1,7,1,0
963,1,0,49.01118293993622,2,6,1,1
964,1,0,50.36120924505777,2,7,0,0
965,1,0,52.23637508722224,2,7,1,1
966,1,0,51.49624035154277,2,6,0,0
967,1,0,50.649011339486336,1,7,0,0
968,1,1,54.72705599152469,2,5,1,1
969,1,0,50.60759032175272,2,8,1,1
970,1,1,54.27358155422664,2,7,0,1
971,1,1,54.10181699344514,2,3,0,1
972,1,1,53.69325344223834,5,7,0,1
973,1,0,50.20989141306949,1,7,0,0
974,1,1,56.32381044348097,1,9,0,0
975,1,1,54.36799440677502,1,5,1,1
976,1,0,49.81229018987611,4,9,1,0
977,1,0,49.10701294570745,3,8,0,1
978,1,1,55.49122321458606,2,5,0,1
979,1,1,57.20291479673157,2,8,1,0
980,1,0,51.76877061714098,3,3,1,1
981,1,0,49.57972457413264,3,7,0,0
982,1,1,53.82433942609567,2,6,0,1
983,1,1,55.09597420907589,2,5,1,0
984,1,0,50.24969420164626,2,6,0,1
985,1,0,52.442112957445374,3,8,0,1
986,1,1,56.05252201155663,1,6,1,0
987,1,0,52.982708248189205,0,6,0,1
988,1,1,53.474222169887405,2,8,0,0
989,1,0,49.586542755509086,2,7,0,0
990,1,0,49.78148112392159,2,9,0,1
991,1,0,52.30088369296701,4,2,1,1
992,1,0,49.67969625637878,2,6,1,1
993,1,1,54.94079994942559,2,5,1,1
994,1,1,55.86136767586051,2,7,1,1
995,1,0,50.30169448503159,2,5,0,0
996,1,1,54.859358890939575,2,6,1,0
997,1,1,54.22972395666116,2,7,1,0
998,1,0,52.06879750425313,1,5,1,1
999,1,1,54.36195843690317,2,6,0,0
