household_id,post_policy_period,subsidy_policy,affordable_housing_availability,income_level,job_experience_years,rural_residence,previous_subsidy_status
899,1,0,46.09459410828454,1,6,0,1
900,1,1,50.435606168270745,2,6,0,1
901,1,0,45.12552089544489,2,5,1,1
902,1,1,50.18532047282477,1,5,0,0
903,1,0,44.33941945027997,2,7,0,0
904,1,1,50.90303220597102,3,7,0,0
905,1,1,51.1050641613813,2,8,0,0
906,1,0,45.467091486098326,4,6,0,0
907,1,1,51.22428269498521,1,7,1,0
908,1,1,50.93355454710007,2,8,1,1
909,1,1,51.49520277253772,2,7,1,0
910,1,0,45.7540956206372,1,6,1,0
911,1,1,50.884680423041495,2,1,1,0
912,1,1,51.17306858777811,3,7,0,1
913,1,0,45.21682646597023,1,4,0,0
914,1,1,51.02992421496167,1,4,0,1
915,1,0,42.92812178449648,1,6,1,0
916,1,1,51.66798272441065,5,8,1,1
917,1,0,45.87420049206942,2,9,0,1
918,1,1,51.99810687561465,2,9,0,0
919,1,1,51.2239837049927,2,6,1,0
920,1,0,44.80091792779047,3,3,0,0
921,1,1,50.68232509771662,0,8,1,0
922,1,1,49.79822578307128,0,6,0,1
923,1,0,46.534499102296536,3,6,0,0
924,1,0,44.9719989324383,2,5,1,0
925,1,0,46.46414975107114,2,7,0,0
926,1,0,46.25029091180041,2,10,1,1
927,1,1,51.154825512624825,3,8,1,0
928,1,0,46.56888370473243,4,7,1,0
929,1,1,51.27545301864626,2,4,0,0
930,1,1,51.25328563457144,1,8,1,0
931,1,0,46.965528834879976,3,6,1,0
932,1,0,46.42372660543666,3,7,1,0
933,1,1,50.102719363965285,1,5,0,1
934,1,1,50.96654245219923,3,7,0,1
935,1,0,44.61780245334676,1,10,1,1
936,1,1,49.60041299867687,3,3,0,0
937,1,0,46.46838583855543,2,7,0,1
938,1,0,44.44212146138738,1,3,1,0
939,1,0,45.23546176866596,2,5,0,0
940,1,0,44.52622252607436,3,8,1,1
941,1,1,50.498901225176624,4,7,0,0
942,1,0,43.96886682195768,2,3,1,0
943,1,0,46.17126630000337,2,8,0,1
944,1,1,52.10974776022998,1,6,1,1
945,1,1,50.77678551972157,4,5,0,0
946,1,1,51.26296870778729,1,9,0,1
947,1,1,52.26043799349762,5,7,1,0
948,1,0,45.018139877932434,2,6,1,0
949,1,1,50.46885624888073,3,8,1,0
950,1,1,51.26581832776503,3,10,1,1
951,1,1,51.61310496722828,3,6,0,0
952,1,0,46.676866474085735,2,3,0,0
953,1,0,45.21406113842583,2,5,0,0
954,1,0,44.19785975077059,1,6,0,1
955,1,0,44.15860917031692,1,4,0,1
956,1,0,46.04448458498841,3,7,1,0
957,1,1,51.142114755054166,2,7,0,1
958,1,0,46.31677123065266,4,8,0,1
959,1,1,51.51984135153483,3,5,0,0
960,1,1,50.29124326273548,2,7,1,0
961,1,1,51.26352815615048,1,8,1,1
962,1,0,42.90635676601394,1,5,0,0
963,1,1,51.49614599690731,2,7,0,0
964,1,1,51.21119659856772,3,7,0,0
965,1,1,50.85765618403183,3,4,0,1
966,1,1,50.023476177615365,4,9,1,0
967,1,1,50.97031579920765,4,8,1,0
968,1,1,50.5869064421766,3,5,0,0
969,1,1,52.12533023183597,4,8,0,0
970,1,1,49.67520504404345,3,7,0,0
971,1,1,47.7138341678882,2,6,0,0
972,1,1,50.82244845808307,4,5,1,1
973,1,0,47.04281080976695,2,7,0,0
974,1,0,44.97562019688513,4,8,0,0
975,1,1,50.99084975239755,1,5,1,0
976,1,1,49.41485229290368,3,4,1,0
977,1,0,46.42398188673847,1,6,0,0
978,1,0,44.11933726268073,2,7,1,1
979,1,1,50.03113404645441,1,6,0,0
980,1,0,45.84861591013735,3,5,0,0
981,1,0,44.28299232839691,6,6,0,0
982,1,1,52.41379695881579,1,7,0,0
983,1,1,50.17952339609267,2,7,0,0
984,1,1,49.41412002617439,1,7,0,0
985,1,1,52.16229508520172,2,7,1,0
986,1,0,45.32138083295707,3,5,1,0
987,1,0,43.10542815783612,3,6,0,0
988,1,1,51.79037551570239,3,6,0,1
989,1,1,51.48806533275837,4,8,0,1
990,1,0,44.16703110304063,1,9,1,1
991,1,0,46.1109731453068,1,7,1,1
992,1,1,50.56205445036605,5,9,1,1
993,1,1,51.83031821699032,2,8,1,1
994,1,0,46.02834932360837,3,8,0,0
995,1,1,50.77415657427744,2,5,0,1
996,1,1,50.86555554158253,1,8,1,0
997,1,1,49.85422576009835,1,6,1,0
998,1,1,51.3197306111943,1,6,0,0
999,1,1,50.652700431871736,1,6,0,0
