unit_id,post_intervention_period,microloan_policy,business_growth_rate,household_income,job_experience_years,rural_residence,previous_loan_status
900,1,1,51.97980348361726,2,6,1,0
901,1,1,52.804051270843786,2,7,0,0
902,1,0,46.46505625348146,1,6,0,0
903,1,1,51.95069623759293,4,9,1,0
904,1,0,46.118075980828,3,9,1,0
905,1,1,49.667618686668185,1,8,1,1
906,1,1,52.423862644408985,3,4,1,0
907,1,1,52.52472513248669,3,8,0,0
908,1,1,51.51161573712769,1,6,0,0
909,1,1,52.20063792055189,1,8,1,0
910,1,1,51.99999361106744,2,5,0,1
911,1,1,53.841494851127,2,7,1,0
912,1,0,46.13785190317607,3,6,0,0
913,1,1,52.3284851844395,1,4,0,0
914,1,0,44.3090098958553,3,13,1,0
915,1,1,53.957337253538086,3,3,1,1
916,1,0,43.98874862749069,2,8,0,0
917,1,1,53.15830938456175,2,6,1,0
918,1,0,46.21331359189934,4,6,1,1
919,1,1,53.35653985129562,2,6,1,1
920,1,0,44.20191451248324,3,7,1,0
921,1,0,48.28194780785956,2,5,0,0
922,1,1,53.55154942569642,3,5,0,0
923,1,1,52.254736448841264,3,6,1,1
924,1,1,50.33718086037184,2,8,1,0
925,1,1,51.5033549993936,3,5,0,0
926,1,0,46.09863530959448,3,10,0,1
927,1,1,52.31310603995775,2,6,1,1
928,1,1,51.59245221880292,2,6,0,1
929,1,0,45.91941036063331,1,8,0,1
930,1,1,50.79168696221318,1,7,1,0
931,1,0,44.26541253434134,2,9,1,1
932,1,1,51.38693201360875,3,5,1,1
933,1,1,50.78382012625058,2,7,0,1
934,1,0,46.67373368288192,4,7,0,1
935,1,0,44.09718991145173,3,7,0,0
936,1,1,51.69314392548375,2,7,0,0
937,1,1,53.93121346550252,3,8,1,0
938,1,0,46.76330966870281,3,7,0,0
939,1,1,52.93694969822938,3,6,1,0
940,1,1,51.26838425452032,2,7,0,1
941,1,0,46.70560657536176,3,6,0,0
942,1,1,53.17406165916189,2,7,0,1
943,1,0,46.30660330189941,3,6,1,0
944,1,0,45.31340196903804,3,8,0,0
945,1,0,46.336262136292106,1,5,0,1
946,1,1,52.91914361408079,1,6,0,1
947,1,0,47.13914714406823,1,3,0,1
948,1,0,46.92086003850949,0,7,0,0
949,1,1,52.3372372091646,5,5,0,0
950,1,1,51.327537784913325,1,7,0,0
951,1,0,45.18188889607229,4,6,0,1
952,1,0,44.04755397780248,3,8,0,1
953,1,1,50.19008162991571,4,6,0,1
954,1,0,45.18790759987034,2,7,1,1
955,1,0,48.37046468437862,1,5,1,0
956,1,1,50.551650059238334,3,7,1,1
957,1,1,51.921878361942014,4,3,0,1
958,1,1,52.94510956999739,5,4,1,1
959,1,1,53.424080334469394,2,4,0,1
960,1,0,45.69726613375157,3,8,1,0
961,1,0,47.36276617383125,3,7,1,1
962,1,0,45.82533719818641,4,9,0,0
963,1,1,52.310841380044174,3,5,0,0
964,1,1,54.28423409755209,5,5,0,1
965,1,0,44.90286672259219,2,8,1,0
966,1,1,52.88646048997694,3,6,0,1
967,1,0,45.6475162709984,2,1,1,1
968,1,0,44.94012741815153,1,8,0,0
969,1,0,47.252529390695926,4,7,0,0
970,1,1,53.8021832178443,2,6,1,0
971,1,1,51.73783643689301,3,7,1,0
972,1,1,52.46055156002893,3,3,0,1
973,1,0,45.176078843630734,3,7,0,0
974,1,0,45.740765769077385,2,10,1,1
975,1,0,46.25471342143727,3,6,0,0
976,1,0,46.24547094638558,2,4,1,0
977,1,0,46.178092405426646,3,6,0,1
978,1,1,52.81995094266559,3,4,0,1
979,1,1,54.13122653742679,3,5,0,1
980,1,1,51.514425561233146,1,8,0,0
981,1,0,45.321863500412384,3,7,0,0
982,1,1,52.80896207357883,3,6,1,0
983,1,0,45.74579313359785,3,5,0,0
984,1,0,49.04447409748197,4,4,1,1
985,1,1,50.65999629597737,3,10,0,1
986,1,0,46.87414249819449,2,1,1,1
987,1,0,47.47908354575278,3,7,0,1
988,1,1,51.85684922810407,2,5,0,0
989,1,0,45.54840442629871,3,10,1,1
990,1,0,45.312534683040965,3,5,0,1
991,1,1,52.87161651779027,3,5,0,0
992,1,1,52.28924406022705,3,7,1,0
993,1,1,51.3516545107918,4,8,0,0
994,1,0,46.86100731722246,5,3,0,1
995,1,1,51.987356444341344,2,4,1,1
996,1,0,43.91560674048765,5,8,1,1
997,1,0,45.0458851140655,2,6,0,1
998,1,0,44.40119352825479,3,8,1,0
999,1,1,52.305335013610815,3,6,0,0
