citizen_id,post_policy_period,policy_implementation,voter_turnout,age,income_level,gender,education_level
900,1,1,60.26005596261621,2,5,0,1
901,1,0,49.53581064604301,3,9,0,1
902,1,1,60.60286767552039,3,4,0,1
903,1,1,58.09529294146229,1,5,1,0
904,1,1,60.42433780517237,2,7,1,0
905,1,1,60.06777526416185,4,5,0,0
906,1,1,61.12635332872268,2,8,1,0
907,1,1,61.39038197493428,3,6,0,0
908,1,1,60.50955198457918,3,10,1,0
909,1,1,59.798964215004005,3,6,0,0
910,1,0,49.37604837225898,2,8,1,1
911,1,1,60.68650422210815,2,6,1,1
912,1,1,60.36577027358794,3,6,1,0
913,1,0,51.08182927140712,4,5,1,1
914,1,1,59.74553590645284,3,7,0,1
915,1,1,60.60364847343845,3,5,0,0
916,1,1,60.460807818678994,3,5,1,0
917,1,0,51.79962350857331,2,4,0,1
918,1,1,60.44011941797134,3,7,0,1
919,1,1,60.15174394856501,4,7,0,0
920,1,0,50.04038521032473,2,8,1,1
921,1,1,59.57587365195031,1,5,0,1
922,1,1,59.7508501504282,1,7,0,1
923,1,0,50.28527635340633,2,5,0,1
924,1,1,60.67969307456709,2,5,1,0
925,1,0,50.68601262826616,1,3,1,0
926,1,0,50.63711666483229,1,6,0,0
927,1,0,51.04279419181795,1,5,0,1
928,1,0,50.72955557039275,2,4,0,1
929,1,1,59.733946119564216,2,6,1,0
930,1,1,59.42359818304417,0,7,0,1
931,1,0,50.646443422462525,3,5,1,0
932,1,0,50.88097891981107,3,6,0,0
933,1,0,48.98283759278373,2,7,0,1
934,1,1,60.96573505099347,4,3,0,1
935,1,1,57.94638041127379,2,8,1,0
936,1,1,60.96710511301511,3,7,1,1
937,1,1,60.50954120811512,4,8,1,0
938,1,0,51.33689559024578,2,6,0,1
939,1,1,60.805722238560925,4,8,0,0
940,1,0,50.90680060768649,2,7,1,0
941,1,1,59.53771465876499,1,8,0,0
942,1,0,50.41413070624037,2,8,0,0
943,1,0,48.87943897982573,2,3,0,0
944,1,0,49.97322665543962,2,9,0,1
945,1,1,59.41995214926226,3,7,1,1
946,1,1,59.030743026382304,3,4,1,1
947,1,1,61.24554543349176,2,6,1,0
948,1,1,59.530095970145055,4,8,0,1
949,1,1,59.56828033591993,5,9,1,1
950,1,0,49.32884361228617,3,7,0,0
951,1,1,59.47536883585628,4,6,1,1
952,1,1,59.85944739454796,2,5,0,1
953,1,0,49.302806015764574,3,8,0,1
954,1,1,60.68723396583041,1,5,1,0
955,1,0,50.96083454012136,4,3,1,0
956,1,1,59.985552580625054,3,8,1,0
957,1,1,62.16075268860367,0,5,1,1
958,1,1,58.07902508758061,3,7,0,1
959,1,1,59.37773509559246,4,6,0,1
960,1,0,50.82087358991192,2,6,1,1
961,1,1,60.88685969346672,3,7,0,0
962,1,1,59.793178259024096,2,4,1,1
963,1,1,60.85292690135872,3,8,1,1
964,1,1,61.24504935729549,3,10,1,0
965,1,0,50.83531346246322,2,5,1,1
966,1,0,49.76563282027752,2,8,1,1
967,1,1,60.30313133951318,1,5,1,1
968,1,1,59.08397356768422,3,8,0,1
969,1,1,61.75905783889886,3,6,1,1
970,1,1,59.97000645675029,0,10,1,1
971,1,1,60.4501733389857,2,6,0,1
972,1,0,50.06440317412335,3,8,1,1
973,1,1,59.96004832415576,2,5,1,0
974,1,0,52.87857876683136,3,7,0,0
975,1,1,61.20093439965064,3,7,1,0
976,1,0,50.73169694828098,2,7,0,1
977,1,1,59.30074027307897,4,5,1,1
978,1,1,58.783645400370126,2,6,1,1
979,1,0,50.52798766264628,3,7,0,1
980,1,0,51.21731121340853,3,8,0,1
981,1,0,47.48764208800089,1,8,0,0
982,1,0,49.5532886665456,3,10,1,0
983,1,1,60.7232197999976,3,7,0,0
984,1,1,59.60256167107218,2,7,1,1
985,1,1,61.2373964005608,3,9,0,1
986,1,1,58.23093687312377,2,3,0,0
987,1,0,49.77994955298568,2,7,1,0
988,1,1,61.14723033939364,2,5,0,0
989,1,0,52.46719762211182,3,7,0,1
990,1,1,59.65152566192978,3,6,0,1
991,1,0,48.78291269561418,3,8,1,1
992,1,1,60.19238667191213,2,7,1,0
993,1,0,49.4766053949809,3,6,1,1
994,1,1,61.03580581327073,1,8,1,1
995,1,1,60.33588727808389,2,6,0,0
996,1,1,59.51144193485303,3,8,0,0
997,1,1,60.27236214658413,3,8,0,1
998,1,0,49.42859934882575,2,8,1,1
999,1,1,60.18952957681585,4,8,0,0
