employee_id,post_policy_period,minimum_wage_policy,monthly_income,education_years,job_experience,urban_residence,full_time_status
900,1,1,58.26383599362478,3,6,1,1
901,1,1,59.568452695877234,5,7,1,1
902,1,0,51.23990800081555,4,8,1,1
903,1,0,51.91018167066586,3,6,0,1
904,1,0,49.02136795636776,5,6,1,0
905,1,0,50.78387903670529,3,7,0,1
906,1,1,56.465102333145765,2,5,0,1
907,1,0,49.53225893420073,2,7,1,1
908,1,1,59.27860597017028,4,5,0,0
909,1,1,57.44610645900399,3,4,0,0
910,1,1,59.394870346002094,4,8,1,1
911,1,0,50.351074057295634,3,6,1,0
912,1,1,59.2353393683834,2,8,1,1
913,1,0,51.945254965592,4,7,1,1
914,1,0,50.06469163768336,3,7,0,1
915,1,0,50.840901656061774,2,7,1,1
916,1,0,50.95335800908569,2,4,1,1
917,1,0,51.146021023687695,3,7,0,0
918,1,0,51.86098346022672,1,7,0,0
919,1,1,57.97157378024991,2,6,1,1
920,1,1,59.28151263179137,3,7,0,1
921,1,0,51.13590197631567,5,9,0,0
922,1,1,57.769995926689056,1,6,1,1
923,1,0,51.732395113501454,3,9,0,0
924,1,1,58.41965094222314,3,6,1,1
925,1,0,51.68727744233884,2,9,1,1
926,1,0,48.90734861068936,2,4,0,0
927,1,0,51.45871589974477,3,4,0,1
928,1,0,51.38057592778584,2,4,1,0
929,1,1,56.715328419419485,2,3,1,0
930,1,0,50.327784691306064,2,6,0,1
931,1,0,51.15554873555483,2,7,0,0
932,1,0,49.88001062712686,2,3,0,1
933,1,0,51.874514375910806,1,11,0,1
934,1,0,50.159753127098575,2,8,0,1
935,1,0,50.80478518316293,2,6,1,0
936,1,1,59.56041085819912,5,7,0,1
937,1,1,60.61389369585662,3,8,1,0
938,1,0,52.31214606940355,1,9,0,0
939,1,0,51.11343841408348,3,7,1,1
940,1,1,58.58058595067897,3,8,1,1
941,1,1,57.3019774093561,5,4,0,1
942,1,1,57.838708112935656,0,6,0,0
943,1,0,49.39389729187005,3,6,0,0
944,1,0,50.56206149850544,3,5,1,1
945,1,1,58.57087544270442,2,8,0,0
946,1,1,57.84889414811156,2,6,0,1
947,1,1,59.47687637411726,1,6,0,0
948,1,1,59.381944167015206,2,8,1,1
949,1,0,49.13092212280077,3,6,0,1
950,1,1,59.87409076842521,2,6,0,1
951,1,0,49.390673482045294,2,7,1,1
952,1,1,59.560440051061256,2,7,1,0
953,1,0,51.428930158944375,4,3,1,0
954,1,1,57.53717500781045,3,7,0,1
955,1,1,58.0753401474141,3,8,1,0
956,1,1,57.83886631464901,4,7,1,1
957,1,0,48.5575981393536,3,6,0,0
958,1,1,58.70813999795199,3,8,1,0
959,1,0,50.05232679152534,1,7,1,1
960,1,1,57.575069793516526,2,4,0,0
961,1,1,55.72362571978617,2,2,1,1
962,1,0,48.9841755469245,3,5,0,1
963,1,1,56.916045206422666,3,4,1,0
964,1,1,59.26390584541012,2,9,0,1
965,1,1,59.096012218049175,4,7,0,0
966,1,0,49.10244150336233,3,7,0,0
967,1,1,59.10908919127438,2,8,1,1
968,1,1,57.418543053876135,0,7,0,1
969,1,1,58.89200220670104,3,7,1,1
970,1,1,58.45600229931096,2,7,1,0
971,1,1,58.90492368565529,1,5,0,0
972,1,0,50.73500176928524,3,8,0,1
973,1,1,58.05543627100606,2,10,0,1
974,1,1,57.85193701307501,2,6,0,0
975,1,0,50.35093308669824,2,5,1,0
976,1,1,59.886077673083584,4,5,1,0
977,1,1,58.324752116729485,2,5,0,1
978,1,1,60.21324535113087,2,10,1,0
979,1,0,51.34814217222728,3,6,0,0
980,1,1,58.44125684288147,3,7,1,1
981,1,1,59.64462048423223,3,7,1,0
982,1,1,61.44527342602377,2,9,1,0
983,1,0,50.53406061123262,2,9,0,0
984,1,1,60.23649444980924,1,9,0,1
985,1,1,59.77222942577188,3,5,0,0
986,1,1,57.72840459949105,2,8,0,0
987,1,1,58.03098003660055,2,6,1,1
988,1,1,56.69441601674975,3,8,1,1
989,1,0,51.23697085824503,3,4,1,1
990,1,1,58.25449960666543,3,4,1,0
991,1,1,58.25491824620327,2,5,0,1
992,1,1,58.98405183656064,2,4,0,1
993,1,1,58.37436238855511,0,5,1,0
994,1,1,59.57551002210332,1,10,1,1
995,1,0,50.31509852344371,4,6,0,0
996,1,1,58.08295796284165,3,11,1,1
997,1,1,58.79277811770693,3,6,0,1
998,1,1,58.643159775475006,2,7,1,1
999,1,1,59.21004937671615,3,7,0,0
