household_id,post_policy,loan_received,income_growth,household_income,business_experience_years,rural_location,previous_loan_status
901,1,1,52.23152878541081,2,6,1,1
902,1,1,51.82099852293621,2,5,0,0
903,1,1,50.75409309634505,1,5,0,1
904,1,0,45.55609812753358,2,9,1,1
905,1,0,44.07715814985188,3,11,1,1
906,1,1,51.862256012062936,3,9,1,1
907,1,0,43.71168712084356,3,6,1,1
908,1,0,45.640695716956046,1,6,1,0
909,1,0,44.13976504425754,4,5,1,0
910,1,1,49.98458636757121,4,7,0,1
911,1,1,51.26104985716593,4,6,0,1
912,1,0,45.6972738468102,2,7,0,1
913,1,1,51.520664246245055,3,6,0,1
914,1,1,50.41933859621591,2,8,1,1
915,1,1,51.52138532569645,3,8,1,0
916,1,1,51.92704091966032,4,6,0,1
917,1,0,44.74215082105157,3,4,1,0
918,1,0,46.14889510540532,1,5,1,0
919,1,0,45.601589845964746,4,10,1,0
920,1,1,52.83158891944353,3,6,1,1
921,1,1,49.89082589432429,2,4,1,0
922,1,0,44.096206845050766,3,6,0,1
923,1,0,45.38200940287676,3,7,0,0
924,1,0,44.48526635371731,2,9,1,1
925,1,0,44.71446664827652,2,6,1,1
926,1,1,51.671437425724754,3,5,1,1
927,1,0,44.36366003784682,2,7,0,1
928,1,1,51.90111826237365,2,8,1,0
929,1,0,44.65375907321941,1,8,1,1
930,1,1,51.92926105413412,2,10,1,0
931,1,1,50.61914687078502,0,5,0,1
932,1,0,44.37468596514382,2,7,1,1
933,1,1,49.73098926699115,3,7,0,0
934,1,0,45.794256175863005,2,7,1,1
935,1,1,49.76880046681594,4,7,0,1
936,1,1,52.4216478938481,3,6,0,1
937,1,1,50.77585405506875,1,8,1,0
938,1,1,49.63328242818552,3,7,0,1
939,1,1,50.61232751539638,4,7,0,1
940,1,1,51.6467520367867,3,5,1,0
941,1,0,44.23747308249131,1,8,0,1
942,1,1,52.260480998998354,2,3,0,1
943,1,1,51.9808948934417,2,9,0,0
944,1,1,50.2066729756291,2,7,1,0
945,1,1,51.45447727593316,3,6,0,1
946,1,0,43.20037380736512,5,8,1,1
947,1,1,50.31593877803683,2,5,1,1
948,1,1,50.29310666338569,2,10,1,1
949,1,0,42.4179931059337,3,7,0,1
950,1,0,45.812022658805,2,7,1,1
951,1,0,44.81156351877462,0,6,1,1
952,1,1,51.74561445992295,4,7,1,0
953,1,1,51.03507957083652,1,5,0,0
954,1,1,50.51353795438383,2,6,1,1
955,1,0,44.77578160991829,3,7,0,1
956,1,0,44.35841140135632,3,6,0,1
957,1,1,51.44283582795756,3,5,1,0
958,1,0,44.67265319905014,3,5,1,1
959,1,1,48.93165660267096,2,7,1,1
960,1,1,51.20253212802429,2,6,0,1
961,1,0,42.58599945872568,5,7,0,0
962,1,0,44.57302544951137,3,8,1,0
963,1,1,50.06905890790202,1,8,0,1
964,1,0,46.10051710745868,1,8,0,1
965,1,1,52.101862678720174,2,8,1,1
966,1,0,43.73801623893453,3,6,1,0
967,1,0,45.179418436917146,2,6,0,1
968,1,0,44.3734835026523,4,5,1,0
969,1,0,43.93471981703858,1,9,0,1
970,1,1,49.498473934217344,3,6,1,0
971,1,1,52.97021189400813,3,7,1,0
972,1,1,51.14109707516881,2,7,0,1
973,1,0,45.40717015605677,3,8,0,1
974,1,0,44.32598290955743,2,4,0,0
975,1,0,43.08549900712242,3,8,1,0
976,1,1,50.787636210858224,2,7,1,1
977,1,1,50.986726004123526,1,3,0,1
978,1,0,45.390127798134166,3,6,1,1
979,1,1,52.48389285429394,3,7,1,0
980,1,1,52.30497727803093,3,6,0,1
981,1,1,49.94867347170429,2,6,1,1
982,1,1,51.8215311975394,2,6,1,0
983,1,0,46.17624615054073,3,8,1,1
984,1,1,50.20556186492772,4,5,1,1
985,1,1,51.32535166409161,1,10,0,0
986,1,0,44.87183994169075,1,9,0,1
987,1,0,44.37277929443273,4,6,1,1
988,1,0,45.28350768057152,3,5,0,0
989,1,1,50.67597957984437,3,5,1,1
990,1,0,45.91272063518639,2,9,1,0
991,1,1,50.02383061505296,1,5,1,1
992,1,1,50.64194959353292,3,5,0,0
993,1,0,45.56164111464748,3,4,1,0
994,1,0,44.76785525752246,2,7,0,1
995,1,0,45.2131608551015,3,5,1,1
996,1,1,49.15040497257255,3,5,1,1
997,1,0,44.561586010037146,5,5,1,1
998,1,1,51.05347840728576,5,5,1,0
999,1,1,50.391313355988586,5,7,1,0
