household_id,post_policy_period,received_subsidy,affordable_housing_availability,years_of_experience,income_level,residential_status,gender
900,1,0,51.66043145293399,2,8,0,0
901,1,0,52.51287674100716,2,8,1,1
902,1,1,55.950988215334895,1,7,1,0
903,1,0,50.33970019409346,2,10,1,1
904,1,1,56.30176159368033,2,7,0,0
905,1,0,51.52114122376813,4,9,0,1
906,1,1,55.175797629969765,4,4,0,1
907,1,1,55.93507298874903,2,9,1,0
908,1,0,50.17956805120344,2,8,1,0
909,1,1,57.99733910523914,3,6,0,1
910,1,0,51.38540535228403,3,8,1,0
911,1,1,55.403288894161285,3,5,1,1
912,1,0,51.58578880788347,2,6,1,0
913,1,1,57.205684749882536,4,8,0,0
914,1,0,52.5807120400784,3,7,0,0
915,1,1,57.17625421359254,3,6,1,0
916,1,1,55.901177036617504,2,7,0,1
917,1,1,57.487296618147255,3,5,0,1
918,1,0,52.111301323469455,4,6,0,1
919,1,1,57.10683787416946,2,5,1,1
920,1,1,56.479977982736806,3,9,1,0
921,1,1,56.71784333352607,2,6,0,0
922,1,1,56.973060655644574,4,6,1,1
923,1,1,56.45216716765422,3,6,1,0
924,1,0,53.82848763913835,2,5,0,0
925,1,1,56.65507839142998,1,9,0,0
926,1,0,50.71511705295571,6,5,1,1
927,1,0,52.13725554203522,4,7,0,0
928,1,0,50.90365571395841,2,9,1,0
929,1,1,55.37252658977007,4,12,0,0
930,1,1,55.40564304307208,4,6,0,0
931,1,0,49.46620585814028,2,11,1,1
932,1,0,52.40441309893075,2,6,1,1
933,1,0,50.03859599582412,3,7,0,1
934,1,0,50.43756089789726,2,6,1,0
935,1,0,50.02316157931679,2,8,1,0
936,1,1,58.37006766333775,3,7,0,1
937,1,1,55.99377844097594,2,7,0,0
938,1,1,56.1016506227433,1,4,0,0
939,1,1,55.99095406847987,1,5,0,1
940,1,1,57.16148432472525,3,7,1,0
941,1,1,54.10577360356477,3,6,1,0
942,1,0,51.06021612508262,3,7,0,0
943,1,1,57.3870643351256,4,8,0,1
944,1,1,57.69716963906885,3,5,1,1
945,1,0,51.74695418614542,2,7,1,1
946,1,0,50.22731802224598,4,8,1,0
947,1,0,51.141837000816125,3,3,1,0
948,1,0,50.15766819121269,2,11,0,0
949,1,1,57.89059773265326,2,7,1,0
950,1,1,56.73527160093771,4,7,0,0
951,1,1,58.28710581651448,2,4,1,1
952,1,1,57.739441972793294,4,4,0,1
953,1,1,56.36078419008423,2,7,1,0
954,1,1,56.62970709755257,3,5,0,0
955,1,0,52.09527076226399,2,9,0,1
956,1,0,51.51671474979175,4,6,0,0
957,1,1,55.91117306268279,2,11,1,1
958,1,0,51.11222079937325,1,5,1,1
959,1,1,57.14206837650425,2,6,1,0
960,1,1,57.18333564134672,2,4,1,0
961,1,0,52.2761710469186,4,7,0,1
962,1,0,52.98371003185073,4,3,0,0
963,1,0,52.26366741894341,2,5,1,0
964,1,0,50.82339709906115,4,8,0,1
965,1,1,57.83978692485336,3,5,0,0
966,1,0,52.69952022011001,3,4,0,0
967,1,0,53.56600989609165,2,5,0,1
968,1,0,51.480587813223714,3,5,1,0
969,1,1,56.68714252571156,2,6,1,0
970,1,1,58.507552839324354,3,4,1,1
971,1,1,56.0167811743449,3,7,0,1
972,1,0,50.969539612511255,4,7,1,1
973,1,1,56.929644772120696,1,6,1,1
974,1,1,57.79252782199838,4,5,0,0
975,1,0,52.74726590659246,2,7,0,1
976,1,1,57.10652166542378,3,7,0,1
977,1,0,52.60727003759415,3,8,1,1
978,1,1,57.078693975584585,2,8,0,0
979,1,0,52.64395698611541,2,4,0,1
980,1,1,54.33814019874327,3,4,0,0
981,1,0,51.02247872496712,3,10,0,1
982,1,1,56.5428483510605,2,7,0,1
983,1,1,56.611998675648,2,6,1,1
984,1,1,58.11517118779331,4,6,0,0
985,1,0,50.40404067268329,3,8,1,0
986,1,1,57.646345156512616,4,5,0,0
987,1,1,57.118085348901474,4,8,0,0
988,1,0,51.926670751616086,2,10,0,1
989,1,1,55.40023004096765,2,7,1,0
990,1,0,51.93815573143083,4,5,0,0
991,1,1,57.12369118794807,5,7,0,0
992,1,1,56.06006958976498,3,6,0,1
993,1,1,57.63166748043441,2,8,1,0
994,1,1,54.91584261422048,2,6,0,0
995,1,0,52.62309350379104,3,6,1,1
996,1,0,52.22837750535403,2,7,1,1
997,1,1,56.01193020525465,2,4,0,0
998,1,1,55.30676197108346,3,7,0,0
999,1,1,57.3560658590565,3,7,1,1
